global_step,exp17_variant,dpo_loss,dpo_loss_raw,dpo_loss_saturated,implicit_acc,win_gap,lose_gap,raw_win_gap,raw_lose_gap,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,adaptive_norm_win_gap,adaptive_norm_lose_gap,adaptive_norm_lose_gap_clipped,adaptive_norm_mode,gap_normalization,gap_eps,lose_gap_clip_tau,mse_w,ref_mse_w,mse_l,ref_mse_l,loser_dominant_ratio,sigma_term,grad_norm,total_loss,anchored_total_loss,sft_loss,sft_reg_weight,lose_gap_weight,winner_abs_reg,winner_abs_reg_weight,winner_gap_reg,winner_gap_reg_weight,winner_gap_reg_margin,lambda_abs,lambda_pos,margin_pos,margin_pref,target_margin,sat_weight_mean,saturated_pair_ratio,saturation_kappa,relu_win_gap_mean,relu_win_gap_max,win_gap_positive_ratio,mse_w_over_ref_mse_w,mse_l_over_ref_mse_l,reward_margin,kl_divergence,inside_term_mean,inside_term_min,inside_term_max,loss_region_mode,region_mask_weight,region_boundary_weight,region_outside_weight,mask_area_ratio,boundary_area_ratio,outside_area_ratio,region_weight_sum,boundary_mode,mask_weight,boundary_weight,outside_weight,mask_region_mse,boundary_region_mse,outside_region_mse,region_weighted_mse_w,region_weighted_mse_l,region_weighted_ref_mse_w,region_weighted_ref_mse_l
1,combined,0.6890507936477661,0.6936885118484497,0.6890507936477661,0.25,0.00014323863433673978,-0.0002920471888501197,2.3038126528263092e-05,-4.766881465911865e-05,0.00014323863433673978,-0.0002920471888501197,-0.0002920471888501197,null,null,null,null,log_ratio,1e-06,1.0,0.16904661059379578,0.1690235733985901,0.1645306795835495,0.16457834839820862,0.0,0.4997296631336212,3.915479817540108,0.6979658603668213,0.6979658603668213,0.16904661059379578,0.0,0.25,0.16904661059379578,0.05,0.0002313650184078142,2.0,0.0,0.05,2.0,0.0,-0.0002162504242733121,1.0,0.9933143258094788,0.0,5.0,0.0002313650184078142,0.0008588915807195008,0.5625,1.0001362562179565,0.9997103810310364,0.004515933804214001,-6.161630153656006e-06,-0.0005136676481924951,-0.0016310156788676977,0.0013996422057971358,region,1.0,0.75,0.05,0.2398534119129181,0.0634259283542633,0.6967207193374634,522.0593872070312,outer,1.0,0.75,0.05,0.20569077134132385,0.09792729467153549,0.0140298493206501,0.16904661059379578,0.1645306795835495,0.1690235733985901,0.16457834839820862
10,combined,0.675214409828186,0.6798871755599976,0.675214409828186,1.0,-0.0031259339302778244,0.008956379257142544,-3.6112789530307055e-05,9.292952017858624e-05,-0.0031259339302778244,0.008956379257142544,0.008956379257142544,null,null,null,null,log_ratio,1e-06,1.0,0.011041217483580112,0.011077330447733402,0.0104984100908041,0.010405480861663818,1.0,0.5067058801651001,9.929779569631418,0.6771197319030762,0.6771197319030762,0.011041217483580112,0.0,0.25,0.011041217483580112,0.05,0.0006766460137441754,2.0,0.0,0.05,2.0,0.0,0.005365028977394104,1.0,0.993126392364502,0.0,5.0,0.0006766460137441754,0.005743310786783695,0.1875,0.99673992395401,1.0089308023452759,0.0005428071017377079,1.4204531908035278e-05,0.02893727272748947,0.005968420300632715,0.06354930996894836,region,1.0,0.75,0.05,0.2661265432834625,0.06161265820264816,0.6722608208656311,560.4375,outer,1.0,0.75,0.05,0.013373778201639652,0.005309643689543009,0.00045611761743202806,0.011041217483580112,0.0104984100908041,0.011077330447733402,0.010405480861663818
20,combined,0.6627628803253174,0.6674671769142151,0.6627628803253174,0.75,-0.008750316686928272,0.006881894078105688,-1.724660978652537e-05,1.0129406291525811e-05,-0.008750316686928272,0.006881894078105688,0.006881894078105688,null,null,null,null,log_ratio,1e-06,1.0,0.0019349021604284644,0.0019521488575264812,0.0015251359436661005,0.001515006646513939,0.6666666865348816,0.5130854845046997,44.57514057709481,0.6642438173294067,0.6642438173294067,0.0019349021604284644,0.0,0.25,0.0019349021604284644,0.05,0.000692112254910171,2.0,0.0,0.05,2.0,0.0,0.010470789857208729,1.0,0.9929499626159668,0.0,5.0,0.000692112254910171,0.00775824673473835,0.125,0.991165280342102,1.0066859722137451,0.00040976618765853345,-1.7794081941246986e-06,0.017498673871159554,-0.06252076476812363,0.07547900080680847,region,1.0,0.75,0.05,0.2057870477437973,0.05914352089166641,0.7350694537162781,464.7750244140625,outer,1.0,0.75,0.05,0.0025272457860410213,0.0006976495496928692,0.00011118015390820801,0.0019349021604284644,0.0015251359436661005,0.0019521488575264812,0.001515006646513939
30,combined,0.6606985330581665,0.6654080748558044,0.6606985330581665,1.0,-0.009667824022471905,0.006589837372303009,-3.36625671479851e-05,2.0980762201361358e-05,-0.009667824022471905,0.006589837372303009,0.006589837372303009,null,null,null,null,log_ratio,1e-06,1.0,0.003452638629823923,0.003486301051452756,0.0031720809638500214,0.003151100128889084,0.5,0.5141403675079346,16.63515250222679,0.6610807180404663,0.6610807180404663,0.003452638629823923,0.0,0.25,0.003452638629823923,0.05,0.00010477904288563877,2.0,0.0,0.05,2.0,0.0,0.011315283365547657,1.0,0.9929203391075134,0.0,5.0,0.00010477904288563877,0.0016764646861702204,0.0625,0.9903443455696106,1.0066583156585693,0.0002805575495585799,-3.170338459312916e-06,0.0860665887594223,0.05657641589641571,0.11693111062049866,region,1.0,0.75,0.05,0.2907407581806183,0.06728395074605942,0.6419753432273865,604.75,outer,1.0,0.75,0.05,0.004097902216017246,0.0018144185887649655,0.0001835067814681679,0.003452638629823923,0.0031720809638500214,0.003486301051452756,0.003151100128889084
40,combined,0.6546221375465393,0.6593470573425293,0.6546221375465393,1.0,-0.01008063368499279,0.014874335378408432,-0.0005261849146336317,0.0005613439716398716,-0.01008063368499279,0.014874335378408432,0.014874335378408432,null,null,null,null,log_ratio,1e-06,1.0,0.04866820573806763,0.04919439181685448,0.03843490034341812,0.03787355497479439,1.0,0.5172421932220459,2.989457356493691,0.6572917699813843,0.6572917699813843,0.04866820573806763,0.0,0.25,0.04866820573806763,0.05,0.00011809926218120381,2.0,0.0,0.05,2.0,0.0,0.013799217529594898,1.0,0.9928325414657593,0.0,5.0,0.00011809926218120381,0.001889588194899261,0.0625,0.9893039464950562,1.0148215293884277,0.010233307257294655,8.789822459220886e-06,0.12215667963027954,0.06899608671665192,0.18809325993061066,region,1.0,0.75,0.05,0.22777779400348663,0.06790123879909515,0.704321026802063,508.5500183105469,outer,1.0,0.75,0.05,0.06168633699417114,0.022697817534208298,0.002022667322307825,0.04866820573806763,0.03843490034341812,0.04919439181685448,0.03787355497479439
50,combined,0.6629780530929565,0.6676821708679199,0.6629780530929565,1.0,-0.008358034305274487,0.008701813407242298,-4.360012826509774e-05,3.902427852153778e-05,-0.008358034305274487,0.008701813407242298,0.008701813407242298,null,null,null,null,log_ratio,1e-06,1.0,0.00514060677960515,0.005184207111597061,0.004333017393946648,0.004293993581086397,0.75,0.5131638050079346,8.895132940267354,0.6697653532028198,0.6697653532028198,0.00514060677960515,0.0,0.25,0.00514060677960515,0.05,0.0032651571091264486,2.0,0.0,0.05,2.0,0.0,0.010533487424254417,1.0,0.9929476976394653,0.0,5.0,0.0032651571091264486,0.024902259930968285,0.3125,0.9915897846221924,1.0090880393981934,0.0008075888617895544,-1.1441297829151154e-06,0.06254822015762329,0.038630034774541855,0.11148861795663834,region,1.0,0.75,0.05,0.2687114179134369,0.07029321044683456,0.6609954237937927,574.2593994140625,outer,1.0,0.75,0.05,0.00636692438274622,0.001979170134291053,0.00021367128647398204,0.00514060677960515,0.004333017393946648,0.005184207111597061,0.004293993581086397
60,combined,0.6271901726722717,0.6319851875305176,0.6271901726722717,1.0,-0.018230855464935303,0.028473563492298126,-0.0029828203842043877,0.0032417932525277138,-0.018230855464935303,0.028473563492298126,0.028473563492298126,null,null,null,null,log_ratio,1e-06,1.0,0.1616211235523224,0.16460393369197845,0.11537168174982071,0.11212989687919617,1.0,0.5316442251205444,2.3717496773904823,0.6352712512016296,0.6352712512016296,0.1616211235523224,0.0,0.25,0.1616211235523224,0.05,0.0,2.0,0.0,0.05,2.0,0.0,0.025349246338009834,1.0,0.9924095869064331,0.0,5.0,0.0,0.0,0.0,0.9818788766860962,1.0289109945297241,0.04624943062663078,6.474554538726807e-05,0.12996810674667358,0.09232264757156372,0.19615980982780457,region,1.0,0.75,0.05,0.2888889014720917,0.07407407462596893,0.6370370388031006,609.6000366210938,outer,1.0,0.75,0.05,0.19924302399158478,0.054943256080150604,0.006465312093496323,0.1616211235523224,0.11537168174982071,0.16460393369197845,0.11212989687919617
70,combined,0.6281962990760803,0.6329889297485352,0.6281962990760803,1.0,-0.009249336086213589,0.06307677924633026,-0.0008027395233511925,0.005110337398946285,-0.009249336086213589,0.06307677924633026,0.06307677924633026,null,null,null,null,log_ratio,1e-06,1.0,0.08477838337421417,0.08558112382888794,0.08284695446491241,0.07773661613464355,0.75,0.531232476234436,4.039757190525504,0.63506019115448,0.63506019115448,0.08477838337421417,0.0,0.25,0.08477838337421417,0.05,0.0013125039404258132,2.0,0.0,0.05,2.0,0.0,0.02501853182911873,1.0,0.9924220442771912,0.0,5.0,0.0013125039404258132,0.014162743464112282,0.3125,0.9906201362609863,1.0657391548156738,0.0019314284436404705,0.0010768994688987732,0.11066106706857681,0.08150562644004822,0.12509265542030334,region,1.0,0.75,0.05,0.25555557012557983,0.06790123879909515,0.6765432357788086,551.300048828125,outer,1.0,0.75,0.05,0.10421187430620193,0.03987855091691017,0.005558949429541826,0.08477838337421417,0.08284695446491241,0.08558112382888794,0.07773661613464355
80,combined,0.6346087455749512,0.6393846869468689,0.6346087455749512,1.0,-0.013484272174537182,0.034668706357479095,-0.0008605469483882189,0.0016576398629695177,-0.013484272174537182,0.034668706357479095,0.034668706357479095,null,null,null,null,log_ratio,1e-06,1.0,0.062026165425777435,0.06288671493530273,0.05065980553627014,0.049002163112163544,1.0,0.5276610255241394,2.8313339042844583,0.6383664608001709,0.6383664608001709,0.062026165425777435,0.0,0.25,0.062026165425777435,0.05,0.0003282065154053271,2.0,0.0,0.05,2.0,0.0,0.02215144783258438,1.0,0.9925290942192078,0.0,5.0,0.0003282065154053271,0.005251304246485233,0.0625,0.986315906047821,1.0338279008865356,0.011366362683475018,0.0001992732286453247,0.15198343992233276,0.10820236057043076,0.21403852105140686,region,1.0,0.75,0.05,0.23607254028320312,0.06300154328346252,0.7009259462356567,515.7593994140625,outer,1.0,0.75,0.05,0.07754285633563995,0.028081584721803665,0.0032486743293702602,0.062026165425777435,0.05065980553627014,0.06288671493530273,0.049002163112163544
90,combined,0.6437500715255737,0.6485041379928589,0.6437500715255737,1.0,-0.016366176307201385,0.011663545854389668,-0.0006486650090664625,0.00037242064718157053,-0.016366176307201385,0.011663545854389668,0.011663545854389668,null,null,null,null,log_ratio,1e-06,1.0,0.041056256741285324,0.041704922914505005,0.03323618695139885,0.032863765954971313,0.75,0.5240839123725891,4.858547134839205,0.6549196243286133,0.6549196243286133,0.041056256741285324,0.0,0.25,0.041056256741285324,0.05,0.004558383487164974,2.0,0.0,0.05,2.0,0.0,0.019282063469290733,1.0,0.9926347136497498,0.0,5.0,0.004558383487164974,0.024988649412989616,0.3125,0.9844462871551514,1.0113322734832764,0.007820069789886475,-6.90612941980362e-05,0.14165115356445312,0.08633498102426529,0.20914685726165771,region,1.0,0.75,0.05,0.20370371639728546,0.055555559694767,0.7407407760620117,457.5,outer,1.0,0.75,0.05,0.05389806628227234,0.013081124052405357,0.0018984453054144979,0.041056256741285324,0.03323618695139885,0.041704922914505005,0.032863765954971313
