step,global_step,loss,dpo_loss,implicit_acc,win_gap,lose_gap,raw_win_gap,raw_lose_gap,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,adaptive_norm_win_gap,adaptive_norm_lose_gap,adaptive_norm_lose_gap_clipped,adaptive_norm_mode,gap_normalization,gap_eps,lose_gap_clip_tau,mse_w,ref_mse_w,mse_l,ref_mse_l,loser_dominant_ratio,sigma_term,grad_norm,total_loss,anchored_total_loss,sft_loss,sft_reg_weight,lose_gap_weight,winner_abs_reg,winner_abs_reg_weight,winner_gap_reg,winner_gap_reg_weight,winner_gap_reg_margin,relu_win_gap_mean,relu_win_gap_max,win_gap_positive_ratio,mse_w_over_ref_mse_w,mse_l_over_ref_mse_l,reward_margin,kl_divergence,inside_term_mean,inside_term_min,inside_term_max,loss_region_mode,region_mask_weight,region_boundary_weight,region_outside_weight,mask_area_ratio,boundary_area_ratio,outside_area_ratio,region_weight_sum,boundary_mode,mask_weight,boundary_weight,outside_weight,mask_region_mse,boundary_region_mse,outside_region_mse,region_weighted_mse_w,region_weighted_mse_l,region_weighted_ref_mse_w,region_weighted_ref_mse_l,L_base,L_prop,L_gen,L_boundary,lambda_prop,lambda_gen,lambda_boundary_extra,exp18_extra_loss,m_w,m_l,m_w_ref,m_l_ref,propagation_coverage,generate_area_ratio,prop_conf_mean,prop_conf_p10,prop_conf_p50,prop_conf_p90,avg_num_sources_used,propagated_region_psnr,tau_conf,confidence_mode,propagation_target_mode
1,1,0.7899929881095886,0.6933367848396301,0.0,0.0001478082122048363,0.000288578710751608,3.412365913391113e-05,0.000131336972117424,0.0001478082122048363,0.000288578710751608,0.000288578710751608,null,null,null,null,log_ratio,1e-06,1.0,0.2350291609764099,0.234995037317276,0.4593861699104309,0.45925480127334595,0.0,0.49990543723106384,3.577652139032197,0.7899929881095886,0.7899929881095886,0.2350291609764099,0.0,0.25,0.2350291609764099,0.05,0.00024446204770356417,1.0,0.0,0.00024446204770356417,0.0007227431051433086,0.6875,1.0001451969146729,1.0002861022949219,-0.2243569791316986,4.1365623474121094e-05,-0.0003783176653087139,-0.0003783176653087139,-0.0003783176653087139,region,1.0,0.75,0.05,0.22109375894069672,0.05351562425494194,0.6753906607627869,851.2000122070312,both,1.0,0.75,0.05,0.29119640588760376,0.1719713807106018,0.012265278026461601,0.2350291609764099,0.4593861699104309,0.234995037317276,0.45925480127334595,0.7053326964378357,0.7060896158218384,0.22389721870422363,0.14051339030265808,0.1,0.0,0.1,0.08466030657291412,0.2350291609764099,0.4593861699104309,0.234995037317276,0.45925480127334595,0.0054034581407904625,0.994596540927887,0.01619209721684456,0.0,0.0,0.0,0.26223430037498474,13.906455993652344,0.5,flow_agreement,latent_x0
10,10,0.7421303987503052,0.6812113523483276,1.0,-0.004210826940834522,0.0023881637025624514,-0.00020441249944269657,0.00015514926053583622,-0.004210826940834522,0.0023881637025624514,0.0023881637025624514,null,null,null,null,log_ratio,1e-06,1.0,0.04882887005805969,0.049033280462026596,0.0555441714823246,0.05538902431726456,0.0,0.5060095191001892,6.063143248389753,0.7421303987503052,0.7421303987503052,0.04882887005805969,0.0,0.25,0.04882887005805969,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9958311915397644,1.0028010606765747,-0.0067153023555874825,-1.2315809726715088e-05,0.024039339274168015,0.024039339274168015,0.024039339274168015,region,1.0,0.75,0.05,0.1903076171875,0.05126953125,0.7107910513877869,768.0594482421875,both,1.0,0.75,0.05,0.06510593742132187,0.029450178146362305,0.002115282230079174,0.04882887005805969,0.0555441714823246,0.049033280462026596,0.05538902431726456,0.6836528182029724,0.33925339579582214,0.43416279554367065,0.24552235007286072,0.1,0.0,0.1,0.05847757309675217,0.04882887005805969,0.0555441714823246,0.049033280462026596,0.05538902431726456,0.051200494170188904,0.9487994909286499,0.04816858097910881,0.0,0.0,0.0,0.32331642508506775,25.277978897094727,0.5,flow_agreement,latent_x0
20,20,0.7402122616767883,0.6672824621200562,1.0,-0.005291979294270277,0.020780880004167557,-0.001253463327884674,0.007521109655499458,-0.005291979294270277,0.020780880004167557,0.020780880004167557,null,null,null,null,log_ratio,1e-06,1.0,0.23560982942581177,0.23686330020427704,0.37010622024536133,0.3625851273536682,1.0,0.5131059885025024,2.6538975141747603,0.7402122616767883,0.7402122616767883,0.23560982942581177,0.0,0.25,0.23560982942581177,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9947080612182617,1.0207430124282837,-0.13449639081954956,0.0015669018030166626,0.052435994148254395,0.052435994148254395,0.052435994148254395,region,1.0,0.75,0.05,0.23046875,0.05625000223517418,0.662109375,881.0000610351562,both,1.0,0.75,0.05,0.28163450956344604,0.193451926112175,0.01779886707663536,0.23560982942581177,0.37010622024536133,0.23686330020427704,0.3625851273536682,0.6790629625320435,0.4095378816127777,0.3037584722042084,0.20195500552654266,0.1,0.0,0.1,0.061149291694164276,0.23560982942581177,0.37010622024536133,0.23686330020427704,0.3625851273536682,0.031119972467422485,0.9688800573348999,0.0367971733212471,0.0,0.0,0.0,0.30164676904678345,22.178495407104492,0.5,flow_agreement,latent_x0
30,30,0.7111688852310181,0.6503123044967651,1.0,-0.010067770257592201,0.029969288036227226,-0.0005245702341198921,0.0027166372165083885,-0.010067770257592201,0.029969288036227226,0.029969288036227226,null,null,null,null,log_ratio,1e-06,1.0,0.052025631070137024,0.05255019664764404,0.09183472394943237,0.089118093252182,1.0,0.5219359993934631,8.489155556510024,0.7111688852310181,0.7111688852310181,0.052025631070137024,0.0,0.25,0.052025631070137024,0.05,0.0005014263442717493,1.0,0.0,0.0005014263442717493,0.008022821508347988,0.0625,0.990017831325531,1.0304834842681885,-0.039809100329875946,0.0005480162799358368,0.08780046552419662,0.08780046552419662,0.08780046552419662,region,1.0,0.75,0.05,0.19609375298023224,0.05234375223517418,0.702343761920929,786.9000244140625,both,1.0,0.75,0.05,0.06903914362192154,0.03132197633385658,0.001930232741869986,0.052025631070137024,0.09183472394943237,0.05255019664764404,0.089118093252182,0.6534150242805481,0.3801203668117523,0.36676234006881714,0.1974179595708847,0.1,0.0,0.1,0.05775383487343788,0.052025631070137024,0.09183472394943237,0.05255019664764404,0.089118093252182,0.039012737572193146,0.9609872698783875,0.04399919882416725,0.0,0.0,0.0,0.2830219864845276,25.039426803588867,0.5,flow_agreement,latent_x0
40,40,0.7227463722229004,0.6582728028297424,1.0,-0.006775822956115007,0.029774971306324005,-0.0012234803289175034,0.008783364668488503,-0.006775822956115007,0.029774971306324005,0.029774971306324005,null,null,null,null,log_ratio,1e-06,1.0,0.1817089021205902,0.18293237686157227,0.2987428307533264,0.28995949029922485,1.0,0.5177670121192932,3.548950940527539,0.7227463722229004,0.7227463722229004,0.1817089021205902,0.0,0.25,0.1817089021205902,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.993311882019043,1.0302915573120117,-0.1170339286327362,0.0018899664282798767,0.07109782844781876,0.07109782844781876,0.07109782844781876,region,1.0,0.75,0.05,0.19570313394069672,0.04726562649011612,0.7125000357627869,768.4500122070312,both,1.0,0.75,0.05,0.2254369705915451,0.14631114900112152,0.009900559671223164,0.1817089021205902,0.2987428307533264,0.18293237686157227,0.28995949029922485,0.6673582196235657,0.3540974259376526,0.3167681097984314,0.19978398084640503,0.1,0.0,0.1,0.05538814514875412,0.1817089021205902,0.2987428307533264,0.18293237686157227,0.28995949029922485,0.04766260087490082,0.952337384223938,0.048273153603076935,0.0,0.0,0.0,0.2806696593761444,25.604564666748047,0.5,flow_agreement,latent_x0
50,50,0.7444777488708496,0.6502282619476318,1.0,-0.004455855581909418,0.05242355167865753,-0.0015228241682052612,0.030082013458013535,-0.004455855581909418,0.05242355167865753,0.05242355167865753,null,null,null,null,log_ratio,1e-06,1.0,0.3427082598209381,0.3442310690879822,0.5906059741973877,0.5605239868164062,1.0,0.5219380855560303,2.342456998226988,0.7444777488708496,0.7444777488708496,0.3427082598209381,0.0,0.25,0.3427082598209381,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9955762028694153,1.053667664527893,-0.24789774417877197,0.0071397870779037476,0.08780871331691742,0.08780871331691742,0.08780871331691742,region,1.0,0.75,0.05,0.22478027641773224,0.05375976487994194,0.6712646484375,860.9531860351562,both,1.0,0.75,0.05,0.4238807260990143,0.24603088200092316,0.023236047476530075,0.3427082598209381,0.5906059741973877,0.3442310690879822,0.5605239868164062,0.667363703250885,0.6392602920532227,0.20529629290103912,0.13187997043132782,0.1,0.0,0.1,0.0771140307188034,0.3427082598209381,0.5906059741973877,0.3442310690879822,0.5605239868164062,0.010831927880644798,0.9891680479049683,0.017035391181707382,0.0,0.0,0.0,0.243604838848114,12.163301467895508,0.5,flow_agreement,latent_x0
60,60,0.7244548201560974,0.6553981304168701,1.0,-0.006049694027751684,0.03747416287660599,-0.0011719083413481712,0.009129108861088753,-0.006049694027751684,0.03747416287660599,0.03747416287660599,null,null,null,null,log_ratio,1e-06,1.0,0.19516345858573914,0.19633537530899048,0.2423582375049591,0.2332291156053543,1.0,0.5192632675170898,3.73212883615637,0.7244548201560974,0.7244548201560974,0.19516345858573914,0.0,0.25,0.19516345858573914,0.05,0.00015247624833136797,1.0,0.0,0.00015247624833136797,0.0024396199733018875,0.0625,0.9940310716629028,1.0391422510147095,-0.04719477891921997,0.001989305019378662,0.07709117233753204,0.07709117233753204,0.07709117233753204,region,1.0,0.75,0.05,0.23359374701976776,0.06132812425494194,0.645312488079071,913.0999755859375,both,1.0,0.75,0.05,0.24491757154464722,0.13279876112937927,0.010500254109501839,0.19516345858573914,0.2423582375049591,0.19633537530899048,0.2332291156053543,0.6653087735176086,0.3897428810596466,0.38155055046081543,0.20171742141246796,0.1,0.0,0.1,0.059146031737327576,0.19516345858573914,0.2423582375049591,0.19633537530899048,0.2332291156053543,0.053012650460004807,0.9469873309135437,0.05274168774485588,0.0,0.0,0.0,0.2687629163265228,25.03476333618164,0.5,flow_agreement,latent_x0
70,70,0.7163100838661194,0.6428710222244263,1.0,0.006697549484670162,0.10996875166893005,1.2628377589862794e-05,0.00019692908972501755,0.006697549484670162,0.10996875166893005,0.10996875166893005,null,null,null,null,log_ratio,1e-06,1.0,0.0018097369465976954,0.001797108561731875,0.0018666564719751477,0.0016697273822501302,1.0,0.525969922542572,19.32013259910752,0.7163100838661194,0.7163100838661194,0.0018097369465976954,0.0,0.25,0.0018097369465976954,0.05,0.008496788330376148,1.0,0.0,0.008496788330376148,0.026624703779816628,0.6875,1.00702702999115,1.117940902709961,-5.691948172170669e-05,5.2389397751539946e-05,0.10397318750619888,0.10397318750619888,0.10397318750619888,region,1.0,0.75,0.05,0.20468750596046448,0.05156249925494194,0.696093738079071,803.6000366210938,both,1.0,0.75,0.05,0.0022771605290472507,0.001315122819505632,0.00011831369192805141,0.0018097369465976954,0.0018666564719751477,0.001797108561731875,0.0016697273822501302,0.6514582633972168,0.38043734431266785,0.4762082099914551,0.2680809497833252,0.1,0.0,0.1,0.06485182791948318,0.0018097369465976954,0.0018666564719751477,0.001797108561731875,0.0016697273822501302,0.013254644349217415,0.9867453575134277,0.017578383907675743,0.0,0.0,0.0,0.13678915798664093,25.98749542236328,0.5,flow_agreement,latent_x0
80,80,0.6991121172904968,0.6386249661445618,1.0,-0.004641433712095022,0.07218538969755173,-3.447200288064778e-05,0.0006439050775952637,-0.004641433712095022,0.07218538969755173,0.07218538969755173,null,null,null,null,log_ratio,1e-06,1.0,0.006753811612725258,0.006788283586502075,0.009254321455955505,0.008610417135059834,1.0,0.5283293128013611,9.919148218599743,0.6991121172904968,0.6991121172904968,0.006753811612725258,0.0,0.25,0.006753811612725258,0.05,0.0024026138707995415,1.0,0.0,0.0024026138707995415,0.018357496708631516,0.375,0.994921863079071,1.0747820138931274,-0.0025005098432302475,0.00015235808677971363,0.11343890428543091,0.11343890428543091,0.11343890428543091,region,1.0,0.75,0.05,0.20432129502296448,0.05190429836511612,0.695629894733429,804.1968994140625,both,1.0,0.75,0.05,0.008640805259346962,0.004485485143959522,0.0005607175407931209,0.006753811612725258,0.009254321455955505,0.006788283586502075,0.008610417135059834,0.6413652896881104,0.3791980445384979,0.35782286524772644,0.19827014207839966,0.1,0.0,0.1,0.05774682015180588,0.006753811612725258,0.009254321455955505,0.006788283586502075,0.008610417135059834,0.027366792783141136,0.9726331830024719,0.029408542439341545,0.0,0.0,0.0,0.19856788218021393,28.661279678344727,0.5,flow_agreement,latent_x0
90,90,0.6659731268882751,0.6097259521484375,1.0,-0.011273304000496864,0.09461168944835663,-0.0034551285207271576,0.05468597263097763,-0.011273304000496864,0.09461168944835663,0.09461168944835663,null,null,null,null,log_ratio,1e-06,1.0,0.305283784866333,0.3087388873100281,0.6030299663543701,0.5483439564704895,1.0,0.5435471534729004,3.5261558099341292,0.6659731268882751,0.6659731268882751,0.305283784866333,0.0,0.25,0.305283784866333,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9888089895248413,1.0997294187545776,-0.2977461814880371,0.012807726860046387,0.17463114857673645,0.17463114857673645,0.17463114857673645,region,1.0,0.75,0.05,0.16523437201976776,0.05078125,0.7359375357627869,706.949951171875,both,1.0,0.75,0.05,0.4035687744617462,0.23035310208797455,0.01487543061375618,0.305283784866333,0.6030299663543701,0.3087388873100281,0.5483439564704895,0.6249901652336121,0.28328460454940796,0.21214483678340912,0.12654513120651245,0.1,0.0,0.1,0.04098297655582428,0.305283784866333,0.6030299663543701,0.3087388873100281,0.5483439564704895,0.06971153616905212,0.9302884340286255,0.06788059324026108,0.0,0.0,0.06617647409439087,0.3797333240509033,30.743961334228516,0.5,flow_agreement,latent_x0
