auto_classification,auto_reason,boundary_psnr,candidate_id,codex_visual_review,condition_path,diagnostic_comp_used,dtype,exp44_bucket,exp44_goal,exp44_priority,frames_dir,full_psnr,iterations,mask_path,mask_psnr,num_inference_steps,num_shards,outside_mae,outside_psnr,raw_output_mp4,raw_output_primary,review_sheet,sample_id,scene_group,seed,seed_index,side_by_side_mp4,source_manifest_path,source_row_index,source_type,temporal_diff_mae,temporal_strip_16,vor_eval_used,winner_path,worker_shard
SUCCESSFUL_REMOVAL_CANDIDATE,high local and outside metrics,23.499877998928895,BLENDER_MOUNTAIN002_00001__exp44seed0_2026086180,PENDING,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,False,float16,EXP45_pair_scaleup_second_pass,increase same-source success/failure density for formal train32/search16/shadow16 split,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed0_2026086180/frames,34.48368090165958,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,26.245262607898265,12,2,2.7768077850341797,35.17209744914457,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed0_2026086180/evidence/raw_output.mp4,True,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed0_2026086180/evidence/midframe_review_sheet.jpg,BLENDER_MOUNTAIN002_00001,BLENDER_MOUNTAIN002,2026086180,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed0_2026086180/evidence/side_by_side.mp4,,0,BLENDER,0.7922531776130199,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed0_2026086180/evidence/temporal_strip_16.jpg,False,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,0
SUCCESSFUL_REMOVAL_CANDIDATE,high local and outside metrics,25.651592712202802,BLENDER_MOUNTAIN002_00001__exp44seed1_2026086181,PENDING,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,False,float16,EXP45_pair_scaleup_second_pass,increase same-source success/failure density for formal train32/search16/shadow16 split,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed1_2026086181/frames,35.04450033068419,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,30.356499473733976,12,2,2.5474976231070126,35.47335744776719,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed1_2026086181/evidence/raw_output.mp4,True,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed1_2026086181/evidence/midframe_review_sheet.jpg,BLENDER_MOUNTAIN002_00001,BLENDER_MOUNTAIN002,2026086181,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed1_2026086181/evidence/side_by_side.mp4,,0,BLENDER,0.7956416606903076,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed1_2026086181/evidence/temporal_strip_16.jpg,False,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,1
SUCCESSFUL_REMOVAL_CANDIDATE,high local and outside metrics,24.041349230517707,BLENDER_MOUNTAIN002_00001__exp44seed2_2026086182,PENDING,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,False,float16,EXP45_pair_scaleup_second_pass,increase same-source success/failure density for formal train32/search16/shadow16 split,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed2_2026086182/frames,34.94720439652554,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,28.38521781197631,12,2,2.5078054315903606,35.58360075647211,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed2_2026086182/evidence/raw_output.mp4,True,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed2_2026086182/evidence/midframe_review_sheet.jpg,BLENDER_MOUNTAIN002_00001,BLENDER_MOUNTAIN002,2026086182,2,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed2_2026086182/evidence/side_by_side.mp4,,0,BLENDER,0.7884302139282227,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed2_2026086182/evidence/temporal_strip_16.jpg,False,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,0
MEDIUM_HARD_REMOVAL,usable local defect regime,22.389618615819693,BLENDER_MOUNTAIN002_00001__exp44seed3_2026086183,PENDING,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,False,float16,EXP45_pair_scaleup_second_pass,increase same-source success/failure density for formal train32/search16/shadow16 split,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed3_2026086183/frames,34.56094437813348,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,26.13974805875157,12,2,2.538102753022138,35.46453379981005,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed3_2026086183/evidence/raw_output.mp4,True,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed3_2026086183/evidence/midframe_review_sheet.jpg,BLENDER_MOUNTAIN002_00001,BLENDER_MOUNTAIN002,2026086183,3,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed3_2026086183/evidence/side_by_side.mp4,,0,BLENDER,0.7855602912604809,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed3_2026086183/evidence/temporal_strip_16.jpg,False,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,1
SUCCESSFUL_REMOVAL_CANDIDATE,high local and outside metrics,23.761719798776316,BLENDER_MOUNTAIN002_00001__exp44seed4_2026086184,PENDING,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,False,float16,EXP45_pair_scaleup_second_pass,increase same-source success/failure density for formal train32/search16/shadow16 split,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed4_2026086184/frames,34.43532582696386,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,27.70009736546047,12,2,2.6722064719480625,35.055824036570264,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed4_2026086184/evidence/raw_output.mp4,True,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed4_2026086184/evidence/midframe_review_sheet.jpg,BLENDER_MOUNTAIN002_00001,BLENDER_MOUNTAIN002,2026086184,4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed4_2026086184/evidence/side_by_side.mp4,,0,BLENDER,0.7961424998939037,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed4_2026086184/evidence/temporal_strip_16.jpg,False,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,0
MEDIUM_HARD_REMOVAL,usable local defect regime,21.945286569561414,BLENDER_MOUNTAIN002_00001__exp44seed5_2026086185,PENDING,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,False,float16,EXP45_pair_scaleup_second_pass,increase same-source success/failure density for formal train32/search16/shadow16 split,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed5_2026086185/frames,34.22739876241012,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,27.587976591808115,12,2,2.75369369282442,35.16565295207436,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed5_2026086185/evidence/raw_output.mp4,True,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed5_2026086185/evidence/midframe_review_sheet.jpg,BLENDER_MOUNTAIN002_00001,BLENDER_MOUNTAIN002,2026086185,5,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed5_2026086185/evidence/side_by_side.mp4,,0,BLENDER,0.7902532517910004,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed5_2026086185/evidence/temporal_strip_16.jpg,False,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,1
SUCCESSFUL_REMOVAL_CANDIDATE,high local and outside metrics,25.024403341696402,BLENDER_MOUNTAIN002_00001__exp44seed6_2026086186,PENDING,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,False,float16,EXP45_pair_scaleup_second_pass,increase same-source success/failure density for formal train32/search16/shadow16 split,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed6_2026086186/frames,35.42085688378617,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,29.548633093573866,12,2,2.2682359919828525,35.9821464739756,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed6_2026086186/evidence/raw_output.mp4,True,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed6_2026086186/evidence/midframe_review_sheet.jpg,BLENDER_MOUNTAIN002_00001,BLENDER_MOUNTAIN002,2026086186,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed6_2026086186/evidence/side_by_side.mp4,,0,BLENDER,0.7831981293857098,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed6_2026086186/evidence/temporal_strip_16.jpg,False,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,0
SUCCESSFUL_REMOVAL_CANDIDATE,high local and outside metrics,24.588564220509653,BLENDER_MOUNTAIN002_00001__exp44seed7_2026086187,PENDING,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,False,float16,EXP45_pair_scaleup_second_pass,increase same-source success/failure density for formal train32/search16/shadow16 split,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed7_2026086187/frames,34.99778815772344,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,29.973990528420043,12,2,2.470268165363985,35.55215827492326,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed7_2026086187/evidence/raw_output.mp4,True,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed7_2026086187/evidence/midframe_review_sheet.jpg,BLENDER_MOUNTAIN002_00001,BLENDER_MOUNTAIN002,2026086187,7,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed7_2026086187/evidence/side_by_side.mp4,,0,BLENDER,0.7855399511754513,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed7_2026086187/evidence/temporal_strip_16.jpg,False,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,1
SUCCESSFUL_REMOVAL_CANDIDATE,high local and outside metrics,24.098486212924964,BLENDER_MOUNTAIN002_00001__exp44seed8_2026086188,PENDING,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,False,float16,EXP45_pair_scaleup_second_pass,increase same-source success/failure density for formal train32/search16/shadow16 split,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed8_2026086188/frames,34.63868836334194,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,28.63182847371071,12,2,2.713790066101972,35.24281398574986,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed8_2026086188/evidence/raw_output.mp4,True,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed8_2026086188/evidence/midframe_review_sheet.jpg,BLENDER_MOUNTAIN002_00001,BLENDER_MOUNTAIN002,2026086188,8,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed8_2026086188/evidence/side_by_side.mp4,,0,BLENDER,0.7858734950423241,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed8_2026086188/evidence/temporal_strip_16.jpg,False,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,0
SUCCESSFUL_REMOVAL_CANDIDATE,high local and outside metrics,24.738311779144915,BLENDER_MOUNTAIN002_00001__exp44seed9_2026086189,PENDING,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,False,float16,EXP45_pair_scaleup_second_pass,increase same-source success/failure density for formal train32/search16/shadow16 split,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed9_2026086189/frames,35.03490181911761,6,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,29.71566474390132,12,2,2.5164660005008472,35.57963962316395,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed9_2026086189/evidence/raw_output.mp4,True,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed9_2026086189/evidence/midframe_review_sheet.jpg,BLENDER_MOUNTAIN002_00001,BLENDER_MOUNTAIN002,2026086189,9,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed9_2026086189/evidence/side_by_side.mp4,,0,BLENDER,0.7860353849828243,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp45_pai_minimax_pair_scaleup/scaleup_mining_20260629_190229/candidates/BLENDER_MOUNTAIN002/BLENDER_MOUNTAIN002_00001/seed9_2026086189/evidence/temporal_strip_16.jpg,False,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,1
