sample_id,source_group,source_type,model,profile_id,profile_role,profile_region,candidate_source,checkpoint,step,condition_path,winner_path,loser_path,mask_path,affected_map_path,raw_output_mp4,diagnostic_comp_mp4,side_by_side_mp4,temporal_strip_16,review_sheet,frames_reviewed,object_removed,effect_removed,mask_region_quality,boundary_quality,affected_region_quality,outside_damage,temporal_flicker,ghosting,color_shift,artifact,classification,reason
BLENDER_FOREST006_00001,BLENDER_FOREST006,BLENDER,controlled_corruption_v3,CC-v3-B,medium-object,object_mask,controlled_local_condition_mix_blur_noise_temporal_ema,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST006_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST006_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST006_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST006_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST006_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST006_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST006_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST006_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST006_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,auto_classified_pending_codex_visual_review,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,reduced_by_profile_ema,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high
BLENDER_FOREST006_00001,BLENDER_FOREST006,BLENDER,controlled_corruption_v3,CC-v3-A,mild-object,object_mask,controlled_local_condition_mix_blur_noise_temporal_ema,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST006_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST006_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST006_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST006_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST006_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST006_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST006_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST006_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST006_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,auto_classified_pending_codex_visual_review,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,reduced_by_profile_ema,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high
BLENDER_FOREST007_00001,BLENDER_FOREST007,BLENDER,controlled_corruption_v3,CC-v3-B,medium-object,object_mask,controlled_local_condition_mix_blur_noise_temporal_ema,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST007_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST007_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST007_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST007_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST007_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST007_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST007_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST007_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST007_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,auto_classified_pending_codex_visual_review,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,reduced_by_profile_ema,condition_residual_intentional,local_only,controlled_local_residual,MEDIUM_HARD_ELIGIBLE,local residual with clean outside
BLENDER_FOREST008_00001,BLENDER_FOREST008,BLENDER,controlled_corruption_v3,CC-v3-B,medium-object,object_mask,controlled_local_condition_mix_blur_noise_temporal_ema,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST008_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST008_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST008_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST008_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST008_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST008_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST008_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST008_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST008_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,auto_classified_pending_codex_visual_review,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,reduced_by_profile_ema,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high
BLENDER_FOREST008_00001,BLENDER_FOREST008,BLENDER,controlled_corruption_v3,CC-v3-A,mild-object,object_mask,controlled_local_condition_mix_blur_noise_temporal_ema,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST008_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST008_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST008_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST008_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST008_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST008_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST008_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST008_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST008_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,auto_classified_pending_codex_visual_review,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,reduced_by_profile_ema,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high
BLENDER_FOREST015_00001,BLENDER_FOREST015,BLENDER,controlled_corruption_v3,CC-v3-B,medium-object,object_mask,controlled_local_condition_mix_blur_noise_temporal_ema,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST015_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST015_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST015_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST015_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST015_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST015_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST015_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST015_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST015_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,auto_classified_pending_codex_visual_review,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,reduced_by_profile_ema,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high
BLENDER_FOREST015_00001,BLENDER_FOREST015,BLENDER,controlled_corruption_v3,CC-v3-A,mild-object,object_mask,controlled_local_condition_mix_blur_noise_temporal_ema,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST015_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST015_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST015_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST015_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST015_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST015_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST015_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST015_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST015_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,auto_classified_pending_codex_visual_review,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,reduced_by_profile_ema,condition_residual_intentional,local_only,controlled_local_residual,MEDIUM_HARD_ELIGIBLE,local residual with clean outside
BLENDER_FOREST016_00001,BLENDER_FOREST016,BLENDER,controlled_corruption_v3,CC-v3-B,medium-object,object_mask,controlled_local_condition_mix_blur_noise_temporal_ema,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST016_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST016_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST016_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST016_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST016_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST016_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST016_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST016_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST016_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,auto_classified_pending_codex_visual_review,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,reduced_by_profile_ema,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high
BLENDER_FOREST016_00001,BLENDER_FOREST016,BLENDER,controlled_corruption_v3,CC-v3-A,mild-object,object_mask,controlled_local_condition_mix_blur_noise_temporal_ema,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST016_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST016_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST016_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST016_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST016_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST016_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST016_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST016_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-A/BLENDER_FOREST016_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,auto_classified_pending_codex_visual_review,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,reduced_by_profile_ema,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high
BLENDER_FOREST017_00001,BLENDER_FOREST017,BLENDER,controlled_corruption_v3,CC-v3-B,medium-object,object_mask,controlled_local_condition_mix_blur_noise_temporal_ema,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST017_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST017_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST017_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST017_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST017_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST017_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST017_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST017_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST017_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,auto_classified_pending_codex_visual_review,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,reduced_by_profile_ema,condition_residual_intentional,local_only,controlled_local_residual,MEDIUM_HARD_ELIGIBLE,local residual with clean outside
