split,sample_id,source_group,source_type,profile,candidate_index,condition_path,winner_path,mask_path,loser_path,raw_output_mp4,review_sheet,classification,reason,technical_valid,outside_reinjection,temporal_smoothing,vor_eval_used,training_eligible,output_sha256,full_psnr,mask_psnr,boundary_psnr,outside_psnr,affected_psnr,mask_mae,boundary_mae,outside_mae,temporal_flicker_mae,selection_role,localdpo_condition_role,localdpo_winner_role,localdpo_loser_role,affected_map_definition
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,BLENDER,L2_object_medium,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN014_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN014_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN014_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_MOUNTAIN014_00001/L2_object_medium/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_MOUNTAIN014_00001/L2_object_medium/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_MOUNTAIN014_00001/L2_object_medium/evidence/review_sheet.jpg,HARD_BUT_PLAUSIBLE,strong local corruption with exact outside preservation,yes,pixel_exact_outside_soft_region,ema_noise_0.65,False,True,16fbe66b68452a292a780df1edf4417fccdeab92367246a5dd1457149a7f0589,31.257193191437,14.554065154389,22.403164393042,48.918548898164,14.617751445791,46.357917785645,12.712832619162,0.039184814209,0.041194835911,selected_primary_localdpo_corruption,V_obj,V_bg,locally_corrupted_V_bg,"abs(V_obj - V_bg), used for L3/L4 region construction"
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,BLENDER,L4_boundary_effect,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN014_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN014_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN014_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_MOUNTAIN014_00001/L4_boundary_effect/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_MOUNTAIN014_00001/L4_boundary_effect/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_MOUNTAIN014_00001/L4_boundary_effect/evidence/review_sheet.jpg,TRIVIAL_BAD,outside damage exceeds local-corruption bound,yes,pixel_exact_outside_soft_region,ema_noise_0.65,False,True,6576ed2fa9407a016c91d5b62d3ce3b9e75657f61856bde2fe1b4e811e19ce6d,29.911606077539,17.652459511456,20.292316001677,33.042072525899,22.946478075098,32.944318995756,19.233941583072,1.602075219154,0.198425213806,,,,,
train32,BLENDER_FOREST049_00001,BLENDER_FOREST049,BLENDER,L3_object_affected_soft,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_FOREST049_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_FOREST049_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_FOREST049_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_FOREST049_00001/L3_object_affected_soft/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_FOREST049_00001/L3_object_affected_soft/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_FOREST049_00001/L3_object_affected_soft/evidence/review_sheet.jpg,MEDIUM_HARD_ELIGIBLE,bounded local corruption with exact outside preservation,yes,pixel_exact_outside_soft_region,ema_noise_0.65,False,True,874305cba267b422480fd5f3699e3e0f39334aab5859cd8760482004465944a6,52.224910398699,28.760902242336,33.540585038972,59.375188690827,29.988693655605,6.947300349965,2.932752469007,0.015217602253,0.022023518803,selected_primary_localdpo_corruption,V_obj,V_bg,locally_corrupted_V_bg,"abs(V_obj - V_bg), used for L3/L4 region construction"
train32,BLENDER_FOREST049_00001,BLENDER_FOREST049,BLENDER,L2_object_medium,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_FOREST049_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_FOREST049_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_FOREST049_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_FOREST049_00001/L2_object_medium/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_FOREST049_00001/L2_object_medium/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_FOREST049_00001/L2_object_medium/evidence/review_sheet.jpg,MEDIUM_HARD_ELIGIBLE,bounded local corruption with exact outside preservation,yes,pixel_exact_outside_soft_region,ema_noise_0.65,False,True,bed2e7fb164c1fc1b8a99d3368edbc934675ed4150a5c7d5b7b592a5d1ad1b34,50.554797641531,27.002534284095,31.884942429709,57.382612356651,27.862652430435,8.489705282099,3.477462277693,0.014968771597,0.025006771088,,,,,
train32,BLENDER_OFFICE002_00001,BLENDER_OFFICE002,BLENDER,L1_object_mild,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_OFFICE002_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_OFFICE002_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_OFFICE002_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_OFFICE002_00001/L1_object_mild/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_OFFICE002_00001/L1_object_mild/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_OFFICE002_00001/L1_object_mild/evidence/review_sheet.jpg,MEDIUM_HARD_ELIGIBLE,bounded local corruption with exact outside preservation,yes,pixel_exact_outside_soft_region,ema_noise_0.65,False,True,357c1c3c78ec962cb55e86e6135a81c21c40414d11f4b89e45685dff754eda47,45.545665670666,34.035549185476,38.619229423077,61.970079845672,34.091469870204,4.261971277349,1.963815731161,0.012424794957,0.074637413025,selected_primary_localdpo_corruption,V_obj,V_bg,locally_corrupted_V_bg,"abs(V_obj - V_bg), used for L3/L4 region construction"
train32,BLENDER_OFFICE002_00001,BLENDER_OFFICE002,BLENDER,L2_object_medium,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_OFFICE002_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_OFFICE002_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_OFFICE002_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_OFFICE002_00001/L2_object_medium/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_OFFICE002_00001/L2_object_medium/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_OFFICE002_00001/L2_object_medium/evidence/review_sheet.jpg,MEDIUM_HARD_ELIGIBLE,bounded local corruption with exact outside preservation,yes,pixel_exact_outside_soft_region,ema_noise_0.65,False,True,220a6e8d70151fad246075c6bc07fc79f8890004007f0e5c25289d5d3de8e031,40.640071028574,29.132247334875,34.177495315050,56.351942975465,29.202664680998,7.544415922726,3.320025331834,0.025744585868,0.123534440994,,,,,
train32,BLENDER_RIVER005_00001,BLENDER_RIVER005,BLENDER,L4_boundary_effect,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_RIVER005_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_RIVER005_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_RIVER005_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_RIVER005_00001/L4_boundary_effect/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_RIVER005_00001/L4_boundary_effect/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_RIVER005_00001/L4_boundary_effect/evidence/review_sheet.jpg,TRIVIAL_BAD,outside damage exceeds local-corruption bound,yes,pixel_exact_outside_soft_region,ema_noise_0.65,False,True,638a54858a704094701ddf0bcded519525d8ff153eac7eee90e37d85c2ae915b,31.105386412204,18.893320857346,21.871683037639,34.903955798246,21.935964500267,26.795414307538,14.732148114373,0.947539701181,0.191256046295,selected_primary_localdpo_corruption,V_obj,V_bg,locally_corrupted_V_bg,"abs(V_obj - V_bg), used for L3/L4 region construction"
train32,BLENDER_RIVER005_00001,BLENDER_RIVER005,BLENDER,L3_object_affected_soft,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_RIVER005_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_RIVER005_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_RIVER005_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_RIVER005_00001/L3_object_affected_soft/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_RIVER005_00001/L3_object_affected_soft/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_RIVER005_00001/L3_object_affected_soft/evidence/review_sheet.jpg,TRIVIAL_BAD,outside damage exceeds local-corruption bound,yes,pixel_exact_outside_soft_region,ema_noise_0.65,False,True,66b5e36af42b5578be39e017d75a137d49853b7552457632577d845c3b92e4d5,30.548573970657,18.097762106665,25.222511708060,42.335916930083,20.463164797339,28.725776560166,9.137591137606,0.362250368385,0.201419034041,,,,,
train32,BLENDER_GRASS001_00001,BLENDER_GRASS001,BLENDER,L2_object_medium,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS001_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS001_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS001_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_GRASS001_00001/L2_object_medium/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_GRASS001_00001/L2_object_medium/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_GRASS001_00001/L2_object_medium/evidence/review_sheet.jpg,MEDIUM_HARD_ELIGIBLE,bounded local corruption with exact outside preservation,yes,pixel_exact_outside_soft_region,ema_noise_0.65,False,True,43d73fb761b47f08592722bb750d78d243b0f9c1abd39064eefd4a38e150e6b3,43.586471318774,17.198370475368,23.288076483060,52.129771372178,17.743810253542,31.613867142621,10.610439973719,0.019071427448,0.004963000654,selected_primary_localdpo_corruption,V_obj,V_bg,locally_corrupted_V_bg,"abs(V_obj - V_bg), used for L3/L4 region construction"
train32,BLENDER_GRASS001_00001,BLENDER_GRASS001,BLENDER,L4_boundary_effect,1,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS001_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS001_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS001_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_GRASS001_00001/L4_boundary_effect/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_GRASS001_00001/L4_boundary_effect/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_GRASS001_00001/L4_boundary_effect/evidence/review_sheet.jpg,MEDIUM_HARD_ELIGIBLE,bounded local corruption with exact outside preservation,yes,pixel_exact_outside_soft_region,ema_noise_0.65,False,True,a31ce72dc3d4d17a38354759662b936dc83cb35661dd44794787bc680beef0cf,42.310286684885,16.492684529615,19.787869052872,50.585662873586,19.898729183122,36.721697414623,18.647870232077,0.019427313305,0.008370478870,,,,,
