model_label,video,frames,whole_video_psnr,whole_video_ssim,mask_region_psnr,mask_region_ssim,strict_mask_pixel_psnr,boundary_pixel_psnr,outside_diff_mean,outside_diff_max,whole_video_lpips,ewarp,flow_conf_mean,valid_flow_ratio,mean_flow_magnitude,gate_mean,gate_p10,gate_p50,gate_p90,nonzero_gate_ratio
SFT48000_baseline,boat,24,26.755443660124325,0.9295825348456398,20.624546194058286,0.7392898779751157,18.880186670257647,25.676754943099734,0.0,0.0,0.042388234132279955,2.9759481650493718,,,,,,,,
SFT48000_baseline,rhino,24,26.370086176639642,0.9458623403905039,18.411600151618064,0.6554157433578905,15.532289462186919,24.09426975825312,0.0,0.0,0.027204873117928702,3.0829924178998107,,,,,,,,
SFT48000_baseline,dog-agility,24,26.002290637515415,0.9481344182483437,19.332282654905644,0.6957883005674433,16.30130847092602,25.4603540248593,0.0,0.0,0.027202505618333817,23.69009411853293,,,,,,,,
SFT48000_baseline,blackswan,24,32.10056595689699,0.9661059456916066,23.696414256055657,0.7675972649412776,21.061581976004337,26.713522070953164,0.0,0.0,0.01814911064381401,4.850707523038854,,,,,,,,
SFT48000_baseline,lucia,24,34.15282007357029,0.987852001538338,22.81028740771904,0.8400622697118795,19.50426623896296,24.94495480783887,0.0,0.0,0.009431616868823767,5.881437728100497,,,,,,,,
SFT48000_baseline,dance-jump,24,34.19826078277485,0.9813157592104131,26.100929128106007,0.8787057098132866,22.471145598731848,26.360980145118592,0.0,0.0,0.011580572929233313,4.115782576896574,,,,,,,,
SFT48000_baseline,flamingo,24,33.58408706795665,0.9874514230179955,22.269991806088225,0.81930705148319,19.733449622896472,23.578569177555462,0.0,0.0,0.009028684115037322,3.6300425822644127,,,,,,,,
SFT48000_baseline,soccerball,24,23.62749568923515,0.9389170538331738,15.684688182393357,0.6102998587709932,12.438562780619186,19.69225971048378,0.0,0.0,0.03206845613506933,7.448703151844118,,,,,,,,
SFT48000_baseline,camel,24,25.614912868389137,0.939575189536613,20.221206157326232,0.7447936214551824,17.795283076784415,23.18356044205808,0.0,0.0,0.03814710443839431,12.940336423723595,,,,,,,,
SFT48000_baseline,car-roundabout,24,33.775141932409134,0.995054132756937,21.43430987207545,0.9009484689018995,19.48519006338444,23.030703737406032,0.0,0.0,0.005189886394267281,15.106490448765133,,,,,,,,
SFT48000_baseline,bear,24,33.50906018148456,0.991340201632406,22.747801982778395,0.8368012392838708,19.73000858984167,24.116240858175235,0.0,0.0,0.008650230379619947,3.1281565518482872,,,,,,,,
SFT48000_baseline,bmx-bumps,24,32.65746564868739,0.9819904079310394,25.51515649485521,0.8834527075708497,22.64151897861842,26.96227715949964,0.0,0.0,0.015327303980787596,6.727435929781716,,,,,,,,
SFT48000_baseline,bmx-trees,24,39.45407165825683,0.9963434570836842,28.70328259636572,0.8793673919126515,25.417539219444347,29.07832909169004,0.0,0.0,0.005518893788879116,3.7484841380754244,,,,,,,,
SFT48000_baseline,breakdance,24,26.20988880255022,0.9610265557599392,16.95798833152547,0.6329799097311887,13.500561287940817,18.362389127199666,0.0,0.0,0.020534661676113803,7.226432572402384,,,,,,,,
SFT48000_baseline,breakdance-flare,24,31.64447710637222,0.9739940747405988,23.479592012723614,0.8476348566962558,19.473343168392518,26.02876654443607,0.0,0.0,0.017321092503455777,2.5329110718777645,,,,,,,,
SFT48000_baseline,bus,24,30.75849804598592,0.9927049628557238,18.87911679050691,0.9219685092840629,16.105054883736894,20.52802809524182,0.0,0.0,0.005780250047488759,3.0331969078954146,,,,,,,,
SFT48000_baseline,car-shadow,24,46.845650633179254,0.9943539367879599,38.54582174661413,0.9509324127206592,35.62909075596016,39.23449238331807,0.0,0.0,0.005581938457908109,2.6406355951305316,,,,,,,,
SFT48000_baseline,car-turn,24,33.08892149936204,0.9689124390178446,24.83472817966647,0.8351175605060396,22.267856716063392,27.979435140344574,0.0,0.0,0.018368379756187398,2.24945074170018,,,,,,,,
SFT48000_baseline,cows,24,26.610949057333432,0.9730094149711697,17.831020843537868,0.6834491080313384,15.144555359087326,21.81730804871817,0.0,0.0,0.01812730877039333,8.37960491037887,,,,,,,,
SFT48000_baseline,dance-twirl,24,30.92857607225638,0.9809676605964764,19.25474922326404,0.8515651337597103,16.07106020357789,20.24543216136129,0.0,0.0,0.00941099067373822,6.465633440276851,,,,,,,,
