model_label,rows,frames_mean,whole_video_psnr_mean,whole_video_ssim_mean,strict_mask_pixel_psnr_mean,boundary_pixel_psnr_mean,whole_video_lpips_mean,tc_mean,ewarp_mean,vfid,eval_dir
RB01,16,24.0,29.32765068542861,0.9687467698786973,17.02233939291618,22.8939519716045,0.017626100838848895,0.9760712511513545,12.031673459719256,0.22188214947291485,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB01_f56d72a7fa42dfd9/eval_dev/RB01
RB02,16,24.0,29.330825402599768,0.9687523176914595,17.025514110087343,22.89858029876652,0.017711739603934497,0.9760935256338638,12.023061918981789,0.22268828330435486,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB02_fb3996464525c9ea/eval_dev/RB02
RB03,16,24.0,29.33676184588612,0.9687618797196494,17.03145055337369,22.90469683345009,0.017863661207835925,0.976087023868509,12.009634920421217,0.22435594070353249,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB03_650c095bca7fbe22/eval_dev/RB03
RB04,16,24.0,29.339191875622458,0.9687515571502627,17.033880583110033,22.90867133049079,0.017976106762337928,0.9760948764565198,11.999816208038322,0.22531470051613445,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB04_dd9fba8d6dd37f47/eval_dev/RB04
RB05,16,24.0,29.341866950432546,0.9687482730264751,17.03655565792012,22.911410356612077,0.018063396304569324,0.9761041022189285,11.992293610487451,0.2252251031194774,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB05_4d69e6bd0e01c259/eval_dev/RB05
RB06,16,24.0,29.322437889029136,0.9686975896653067,17.017126596516707,22.887098812311788,0.017714025947498158,0.9761003315772699,12.022642194294704,0.22267140763994986,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB06_2774f6fdd2227347/eval_dev/RB06
RB07,16,24.0,29.3220293368241,0.9686417706959674,17.016718044311673,22.889238571116266,0.01796290770168222,0.976090789327155,12.0003291160332,0.22382356691015826,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB07_bfea3261a43564d3/eval_dev/RB07
RB08,16,24.0,29.35932254839541,0.9689039043013623,17.054011255882983,22.919800043012355,0.017981030593849333,0.9760559970593972,11.999265986204314,0.22743796991750553,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB08_8e5827c5e2a564dd/eval_dev/RB08
RB09,16,24.0,29.353811876873102,0.9688893184818371,17.048500584360678,22.912110267536786,0.017885801640659338,0.9760644301448179,12.00845299694186,0.22586328195316518,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB09_5890bf972eaa4769/eval_dev/RB09
RB10,16,24.0,29.356687112123225,0.9688665119204005,17.051375819610794,22.91461979040338,0.018082037057562655,0.9759891732879307,11.99149642355263,0.22878990663790244,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB10_d26c032fb2306161/eval_dev/RB10
