accepted,condition_frame_count,condition_member_path,condition_source_path,effect_type,fps,mask_area_max,mask_area_median,mask_area_min,mask_area_total,mask_bucket,mask_frame_count,mask_member_path,mask_source_path,masked_absdiff_mean,non_empty_mask_frames,outside_absdiff_mean,reject_reason,resolution,sample_id,scene_group,selected_end_frame,selected_frame_count,selected_start_frame,source_type,winner_frame_count,winner_member_path,winner_source_path
True,240,VOR-Train/FG_BG/REAL_ENV005_00003_003_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV005_00003_003_05.mp4,unknown,30.0,0.035764973958333335,0.021752387152777778,0.013293185763888889,1.7311588541666665,small,240,MASK/REAL_ENV005_00003_003_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV005_00003_003_05.mp4,53.46131251770773,81,17.331346582483363,,1280x720,REAL_ENV005_00003_003_05,REAL_ENV005_00003,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV005_00003_003_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV005_00003_003_05.mp4
True,240,VOR-Train/FG_BG/BLENDER_BEACH030_00003.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_BEACH030_00003.mp4,unknown,24.0,0.12213155864197531,0.12175491898148148,0.12133728780864197,9.864744888117283,large,240,MASK/BLENDER_BEACH030_00003.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_BEACH030_00003.mp4,88.382283811216,81,9.088056611426083,,1920x1080,BLENDER_BEACH030_00003,BLENDER_BEACH030,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_BEACH030_00003.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_BEACH030_00003.mp4
True,240,VOR-Train/FG_BG/REAL_ENV024_00002_008_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV024_00002_008_01.mp4,unknown,30.0,0.08119357638888888,0.060909288194444446,0.042917751736111114,4.906906467013889,medium,240,MASK/REAL_ENV024_00002_008_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV024_00002_008_01.mp4,61.977645638548296,81,7.974725187560658,,1280x720,REAL_ENV024_00002_008_01,REAL_ENV024_00002,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV024_00002_008_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV024_00002_008_01.mp4
True,240,VOR-Train/FG_BG/BLENDER_BEACH036_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_BEACH036_00001.mp4,unknown,24.0,0.04611014660493827,0.0424951774691358,0.03751398533950617,3.4087456597222223,medium,240,MASK/BLENDER_BEACH036_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_BEACH036_00001.mp4,30.306344467916606,81,0.7227892710102929,,1920x1080,BLENDER_BEACH036_00001,BLENDER_BEACH036,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_BEACH036_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_BEACH036_00001.mp4
True,240,VOR-Train/FG_BG/REAL_ENV026_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV026_00001_002_02.mp4,unknown,30.0,0.15063802083333333,0.1305154079861111,0.11309027777777778,10.709688585069443,large,240,MASK/REAL_ENV026_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV026_00001_002_02.mp4,61.81148284158589,81,7.772078826103681,,1280x720,REAL_ENV026_00001_002_02,REAL_ENV026_00001,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV026_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV026_00001_002_02.mp4
True,240,VOR-Train/FG_BG/BLENDER_BEDROOM009_00083.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_BEDROOM009_00083.mp4,unknown,24.0,0.10082368827160494,0.10067756558641976,0.09815393518518518,8.09854118441358,large,240,MASK/BLENDER_BEDROOM009_00083.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_BEDROOM009_00083.mp4,72.77882470024957,81,1.843440416418476,,1920x1080,BLENDER_BEDROOM009_00083,BLENDER_BEDROOM009,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_BEDROOM009_00083.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_BEDROOM009_00083.mp4
True,240,VOR-Train/FG_BG/REAL_ENV096_00002_001_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV096_00002_001_05.mp4,unknown,30.0,0.22881293402777778,0.1250412326388889,0.042146267361111114,9.95115451388889,large,240,MASK/REAL_ENV096_00002_001_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV096_00002_001_05.mp4,59.83590472186053,81,13.408463795979818,,1280x720,REAL_ENV096_00002_001_05,REAL_ENV096_00002,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV096_00002_001_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV096_00002_001_05.mp4
True,240,VOR-Train/FG_BG/BLENDER_CARTOON002_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CARTOON002_00001.mp4,unknown,24.0,0.04021074459876543,0.0398779899691358,0.0393774112654321,3.2243928433641975,medium,240,MASK/BLENDER_CARTOON002_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CARTOON002_00001.mp4,72.44718433898173,81,4.055219556078499,,1920x1080,BLENDER_CARTOON002_00001,BLENDER_CARTOON002,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CARTOON002_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CARTOON002_00001.mp4
True,240,VOR-Train/FG_BG/REAL_ENV097_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV097_00001_002_02.mp4,unknown,30.0,0.004466145833333333,0.0030772569444444445,0.0014507378472222222,0.24100694444444445,small,240,MASK/REAL_ENV097_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV097_00001_002_02.mp4,14.142233460037797,81,2.596448783521299,,1280x720,REAL_ENV097_00001_002_02,REAL_ENV097_00001,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV097_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV097_00001_002_02.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00115.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00115.mp4,unknown,24.0,0.04396653163580247,0.04385657793209877,0.04360050154320988,3.5529721257716047,medium,240,MASK/BLENDER_CON001_00115.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00115.mp4,40.691984906608674,81,2.7065434573609153,,1920x1080,BLENDER_CON001_00115,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00115.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00115.mp4
