sample_id,classification,selection_decision,area_bucket,motion_bucket,mask_profile,full_psnr,mask_psnr,final_loser_type,win_video_path,final_loser_video_path,mask_path,human_note
vp2_gate64_012_BLENDER_BEACH028_00003,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,small,low,irregular_freeform,19.911962108523287,8.680722014102665,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_012_BLENDER_BEACH028_00003/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_012_BLENDER_BEACH028_00003,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_012_BLENDER_BEACH028_00003/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_030_REAL_ENV800_00024_001_03,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,large,high,object_like_polygon,17.102629744521046,11.013393262813112,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_030_REAL_ENV800_00024_001_03/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_030_REAL_ENV800_00024_001_03,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_030_REAL_ENV800_00024_001_03/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_031_REAL_ENV157_00011_003_02,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,medium,object_like_polygon,18.01592279842371,9.96252858272752,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_031_REAL_ENV157_00011_003_02/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_031_REAL_ENV157_00011_003_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_031_REAL_ENV157_00011_003_02/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_034_REAL_ENV212_00023_002_04,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,high,soft_blob,15.775905339418491,9.622980367202326,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_034_REAL_ENV212_00023_002_04/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_034_REAL_ENV212_00023_002_04,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_034_REAL_ENV212_00023_002_04/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_049_REAL_ENV161_00016_002_02,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,medium,ellipse_circle_subset,17.516934856271696,10.188447917355317,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_049_REAL_ENV161_00016_002_02/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_049_REAL_ENV161_00016_002_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_049_REAL_ENV161_00016_002_02/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_051_REAL_ENV177_00004_003_02,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,large,medium,ellipse_circle_subset,16.394581731668712,10.46250516402756,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_051_REAL_ENV177_00004_003_02/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_051_REAL_ENV177_00004_003_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_051_REAL_ENV177_00004_003_02/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_053_REAL_ENV181_00006_007_01,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,medium,ellipse_circle_subset,16.70123629736972,10.506084381455523,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_053_REAL_ENV181_00006_007_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_053_REAL_ENV181_00006_007_01,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_053_REAL_ENV181_00006_007_01/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_056_REAL_ENV198_00003_006_02,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,small,low,thin_structure_freeform,24.50047138423285,8.470988932238521,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_source_repair_static_dup_20260625/materialized_49f/vp2_gate64_056_REAL_ENV198_00003_006_02/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_source_repair_static_dup_20260625/official_generation/comp_frames/vp2_gate64_056_REAL_ENV198_00003_006_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_source_repair_static_dup_20260625/masks/vp2_gate64_056_REAL_ENV198_00003_006_02/masks,"reviewed evidence/crop sheets: thin white/gray stripe replacing gate-like structure, hard but localized defect"
vp2_gate64_057_REAL_ENV242_00119_004_01,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,medium,thin_structure_freeform,23.244418472680525,10.562013872476617,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_057_REAL_ENV242_00119_004_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_057_REAL_ENV242_00119_004_01,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_057_REAL_ENV242_00119_004_01/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_058_REAL_ENV204_00018_006_03,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,high,thin_structure_freeform,25.806989323823892,11.037662459160558,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_058_REAL_ENV204_00018_006_03/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_058_REAL_ENV204_00018_006_03,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_058_REAL_ENV204_00018_006_03/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_062_REAL_ENV054_00002_001_03,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,large,high,thin_structure_freeform,24.387922511906485,10.27084367390637,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_062_REAL_ENV054_00002_001_03/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_062_REAL_ENV054_00002_001_03,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_062_REAL_ENV054_00002_001_03/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_002_REAL_ENV158_00005_001_04,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,high,irregular_freeform,15.421734704922324,7.117992908999923,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_source_repair_static_dup_20260625/materialized_49f/vp2_gate64_002_REAL_ENV158_00005_001_04/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_source_repair_static_dup_20260625/official_generation/comp_frames/vp2_gate64_002_REAL_ENV158_00005_001_04,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_source_repair_static_dup_20260625/masks/vp2_gate64_002_REAL_ENV158_00005_001_04/masks,reviewed evidence/crop sheets: localized dark textureless patch over pavement; outside frame stable; hard but finite defect
vp2_gate64_006_BLENDER_BEACH039_00033,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,large,high,irregular_freeform,14.032001959764884,7.6712101446201,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_006_BLENDER_BEACH039_00033/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_006_BLENDER_BEACH039_00033,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_006_BLENDER_BEACH039_00033/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_032_REAL_ENV185_00008_003_03,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,small,low,soft_blob,18.66670562147258,6.711409422596682,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_032_REAL_ENV185_00008_003_03/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_032_REAL_ENV185_00008_003_03,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_032_REAL_ENV185_00008_003_03/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_036_REAL_ENV172_00007_002_05,hard-plausible,ELIGIBLE_AFTER_VISUAL_REVIEW,small,low,soft_blob,17.6488693931616,6.2157326963535615,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_036_REAL_ENV172_00007_002_05/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_036_REAL_ENV172_00007_002_05,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_036_REAL_ENV172_00007_002_05/masks,strong but finite local artifact/residual; keep only with balanced defect sampling
vp2_gate64_000_REAL_ENV800_00019_006_05,medium-hard,ELIGIBLE_AFTER_VISUAL_REVIEW,small,low,irregular_freeform,23.58782556214314,13.415510039810362,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_000_REAL_ENV800_00019_006_05/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_000_REAL_ENV800_00019_006_05,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_000_REAL_ENV800_00019_006_05/masks,visible finite local defect without global collapse; candidate pool eligible
vp2_gate64_004_REAL_ENV222_00105_004_01,medium-hard,ELIGIBLE_AFTER_VISUAL_REVIEW,small,low,irregular_freeform,21.93618469177448,14.427063977108675,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_004_REAL_ENV222_00105_004_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_004_REAL_ENV222_00105_004_01,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_004_REAL_ENV222_00105_004_01/masks,visible finite local defect without global collapse; candidate pool eligible
vp2_gate64_005_REAL_ENV233_00101_005_05,medium-hard,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,medium,irregular_freeform,25.50925082945511,20.94630989515092,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_source_repair_static_dup_20260625/materialized_49f/vp2_gate64_005_REAL_ENV233_00101_005_05/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_source_repair_static_dup_20260625/official_generation/comp_frames/vp2_gate64_005_REAL_ENV233_00101_005_05,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_source_repair_static_dup_20260625/masks/vp2_gate64_005_REAL_ENV233_00101_005_05/masks,"reviewed evidence/crop sheets: translucent seam/ghost over grass and curb, finite localized defect"
vp2_gate64_008_BLENDER_BEACH012_00001,medium-hard,ELIGIBLE_AFTER_VISUAL_REVIEW,small,low,irregular_freeform,23.16697829278715,15.890036728179753,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_008_BLENDER_BEACH012_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_008_BLENDER_BEACH012_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_008_BLENDER_BEACH012_00001/masks,visible finite local defect without global collapse; candidate pool eligible
vp2_gate64_009_REAL_ENV169_00002_005_04,medium-hard,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,medium,irregular_freeform,24.70128661456582,17.585691724401002,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_009_REAL_ENV169_00002_005_04/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_009_REAL_ENV169_00002_005_04,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_009_REAL_ENV169_00002_005_04/masks,visible finite local defect without global collapse; candidate pool eligible
vp2_gate64_017_REAL_ENV205_00002_006_04,medium-hard,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,medium,object_like_polygon,25.941335660723507,19.99725970157687,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_017_REAL_ENV205_00002_006_04/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_017_REAL_ENV205_00002_006_04,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_017_REAL_ENV205_00002_006_04/masks,visible finite local defect without global collapse; candidate pool eligible
vp2_gate64_018_REAL_ENV159_00004_002_01,medium-hard,ELIGIBLE_AFTER_VISUAL_REVIEW,medium,high,object_like_polygon,21.983591384962807,13.779152199972167,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_018_REAL_ENV159_00004_002_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_018_REAL_ENV159_00004_002_01,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_018_REAL_ENV159_00004_002_01/masks,visible finite local defect without global collapse; candidate pool eligible
vp2_gate64_019_REAL_ENV014_00001_002_01,medium-hard,ELIGIBLE_AFTER_VISUAL_REVIEW,large,medium,object_like_polygon,24.12656144896622,19.743032299181053,comp,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/materialized_49f/vp2_gate64_019_REAL_ENV014_00001_002_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/official_generation/comp_frames/vp2_gate64_019_REAL_ENV014_00001_002_01,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/gate64_official_43597cf_20260625_031155/masks/vp2_gate64_019_REAL_ENV014_00001_002_01/masks,visible finite local defect without global collapse; candidate pool eligible
