trial_id,family,radius_mode,radius_value,adaptive_k,boundary_contribution,aggregation,seed,train_steps,psnr,ssim,lpips,vfid_or_fvd,tc,ewarp,mask_psnr,boundary_psnr,delta_vs_sft,delta_vs_exp11_s1,delta_vs_exp11_s2,loser_degrade_ratio,max_grad_norm,target_reached,status,checkpoint_path
RB08,region_balanced,fixed_image_px,24.0,0.0,2.0,region_balanced,20260619,,29.35932254839541,0.9689039043013623,0.017981030593849333,0.22743796991750553,0.9760559970593972,11.999265986204314,17.054011255882983,22.919800043012355,0.1859865483954124,0.025781548395411136,0.003950548395412312,0.0,9.442233748788382,False,evaluating_complete,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB08_8e5827c5e2a564dd/last_weights
RB10,region_balanced,fixed_image_px,28.0,0.0,2.5,region_balanced,20260619,,29.356687112123225,0.9688665119204005,0.018082037057562655,0.22878990663790244,0.9759891732879307,11.99149642355263,17.051375819610794,22.91461979040338,0.1833511121232263,0.023146112123225038,0.0013151121232262142,0.0,10.309865434320066,False,evaluating_complete,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB10_d26c032fb2306161/last_weights
RB09,region_balanced,fixed_image_px,28.0,0.0,1.5,region_balanced,20260619,,29.353811876873102,0.9688893184818371,0.017885801640659338,0.22586328195316518,0.9760644301448179,12.00845299694186,17.048500584360678,22.912110267536786,0.1804758768731034,0.02027087687310214,-0.0015601231268966842,0.0,11.192222676433737,False,evaluating_complete,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB09_5890bf972eaa4769/last_weights
RB05,region_balanced,fixed_image_px,16.0,0.0,2.5,region_balanced,20260619,,29.341866950432546,0.9687482730264751,0.018063396304569324,0.2252251031194774,0.9761041022189285,11.992293610487451,17.03655565792012,22.911410356612077,0.1685309504325474,0.008325950432546136,-0.013505049567452687,0.0,8.556154281539907,False,evaluating_complete,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB05_4d69e6bd0e01c259/last_weights
RB04,region_balanced,fixed_image_px,16.0,0.0,2.0,region_balanced,20260619,,29.339191875622458,0.9687515571502627,0.017976106762337928,0.22531470051613445,0.9760948764565198,11.999816208038322,17.033880583110033,22.90867133049079,0.16585587562245863,0.005650875622457363,-0.01618012437754146,0.0,8.183614128169076,False,evaluating_complete,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB04_dd9fba8d6dd37f47/last_weights
RB03,region_balanced,fixed_image_px,16.0,0.0,1.5,region_balanced,20260619,,29.33676184588612,0.9687618797196494,0.017863661207835925,0.22435594070353249,0.976087023868509,12.009634920421217,17.03145055337369,22.90469683345009,0.1634258458861204,0.0032208458861191502,-0.018610154113879673,0.0,8.445849388324865,False,evaluating_complete,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB03_650c095bca7fbe22/last_weights
RB02,region_balanced,fixed_image_px,16.0,0.0,1.0,region_balanced,20260619,,29.330825402599768,0.9687523176914595,0.017711739603934497,0.22268828330435486,0.9760935256338638,12.023061918981789,17.025514110087343,22.89858029876652,0.15748940259976862,-0.002715597400232639,-0.024546597400231462,0.0,9.697885825683715,False,evaluating_complete,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB02_fb3996464525c9ea/last_weights
RB01,region_balanced,fixed_image_px,16.0,0.0,0.75,region_balanced,20260619,,29.32765068542861,0.9687467698786973,0.017626100838848895,0.22188214947291485,0.9760712511513545,12.031673459719256,17.02233939291618,22.8939519716045,0.15431468542860927,-0.005890314571391997,-0.02772131457139082,0.0,10.746512766855947,False,evaluating_complete,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB01_f56d72a7fa42dfd9/last_weights
RB06,region_balanced,fixed_image_px,24.0,0.0,1.0,region_balanced,20260619,,29.322437889029136,0.9686975896653067,0.017714025947498158,0.22267140763994986,0.9761003315772699,12.022642194294704,17.017126596516707,22.887098812311788,0.14910188902913646,-0.011103110970864805,-0.03293411097086363,0.0,11.25613543640812,False,evaluating_complete,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB06_2774f6fdd2227347/last_weights
RB07,region_balanced,fixed_image_px,24.0,0.0,1.5,region_balanced,20260619,,29.3220293368241,0.9686417706959674,0.01796290770168222,0.22382356691015826,0.976090789327155,12.0003291160332,17.016718044311673,22.889238571116266,0.14869333682410257,-0.01151166317589869,-0.03334266317589751,1.0,10.15984838439177,False,evaluating_complete,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/RB07_bfea3261a43564d3/last_weights
