split,comparison,sample_id,primary_metric_win,temporal_not_worse,full_psnr_delta,mask_psnr_delta,boundary_psnr_sampled4_delta,outside_psnr_sampled4_delta,outside_l1_sampled4_delta,full_ssim_delta,temporal_absdiff_mean_delta,temporal_absdiff_max_delta,full_psnr_candidate,full_psnr_base,mask_psnr_candidate,mask_psnr_base,boundary_psnr_sampled4_candidate,boundary_psnr_sampled4_base,outside_l1_sampled4_candidate,outside_l1_sampled4_base
search,step2000_vs_step0,vp2_vor_bg_49f_BLENDER_BEACH040_00001,True,True,11.124849914568387,18.172318437724,14.121496851163219,-1.9150334242582367,2.832421898841858,0.06212797213573851,-1.0129401069134474,-12.441845178604126,27.72607846674041,16.601228552172024,28.520915857017595,10.348597419293595,26.991726477718363,12.870229626555144,8.433828711509705,5.601406812667847
search,step2000_vs_step50,vp2_vor_bg_49f_BLENDER_BEACH040_00001,True,True,3.868932115101174,-0.4760751908448526,0.5424452625678668,3.7745614795841007,-5.3443721532821655,0.02123918946908443,-0.1343591483309865,-1.715195894241333,27.72607846674041,23.857146351639237,28.520915857017595,28.996991047862448,26.991726477718363,26.449281215150496,8.433828711509705,13.77820086479187
search,step2000_vs_step0,vp2_vor_bg_49f_BLENDER_MOUNTAIN007_00001,True,True,2.246062709598423,6.029980717700237,10.303976748633634,-6.027160173030051,5.66088330745697,0.007178773685377449,-0.6726281538916131,-2.8197983503341675,26.843456171069068,24.597393461470645,24.63193240040468,18.601951682704442,25.068011337994495,14.764034589360861,9.512151002883911,3.851267695426941
search,step2000_vs_step50,vp2_vor_bg_49f_BLENDER_MOUNTAIN007_00001,True,True,0.795579965573399,-6.788056451995345,-2.3038483710654667,1.432130437327455,0.022072911262512207,0.0030897089413234324,-0.1264638986128072,-1.5856162309646606,26.843456171069068,26.04787620549567,24.63193240040468,31.419988852400024,25.068011337994495,27.37185970905996,9.512151002883911,9.490078091621399
search,step2000_vs_step0,vp2_vor_bg_49f_BLENDER_WAREHOUSE013_00188,True,True,5.896191260620622,9.715672947872708,13.387614340242129,-0.06781409979885922,-0.05221402645111084,0.026793908099738917,-0.7699279903123777,-2.420405149459839,28.61482431503768,22.718633054417058,27.591838163821237,17.87616521594853,26.697638581557896,13.310024241315768,5.734243988990784,5.7864580154418945
search,step2000_vs_step50,vp2_vor_bg_49f_BLENDER_WAREHOUSE013_00188,True,True,5.63889685229066,-0.00423391120094152,2.6933978170851383,5.946440674240417,-9.494264245033264,0.03641570830831731,-0.22295132714013266,-3.385232448577881,28.61482431503768,22.97592746274702,27.591838163821237,27.596072075022178,26.697638581557896,24.00424076447276,5.734243988990784,15.228508234024048
search,step2000_vs_step0,vp2_vor_bg_49f_BLENDER_WAREHOUSE018_00001,True,True,11.76560492179178,16.769844686646852,15.090915280456164,-1.4507310216542955,2.3058085441589355,0.053787671789831015,-0.866406115392844,-10.104047656059265,27.146519505597965,15.380914583806184,24.220486029669786,7.450641343022933,25.307777974192817,10.216862693736653,7.386467218399048,5.080658674240112
search,step2000_vs_step50,vp2_vor_bg_49f_BLENDER_WAREHOUSE018_00001,True,True,3.4645111276148945,-0.5792114634082424,0.6878310613616954,3.6921768710464598,-5.707533121109009,0.03137392413859463,-0.2182851846640309,-2.2310301065444946,27.146519505597965,23.68200837798307,24.220486029669786,24.79969749307803,25.307777974192817,24.61994691283112,7.386467218399048,13.094000339508057
search,step2000_vs_step0,vp2_vor_bg_49f_BLENDER_WAREHOUSE023_00011,True,True,15.227927554674274,17.58330086234458,22.81517781031733,-0.5478124511172773,1.7503646612167358,0.07825159296697504,-3.297935391155382,-28.395856857299805,25.646774621305514,10.41884706663124,22.52394432436741,4.940643462022832,27.86556961497929,5.050391804661959,5.666844367980957,3.916479706764221
search,step2000_vs_step50,vp2_vor_bg_49f_BLENDER_WAREHOUSE023_00011,True,True,2.706074095606862,-8.676701625429441,3.000319579883751,6.648337772587933,-12.06365156173706,0.3106145280964521,-0.12479138343284524,-0.23325228691101074,25.646774621305514,22.940700525698652,22.52394432436741,31.20064594979685,27.86556961497929,24.86525003509554,5.666844367980957,17.730495929718018
search,step2000_vs_step0,vp2_vor_bg_49f_BLENDER_WAREHOUSE034_00001,True,True,3.6467475515057366,5.589525332482708,12.45065600345688,-1.5672774879075249,0.9510197639465332,0.008458839387309736,-0.37059877067804337,-0.021999359130859375,29.09150688026242,25.444759328756682,25.498209579223953,19.908684246741245,27.29263494317988,14.841978939723,5.060386836528778,4.109367072582245
search,step2000_vs_step50,vp2_vor_bg_49f_BLENDER_WAREHOUSE034_00001,True,False,7.772292803160035,1.2460408524486013,5.196236488812779,8.946325176857073,-13.260451972484589,0.017252114354347592,0.529916000862916,0.8270220756530762,29.09150688026242,21.319214077102384,25.498209579223953,24.252168726775352,27.29263494317988,22.0963984543671,5.060386836528778,18.320838809013367
search,step2000_vs_step0,vp2_vor_bg_49f_REAL_ENV005_00004_001_03,True,True,5.2772747489684555,8.850272831517866,11.62707313676999,0.10851956529328532,0.09573137760162354,0.03395169121878483,-0.4431180879473686,-0.10995960235595703,26.270098098598996,20.99282334963054,24.097840405902684,15.247567574384817,24.61698570007481,12.98991256330482,8.028079509735107,7.932348132133484
search,step2000_vs_step50,vp2_vor_bg_49f_REAL_ENV005_00004_001_03,True,True,6.076290752239181,1.9237851165821382,4.407041167144463,6.733477123293696,-13.313906192779541,0.04825902106810587,-0.6669912710785866,-0.3305778503417969,26.270098098598996,20.193807346359815,24.097840405902684,22.174055289320545,24.61698570007481,20.209944532930347,8.028079509735107,21.34198570251465
