model_label,rows,frames_mean,whole_video_psnr_mean,whole_video_ssim_mean,strict_mask_pixel_psnr_mean,boundary_pixel_psnr_mean,whole_video_lpips_mean,tc_mean,ewarp_mean,vfid,eval_dir
SFT48000_baseline,16,24.0,29.173336144795606,0.9677177390724924,16.868024852283177,22.530202979409168,0.018903460277215345,0.9757718981608101,11.997202460367156,0.2382367002607686,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/target_eval/exp20_autoresearch_scale_adaptive_region_dpo/20260620_0112_dev_boundary_search_v1_24f_fixedseed_baselines/SFT48000_baseline_
Exp11_outer_b075_S1_plus_SFT_S2,16,24.0,29.333541213461046,0.9684316593359608,17.02822992094862,22.935509215437776,0.01810283394297585,0.9761474320422048,11.957009077496362,0.21539123158810325,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/target_eval/exp20_autoresearch_scale_adaptive_region_dpo/20260620_0112_dev_boundary_search_v1_24f_fixedseed_baselines/Exp11_outer_b075_S1_plus_SFT_S2_
Exp11_outer_b075_S2,16,24.0,29.355372445221406,0.9685540035183984,17.050061152708977,22.95323323872845,0.018211129419796634,0.9760500352991663,11.93946833645105,0.21597125955356233,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/target_eval/exp20_autoresearch_scale_adaptive_region_dpo/20260620_0112_dev_boundary_search_v1_24f_fixedseed_baselines/Exp11_outer_b075_S2_
Exp20_legacy_exact_untrained_control,16,24.0,29.173324283398095,0.9677169040101814,16.868012990885667,22.53016590393503,0.018902289420414792,0.9758071886456531,11.997321901380138,0.23804991801263187,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/target_eval/exp20_autoresearch_scale_adaptive_region_dpo/20260620_0112_dev_boundary_search_v1_24f_fixedseed_baselines/Exp20_legacy_exact_untrained_control_
P0,16,24.0,29.373851644730646,0.9689902612887167,17.06854035221822,22.947117873560526,0.017842101434628905,0.9761308156277823,12.016762805298796,0.22362128267791448,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/P0_c567b9e3f9e680eb/eval_dev/P0
P1,16,24.0,29.358342436060227,0.9689840594257904,17.0530311435478,22.893528829839468,0.017875984961089365,0.9761712643439355,12.030603197197944,0.22670052754506154,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/P1_864b9fada22a21ba/eval_dev/P1
P2,16,24.0,29.366832739040365,0.96902147732869,17.06152144652794,22.911304966661028,0.017936074567842297,0.9761258264922577,12.02535200141226,0.22778876794858727,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/P2_fa8cfb760a9e36ea/eval_dev/P2
P3,16,24.0,29.374159486063906,0.9690429748724029,17.06884819355148,22.92356227174293,0.018019714231437924,0.9761735656015251,12.016267091261714,0.22900786537787354,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/P3_ec76c8b9f37ee96a/eval_dev/P3
P4,16,24.0,29.390553012940543,0.9690742585563359,17.085241720428115,22.946998892597563,0.018197778345590148,0.9760397620823072,11.994790353326053,0.2320738979050092,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/P4_36f2d28a195fbf4b/eval_dev/P4
P5,16,24.0,29.38510251356829,0.9689927078190019,17.07979122105586,22.93062657520801,0.018433281965675025,0.975934326486743,11.97695207077271,0.23472817675812507,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp20_autoresearch_scale_adaptive_region_dpo/trials/P5_d44cf2c1739fa356/eval_dev/P5
