split,sample_id,source_group,profile,noise_index,timestep_index,noise_seed,t,winner_full_residual,winner_mask_residual,winner_boundary_residual,winner_affected_residual,winner_local_residual,winner_outside_residual,winner_pred_norm,winner_target_norm,winner_noise_norm,winner_z0_norm,loser_full_residual,loser_mask_residual,loser_boundary_residual,loser_affected_residual,loser_local_residual,loser_outside_residual,loser_pred_norm,loser_target_norm,loser_noise_norm,loser_z0_norm,winner_local_score,loser_local_score,preference_margin_proxy,preference_violation_proxy,outside_sanity_residual,gradient_proxy_norm
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,V2_object_mild,0,0,20260628,0.05,2.8491718769073486,0.45696526765823364,1.0853592157363892,4.974401473999023,4.935028076171875,1.813527226448059,1033.7548828125,757.2008666992188,572.6775512695312,495.32012939453125,2.8509738445281982,0.7005680203437805,1.078336238861084,4.994531631469727,4.955043315887451,1.8105939626693726,1029.65185546875,751.3728637695312,572.6775512695312,486.19354248046875,5.974046349525452,6.234267771244049,0.2602214217185974,-0.2602214217185974,1.813527226448059,3.5310813559712977
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,V2_object_mild,0,1,20260628,0.15,1.4342784881591797,0.15159322321414948,0.6173908710479736,3.9958112239837646,3.9616386890411377,0.41482123732566833,892.6342163085938,757.2008666992188,572.6775512695312,495.32012939453125,1.4331400394439697,0.2983723282814026,0.6520676612854004,3.9902074337005615,3.956603765487671,0.4146336317062378,886.7257690429688,751.3728637695312,572.6775512695312,486.19354248046875,4.456099882721901,4.614613592624664,0.15851370990276337,-0.15851370990276337,0.41482123732566833,3.0379643159934133
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,V2_object_mild,0,2,20260628,0.25,0.9188600778579712,0.08196533471345901,0.45131590962409973,2.9147214889526367,2.889960765838623,0.17654913663864136,832.3164672851562,757.2008666992188,572.6775512695312,495.32012939453125,0.9217100143432617,0.17134888470172882,0.497109055519104,2.9250645637512207,2.9009337425231934,0.17638318240642548,826.7964477539062,751.3728637695312,572.6775512695312,486.19354248046875,3.2223447784781456,3.3449679762125015,0.12262319773435593,-0.12262319773435593,0.17654913663864136,2.586491050134333
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,V2_object_mild,0,3,20260628,0.35,0.587317168712616,0.05970974266529083,0.3373700678348541,1.9425466060638428,1.9265029430389404,0.09490381181240082,792.6275024414062,757.2008666992188,572.6775512695312,495.32012939453125,0.5943779349327087,0.12470418214797974,0.40286946296691895,1.9695981740951538,1.9543273448944092,0.09493310004472733,787.7440795898438,751.3728637695312,572.6775512695312,486.19354248046875,2.1709413826465607,2.295737087726593,0.12479570508003235,-0.12479570508003235,0.09493310004472733,2.1427725440310237
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,V2_object_mild,0,4,20260628,0.5,0.3292698264122009,0.054063018411397934,0.24492277204990387,1.111760139465332,1.1031291484832764,0.048578254878520966,761.7683715820312,757.2008666992188,572.6775512695312,495.32012939453125,0.3334214985370636,0.09734784066677094,0.31673774123191833,1.1274515390396118,1.1198755502700806,0.04846980795264244,756.9148559570312,751.3728637695312,572.6775512695312,486.19354248046875,1.288284543901682,1.383168250322342,0.09488370642066002,-0.09488370642066002,0.048578254878520966,1.6632307418529408
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,V2_object_mild,0,5,20260628,0.65,0.20905649662017822,0.06113727018237114,0.2162148654460907,0.7114748954772949,0.7066054344177246,0.029419831931591034,749.6475830078125,757.2008666992188,572.6775512695312,495.32012939453125,0.21122770011425018,0.1003996953368187,0.25390365719795227,0.7196061611175537,0.7153943181037903,0.029374752193689346,745.33349609375,751.3728637695312,572.6775512695312,486.19354248046875,0.8807195983827114,0.9469576850533485,0.06623808667063713,-0.06623808667063713,0.029419831931591034,1.3761959780884032
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,V2_object_mild,0,6,20260628,0.8,0.14522336423397064,0.1168910562992096,0.2462526261806488,0.4966951310634613,0.4942236542701721,0.019624579697847366,744.58447265625,757.2008666992188,572.6775512695312,495.32012939453125,0.1464121788740158,0.19510020315647125,0.22761721909046173,0.5018543004989624,0.49930229783058167,0.019609425216913223,742.2324829101562,751.3728637695312,572.6775512695312,486.19354248046875,0.7367125004529953,0.8107631132006645,0.07405061274766922,-0.07405061274766922,0.019624579697847366,1.2733916233434743
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,V2_object_mild,0,7,20260628,0.95,0.11964333057403564,0.6195067763328552,0.49280813336372375,0.4166524112224579,0.41650792956352234,0.01433457899838686,737.7286987304688,757.2008666992188,572.6775512695312,495.32012939453125,0.11272906512022018,0.35586804151535034,0.29556015133857727,0.38923028111457825,0.38820481300354004,0.014316694810986519,737.64111328125,751.3728637695312,572.6775512695312,486.19354248046875,1.282563254237175,0.8928783982992172,-0.38968485593795776,0.38968485593795776,0.01433457899838686,1.6016012326650944
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,V2_object_mild,1,0,20269801,0.05,2.8424413204193115,0.4623514711856842,1.07904851436615,4.96243143081665,4.922354221343994,1.8143996000289917,1032.537841796875,757.4993286132812,572.330322265625,495.32012939453125,2.8427650928497314,0.7059521079063416,1.0795538425445557,4.975592136383057,4.935699939727783,1.8114466667175293,1028.1298828125,751.5349731445312,572.330322265625,486.19354248046875,5.9643071591854095,6.221321165561676,0.2570140063762665,-0.2570140063762665,1.8143996000289917,3.5274129799505123
train32,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,V2_object_mild,1,1,20269801,0.15,1.427610993385315,0.15411376953125,0.6022807359695435,3.971302032470703,3.9364395141601562,0.41508322954177856,892.2047729492188,757.4993286132812,572.330322265625,495.32012939453125,1.4306553602218628,0.30601823329925537,0.6540592312812805,3.9825730323791504,3.9484057426452637,0.4147976040840149,886.7826538085938,751.5349731445312,572.330322265625,486.19354248046875,4.426556169986725,4.615620881319046,0.18906471133232117,-0.18906471133232117,0.41508322954177856,3.038295864895006
