loss,mask_weighted_mse_proxy,outside_mse_proxy,t,grad_norm,grad_max_abs,grad_tensors,recipe,step,sample_id,lr,finite
0.7092440128326416,0.08653005212545395,0.9855856895446777,0.24,11.98282444457653,1.0859375,461,S0_adamw_lr1em05,1,BLENDER_MOUNTAIN014_00001,1e-05,True
0.04351429268717766,0.21323080360889435,0.013407216407358646,0.29000000000000004,0.8435184734594756,0.080078125,461,S0_adamw_lr1em05,2,BLENDER_FOREST049_00001,1e-05,True
0.10827392339706421,0.1083475723862648,0.10459467768669128,0.34,0.5289794570074084,0.045166015625,461,S0_adamw_lr1em05,3,BLENDER_OFFICE002_00001,1e-05,True
0.14208026230335236,0.11241039633750916,0.12878377735614777,0.39,1.5128152776402324,0.15625,461,S0_adamw_lr1em05,4,BLENDER_RIVER005_00001,1e-05,True
0.23381708562374115,0.03045252524316311,0.32219642400741577,0.44,3.1861231044096874,0.34765625,461,S0_adamw_lr1em05,5,BLENDER_MOUNTAIN014_00001,1e-05,True
0.020967325195670128,0.09407368302345276,0.008593182079494,0.49000000000000005,0.8035723617602645,0.07568359375,461,S0_adamw_lr1em05,6,BLENDER_FOREST049_00001,1e-05,True
0.05814813822507858,0.0675196424126625,0.04322190582752228,0.54,0.4259120532326668,0.034017808735370636,461,S0_adamw_lr1em05,7,BLENDER_OFFICE002_00001,1e-05,True
0.07973401248455048,0.08107350021600723,0.05697815120220184,0.5900000000000001,0.9189702948347486,0.06103515625,461,S0_adamw_lr1em05,8,BLENDER_RIVER005_00001,1e-05,True
0.13401347398757935,0.027490992099046707,0.17086787521839142,0.64,1.4150083018422088,0.10595703125,461,S0_adamw_lr1em05,9,BLENDER_MOUNTAIN014_00001,1e-05,True
0.012793119996786118,0.0460992157459259,0.006858059670776129,0.69,0.6039682493181693,0.0654296875,461,S0_adamw_lr1em05,10,BLENDER_FOREST049_00001,1e-05,True
0.7092440128326416,0.08653005212545395,0.9855856895446777,0.24,11.979919234799242,1.078125,461,S0_adamw_lr3em05,1,BLENDER_MOUNTAIN014_00001,3e-05,True
0.05283128470182419,0.1924879401922226,0.027260370552539825,0.29000000000000004,1.6870764896257382,0.1689453125,461,S0_adamw_lr3em05,2,BLENDER_FOREST049_00001,3e-05,True
0.10508605092763901,0.10760972648859024,0.09810727089643478,0.34,0.40992792675913675,0.028564453125,461,S0_adamw_lr3em05,3,BLENDER_OFFICE002_00001,3e-05,True
0.10801254212856293,0.09689215570688248,0.09958615154027939,0.39,0.962247144489203,0.05810546875,461,S0_adamw_lr3em05,4,BLENDER_RIVER005_00001,3e-05,True
0.10330258309841156,0.026649869978427887,0.13956962525844574,0.44,1.2818928359449553,0.123046875,461,S0_adamw_lr3em05,5,BLENDER_MOUNTAIN014_00001,3e-05,True
0.037023354321718216,0.11317326873540878,0.023298101499676704,0.49000000000000005,0.9502061208370561,0.134765625,461,S0_adamw_lr3em05,6,BLENDER_FOREST049_00001,3e-05,True
0.058057110756635666,0.06803608685731888,0.042224448174238205,0.54,0.4520850716702065,0.023206058889627457,461,S0_adamw_lr3em05,7,BLENDER_OFFICE002_00001,3e-05,True
0.05550379306077957,0.06928485631942749,0.03911580890417099,0.5900000000000001,0.5939864017597511,0.064453125,461,S0_adamw_lr3em05,8,BLENDER_RIVER005_00001,3e-05,True
0.057776764035224915,0.01631561852991581,0.07245589792728424,0.64,0.611528506296796,0.0732421875,461,S0_adamw_lr3em05,9,BLENDER_MOUNTAIN014_00001,3e-05,True
0.01815132237970829,0.04973691701889038,0.012252194806933403,0.69,0.45027363563622713,0.05712890625,461,S0_adamw_lr3em05,10,BLENDER_FOREST049_00001,3e-05,True
0.7092440128326416,0.08653005212545395,0.9855856895446777,0.24,11.981735528628276,1.0859375,461,S0_adamw_lr0.0001,1,BLENDER_MOUNTAIN014_00001,0.0001,True
0.27936553955078125,0.27587857842445374,0.278819739818573,0.29000000000000004,2.902834673647065,0.41796875,461,S0_adamw_lr0.0001,2,BLENDER_FOREST049_00001,0.0001,True
0.17975814640522003,0.17237980663776398,0.1908782422542572,0.34,2.4185241412760177,0.2294921875,461,S0_adamw_lr0.0001,3,BLENDER_OFFICE002_00001,0.0001,True
0.16315197944641113,0.16875208914279938,0.158958300948143,0.39,2.1927543442145305,0.1348327100276947,461,S0_adamw_lr0.0001,4,BLENDER_RIVER005_00001,0.0001,True
0.1313771903514862,0.10836710035800934,0.14314161241054535,0.44,1.5790977640476167,0.37890625,461,S0_adamw_lr0.0001,5,BLENDER_MOUNTAIN014_00001,0.0001,True
0.1350853592157364,0.17139875888824463,0.13019689917564392,0.49000000000000005,1.5076249787550688,0.197265625,461,S0_adamw_lr0.0001,6,BLENDER_FOREST049_00001,0.0001,True
0.1065794825553894,0.1194976270198822,0.0876595675945282,0.54,1.2065455361104325,0.150390625,461,S0_adamw_lr0.0001,7,BLENDER_OFFICE002_00001,0.0001,True
0.12530185282230377,0.16087481379508972,0.097950279712677,0.5900000000000001,1.9903872385439405,0.2119140625,461,S0_adamw_lr0.0001,8,BLENDER_RIVER005_00001,0.0001,True
0.11112716048955917,0.13477756083011627,0.10564930737018585,0.64,3.097903482564071,0.1630859375,461,S0_adamw_lr0.0001,9,BLENDER_MOUNTAIN014_00001,0.0001,True
0.11044652760028839,0.10928714275360107,0.11135120689868927,0.69,1.181497404385114,0.07861328125,461,S0_adamw_lr0.0001,10,BLENDER_FOREST049_00001,0.0001,True
