sample_id,scene_group,source_type,decoded_frames,width,height,mask_area_mean,mask_area_max,affected_mae_mask_mean,source_temporal_strip_16,status
BLENDER_FOREST049_00001,BLENDER_FOREST049,BLENDER,17,512,512,0.004293329575482537,0.00522613525390625,44.51798203412224,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_FOREST049_00001/source_temporal_strip_16.jpg,OK
BLENDER_GRASS001_00001,BLENDER_GRASS001,BLENDER,17,512,512,0.002241022446576287,0.002254486083984375,157.17920550178079,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_GRASS001_00001/source_temporal_strip_16.jpg,OK
BLENDER_GRASS002_00001,BLENDER_GRASS002,BLENDER,17,512,512,0.11569101670209099,0.13076400756835938,124.86707171271829,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_GRASS002_00001/source_temporal_strip_16.jpg,OK
BLENDER_GRASS003_00002,BLENDER_GRASS003,BLENDER,17,512,512,0.019707848044002756,0.0198516845703125,50.03846561207491,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_GRASS003_00002/source_temporal_strip_16.jpg,OK
BLENDER_MOUNTAIN001_00001,BLENDER_MOUNTAIN001,BLENDER,17,512,512,0.011151482077205883,0.011501312255859375,89.42438013413373,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_MOUNTAIN001_00001/source_temporal_strip_16.jpg,OK
BLENDER_MOUNTAIN006_00001,BLENDER_MOUNTAIN006,BLENDER,17,512,512,0.22177886962890625,0.22201919555664062,55.85051188749426,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_MOUNTAIN006_00001/source_temporal_strip_16.jpg,OK
BLENDER_MOUNTAIN007_00001,BLENDER_MOUNTAIN007,BLENDER,17,512,512,0.20730254229377298,0.20745086669921875,166.44620558794807,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_MOUNTAIN007_00001/source_temporal_strip_16.jpg,OK
BLENDER_MOUNTAIN008_00001,BLENDER_MOUNTAIN008,BLENDER,17,512,512,0.0012056687298943015,0.001979827880859375,76.75619776108685,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_MOUNTAIN008_00001/source_temporal_strip_16.jpg,OK
BLENDER_MOUNTAIN009_00001,BLENDER_MOUNTAIN009,BLENDER,17,512,512,0.002489875344669118,0.002552032470703125,45.96510651532341,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_MOUNTAIN009_00001/source_temporal_strip_16.jpg,OK
BLENDER_MOUNTAIN011_00001,BLENDER_MOUNTAIN011,BLENDER,17,512,512,0.03338151819565717,0.0334930419921875,123.14810135785271,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_MOUNTAIN011_00001/source_temporal_strip_16.jpg,OK
BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,BLENDER,17,512,512,0.0213165283203125,0.02199554443359375,174.38008476706113,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_MOUNTAIN014_00001/source_temporal_strip_16.jpg,OK
BLENDER_OFFICE002_00001,BLENDER_OFFICE002,BLENDER,17,512,512,0.07002998800838695,0.07045745849609375,28.40716002969181,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_OFFICE002_00001/source_temporal_strip_16.jpg,OK
BLENDER_OFFICE003_00001,BLENDER_OFFICE003,BLENDER,17,512,512,0.050005744485294115,0.050251007080078125,81.65132006476907,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_OFFICE003_00001/source_temporal_strip_16.jpg,OK
BLENDER_PRODUCT001_00001,BLENDER_PRODUCT001,BLENDER,17,512,512,0.02067857630112592,0.020904541015625,86.76522827148438,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_PRODUCT001_00001/source_temporal_strip_16.jpg,OK
BLENDER_PRODUCT004_00001,BLENDER_PRODUCT004,BLENDER,17,512,512,0.04894368788775276,0.049205780029296875,183.2543281106388,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_PRODUCT004_00001/source_temporal_strip_16.jpg,OK
BLENDER_PRODUCT006_00001,BLENDER_PRODUCT006,BLENDER,17,512,512,0.05496440214269301,0.06375503540039062,23.39634356779211,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_PRODUCT006_00001/source_temporal_strip_16.jpg,OK
BLENDER_PRODUCT008_00001,BLENDER_PRODUCT008,BLENDER,17,512,512,0.009733087876263787,0.009777069091796875,22.028716816621667,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_PRODUCT008_00001/source_temporal_strip_16.jpg,OK
BLENDER_PRODUCT010_00001,BLENDER_PRODUCT010,BLENDER,17,512,512,0.4917728199678309,0.5456275939941406,32.550846997429346,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_PRODUCT010_00001/source_temporal_strip_16.jpg,OK
BLENDER_PRODUCT011_00001,BLENDER_PRODUCT011,BLENDER,17,512,512,0.18673975327435663,0.18692779541015625,31.43045661028694,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_PRODUCT011_00001/source_temporal_strip_16.jpg,OK
BLENDER_RIVER002_00001,BLENDER_RIVER002,BLENDER,17,512,512,0.05209687176872702,0.052265167236328125,71.03898171817555,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_RIVER002_00001/source_temporal_strip_16.jpg,OK
BLENDER_RIVER003_00001,BLENDER_RIVER003,BLENDER,17,512,512,0.029149448170381433,0.029956817626953125,59.74285686717314,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_RIVER003_00001/source_temporal_strip_16.jpg,OK
BLENDER_RIVER004_00001,BLENDER_RIVER004,BLENDER,17,512,512,0.03641397812787224,0.037075042724609375,35.28734453986673,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_RIVER004_00001/source_temporal_strip_16.jpg,OK
BLENDER_RIVER005_00001,BLENDER_RIVER005,BLENDER,17,512,512,0.04811253267176011,0.048290252685546875,138.92914267147287,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_RIVER005_00001/source_temporal_strip_16.jpg,OK
BLENDER_RIVER006_00001,BLENDER_RIVER006,BLENDER,17,512,512,0.03753370397231158,0.03800201416015625,38.92221383487477,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_RIVER006_00001/source_temporal_strip_16.jpg,OK
BLENDER_STREET006_00002,BLENDER_STREET006,BLENDER,17,512,512,0.016085007611443016,0.01955413818359375,48.81192173677332,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_STREET006_00002/source_temporal_strip_16.jpg,OK
BLENDER_RIVER009_00001,BLENDER_RIVER009,BLENDER,17,512,512,0.2130156124339384,0.2133941650390625,95.604627272662,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_RIVER009_00001/source_temporal_strip_16.jpg,OK
BLENDER_RIVER011_00001,BLENDER_RIVER011,BLENDER,17,512,512,0.13236505845013788,0.13781356811523438,83.23235859590419,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_RIVER011_00001/source_temporal_strip_16.jpg,OK
BLENDER_RIVER012_00001,BLENDER_RIVER012,BLENDER,17,512,512,0.019380906048943016,0.01959228515625,110.4758170632755,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_RIVER012_00001/source_temporal_strip_16.jpg,OK
BLENDER_RIVER016_00001,BLENDER_RIVER016,BLENDER,17,512,512,0.02869729434742647,0.029773712158203125,2.0897450166590072,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_RIVER016_00001/source_temporal_strip_16.jpg,OK
BLENDER_RIVER020_00001,BLENDER_RIVER020,BLENDER,17,512,512,0.28735822789809284,0.2886009216308594,71.9292817957261,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_RIVER020_00001/source_temporal_strip_16.jpg,OK
BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,BLENDER,17,512,512,0.05530705171472886,0.05545806884765625,46.39360899083755,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_SCHOOL004_00001/source_temporal_strip_16.jpg,OK
BLENDER_STREET001_00001,BLENDER_STREET001,BLENDER,17,512,512,0.003085641299977022,0.003108978271484375,51.47398937449736,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/BLENDER_STREET001_00001/source_temporal_strip_16.jpg,OK
