sample_id,source_group,model,candidate_source,checkpoint,step,condition_path,winner_path,loser_path,mask_path,affected_map_path,raw_output_mp4,diagnostic_comp_mp4,side_by_side_mp4,temporal_strip_16,review_sheet,frames_reviewed,object_removed,effect_removed,mask_region_quality,boundary_quality,affected_region_quality,outside_damage,temporal_flicker,ghosting,color_shift,artifact,classification,reason,full_psnr,mask_psnr,boundary_psnr,outside_psnr,mask_mae,outside_mae,tc_proxy_output_temporal_absdiff,tc_proxy_winner_temporal_absdiff,temporal_ratio,output_sha256
BLENDER_FOREST006_00001,BLENDER_FOREST006,controlled_corruption,controlled_local_condition_mix_blur_noise,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST006_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST006_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST006_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST006_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST006_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST006_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST006_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST006_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST006_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,medium_hard_local_defect,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,low_expected_shared_source_corruption,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high,33.918340671225444,15.62976618546069,15.62976618546069,99.0,33.38531920489143,0.0,0.17302218079566956,0.003464619629085064,49.939733453903344,18f563f960c057e91c5bbca47c6cb5b5be84672f0768ad1809da7cd0e7e9a852
BLENDER_FOREST007_00001,BLENDER_FOREST007,controlled_corruption,controlled_local_condition_mix_blur_noise,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST007_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST007_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST007_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST007_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST007_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST007_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST007_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST007_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST007_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,medium_hard_local_defect,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,low_expected_shared_source_corruption,condition_residual_intentional,local_only,controlled_local_residual,HARD_BUT_PLAUSIBLE,strong local residual with clean outside,17.68498039174977,12.368531918393998,12.368531918393998,99.0,49.38936009126551,0.0,4.825822353363037,2.2157416343688965,2.177971600347512,5c11585a730d8712a87501412e1cefeab81f4f47c0b39b8c8e49a04702fa6797
BLENDER_FOREST008_00001,BLENDER_FOREST008,controlled_corruption,controlled_local_condition_mix_blur_noise,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST008_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST008_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST008_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST008_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST008_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST008_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST008_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST008_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST008_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,medium_hard_local_defect,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,low_expected_shared_source_corruption,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high,29.705383906003387,17.05128528596228,17.05128528596228,99.0,25.91680560392492,0.0,0.6280210018157959,0.015848318114876747,39.626981062821756,2911805893a4331ce4256e460e70cb17319c9682e3bebcd00f622b332b9f5609
BLENDER_FOREST015_00001,BLENDER_FOREST015,controlled_corruption,controlled_local_condition_mix_blur_noise,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST015_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST015_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST015_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST015_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST015_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST015_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST015_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST015_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST015_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,medium_hard_local_defect,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,low_expected_shared_source_corruption,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high,31.076179275985137,18.562395218697382,18.562395218697382,99.0,24.976226021261777,0.0,0.6591489911079407,0.025448083877563477,25.901714026064063,d9dc0b262cc0cde181fecc88d132419f63bf8e8d7449f496b3eb9763e39b2e56
BLENDER_FOREST016_00001,BLENDER_FOREST016,controlled_corruption,controlled_local_condition_mix_blur_noise,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST016_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST016_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST016_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST016_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST016_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST016_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST016_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST016_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST016_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,medium_hard_local_defect,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,low_expected_shared_source_corruption,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high,30.637453524785837,18.515826513004015,18.515826513004015,99.0,23.21511033002068,0.0,0.6976589560508728,0.004535833839327097,153.81051880735833,9b6076f5df542041268f5866d6bd96e5c5374e12ccf46706ae11d45f1ec75cb6
BLENDER_FOREST017_00001,BLENDER_FOREST017,controlled_corruption,controlled_local_condition_mix_blur_noise,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST017_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST017_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST017_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST017_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST017_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST017_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST017_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST017_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST017_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,medium_hard_local_defect,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,low_expected_shared_source_corruption,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high,35.40866608184908,14.891791814676823,14.891791814676823,99.0,36.18092907176298,0.0,0.142256498336792,0.03846915811300278,3.697936355116348,63f6c7900872acf80fb3ee1718c79ea9df2f5b66b71e3026b21dd589f1260df6
BLENDER_FOREST018_00001,BLENDER_FOREST018,controlled_corruption,controlled_local_condition_mix_blur_noise,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST018_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST018_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST018_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST018_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST018_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST018_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST018_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST018_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST018_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,medium_hard_local_defect,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,low_expected_shared_source_corruption,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high,40.32640533324083,23.643601039248164,23.643601039248164,99.0,12.545832185184254,0.0,0.2677464485168457,0.02475826069712639,10.814428840226332,939d4d7d8dfbbf2a28f7be94bd7855ba62dd4b7ed25bd74a58501d64ecc3b426
BLENDER_FOREST019_00001,BLENDER_FOREST019,controlled_corruption,controlled_local_condition_mix_blur_noise,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST019_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST019_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST019_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/BLENDER_FOREST019_00001/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST019_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST019_00001/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST019_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST019_00001/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST019_00001/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,medium_hard_local_defect,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,low_expected_shared_source_corruption,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high,36.774469364472374,17.92490164665756,17.92490164665756,99.0,27.0388365352855,0.0,0.1860586702823639,0.034146785736083984,5.4487901649187975,5731caf984f2a1c52dd170c5e256d29eb4ebcc914aa62adf5dca8c029250fbbd
REAL_ENV044_00005_001_01,REAL_ENV044_00005,controlled_corruption,controlled_local_condition_mix_blur_noise,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV044_00005_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV044_00005_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV044_00005_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV044_00005_001_01/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV044_00005_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV044_00005_001_01/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV044_00005_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV044_00005_001_01/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV044_00005_001_01/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,medium_hard_local_defect,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,low_expected_shared_source_corruption,condition_residual_intentional,local_only,controlled_local_residual,HARD_BUT_PLAUSIBLE,strong local residual with clean outside,25.185583324764366,12.18131865713468,12.18131865713468,99.0,54.91101635203642,0.0,1.9177110195159912,1.3671234846115112,1.402734311203013,52a2e4482b1ac9c64743621b2bed9e4b2716f6525f6fedaf10e8fa456d47c095
REAL_ENV045_00001_001_01,REAL_ENV045_00001,controlled_corruption,controlled_local_condition_mix_blur_noise,none,0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00001_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00001_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00001_001_01/mask_frames,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00001_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00001_001_01/evidence/diagnostic_comp.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00001_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00001_001_01/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00001_001_01/evidence/midframe_review_sheet.jpg,"0,8,16,16-strip",partial_residual_intentional,partial_residual_intentional,medium_hard_local_defect,outside_reinjected_clean_boundary,controlled_residual,none_expected_outside_winner_reinjected,low_expected_shared_source_corruption,condition_residual_intentional,local_only,controlled_local_residual,TRIVIAL_BAD,temporal instability too high,25.461158442890067,17.825985594425816,17.825985594425816,99.0,25.36666264253504,0.0,2.3577215671539307,0.528342068195343,4.462490702675249,e4cec91c36e0ed2b339056c688817c3517f1a8961e921ad43b69834f7d158247
