split,variant,comparison,metric,direction,n,mean_delta,median_delta,min_delta,max_delta,win_rate,bootstrap_ci_low,bootstrap_ci_high,probability_delta_gt_0,probability_improved,leave_one_out_min,leave_one_out_max
search,raw,step2000-step0,full_psnr,higher_is_better,32,6.102451531727684,5.176746721861985,-0.17203587839902568,18.986807393874344,0.96875,4.706119362093385,7.731989264134325,0.96875,0.96875,5.686827149077792,6.304854351409191
search,raw,step2000-step0,full_ssim,higher_is_better,32,0.10436897424138175,0.08257880728963607,0.010576235999506634,0.3347203666158389,1.0,0.07624905316454882,0.13436555389667493,1.0,1.0,0.09693828416478636,0.10739454644273254
search,raw,step2000-step0,full_lpips,lower_is_better,32,-0.05049684333938117,-0.032784936094314474,-0.17766591351555316,-0.0025738093013666086,1.0,-0.06714653055678355,-0.035585029368325645,0.0,1.0,-0.05204274766318809,-0.04639461526918207
search,raw,step2000-step0,mask_psnr,higher_is_better,32,10.464001012802829,9.959389727572656,2.318960540728991,22.877728916303656,1.0,8.849270445980627,12.265139397641319,1.0,1.0,10.063558177206028,10.72674425383747
search,raw,step2000-step0,mask_ssim,higher_is_better,32,0.3083551116271429,0.22035381571666934,0.034609022728748995,0.9022448161598503,1.0,0.23865677300894586,0.38373546709295564,1.0,1.0,0.28919737922286204,0.31718563062386523
search,raw,step2000-step0,mask_lpips,lower_is_better,32,-0.1989059235390111,-0.17038344902296862,-0.48091389137941104,-0.046228161236892135,1.0,-0.23840646658900366,-0.16174363267277841,0.0,1.0,-0.20383101264553102,-0.18980889231835302
search,raw,step2000-step0,boundary_psnr,higher_is_better,32,12.600611215487792,12.427514131144198,2.816729480808302,25.31118792502115,1.0,11.15231574282983,14.14218575040424,1.0,1.0,12.190592611954457,12.916220303703259
search,raw,step2000-step0,boundary_ssim,higher_is_better,32,0.3145883946202549,0.23335582651163334,0.03848235234910857,0.8879174896125126,1.0,0.2481058287149724,0.38449447566446326,1.0,1.0,0.2960939076850208,0.32349504114513056
search,raw,step2000-step0,boundary_lpips,lower_is_better,32,-0.19431025667230034,-0.1669786534233329,-0.45968220646803576,-0.04425032064318658,1.0,-0.2334515188129444,-0.15908164179854797,0.0,1.0,-0.19915089977001368,-0.18574987119501857
search,raw,step2000-step0,outside_psnr,higher_is_better,32,-0.6849814202194107,-0.5541046561986782,-6.6996773056195345,4.808137181598994,0.3125,-1.3244527883443487,-0.06629939322883685,0.3125,0.3125,-0.8621787944716173,-0.4909589723032776
search,raw,step2000-step0,outside_l1,lower_is_better,32,0.6462339897240912,0.41580886500222336,-1.3759411597738467,5.775369357089608,0.375,0.21863986336417046,1.153544965285655,0.625,0.375,0.480778010131655,0.7114654461595085
search,raw,step2000-step0,ewarp_mask_region,lower_is_better,32,-8.265294030152415,-4.907973381136799,-44.08441979709702,-0.9153075707975706,1.0,-12.147550981064569,-5.17261430048348,0.0,1.0,-8.502390367550957,-7.1098383602509765
search,raw,step2000-step50,full_psnr,higher_is_better,32,6.768105204283928,6.949367158602556,0.8114208777732941,11.75674937029201,1.0,5.7793542431349465,7.730723539260095,1.0,1.0,6.607181198928829,6.9602563115907214
search,raw,step2000-step50,full_ssim,higher_is_better,32,0.05640462483435578,0.04543401158492533,0.01693570154307733,0.2020673688433442,1.0,0.044302404208918476,0.07112801046714118,1.0,1.0,0.05170582664051743,0.05767781590826798
search,raw,step2000-step50,full_lpips,lower_is_better,32,-0.03025234542722928,-0.02790290147674327,-0.08113074964102433,-0.016226929821530168,1.0,-0.0347846421750342,-0.02679856290076491,0.0,1.0,-0.030704778188703444,-0.028611106581622987
search,raw,step2000-step50,mask_psnr,higher_is_better,32,2.0330690614409033,1.9078827240921825,-8.792168458932764,9.085489944634954,0.84375,0.6761523155409643,3.254853695392516,0.84375,0.84375,1.805571613595934,2.3822702717755377
search,raw,step2000-step50,mask_ssim,higher_is_better,32,0.05916362934291086,0.0592069799036678,-0.2316052599906684,0.2331848269763379,0.96875,0.03411022464470476,0.08300048548073916,0.96875,0.96875,0.05355004232247773,0.06854327093431664
search,raw,step2000-step50,mask_lpips,lower_is_better,32,-0.03556862901981125,-0.030407241196371615,-0.09175711226028702,0.016457373974844813,0.96875,-0.043395348050413916,-0.02807277798970063,0.03125,0.96875,-0.03724688718092919,-0.03375609730237654
search,raw,step2000-step50,boundary_psnr,higher_is_better,32,3.823595023318799,3.403789594573448,-2.4947741222832462,8.470428718270437,0.96875,3.0422315837484755,4.662506435125968,0.96875,0.96875,3.673697162191327,4.027413382854349
search,raw,step2000-step50,boundary_ssim,higher_is_better,32,0.0613651136736384,0.060986324914749646,-0.2148659357239937,0.23594181478782894,0.96875,0.03774706680222697,0.08393430379837975,0.96875,0.96875,0.055733607186083875,0.07027579268646525
search,raw,step2000-step50,boundary_lpips,lower_is_better,32,-0.035771339213169995,-0.03082381394536545,-0.0899253023089841,0.015221363787228853,0.96875,-0.04365372973476648,-0.028392118963832525,0.03125,0.96875,-0.03741626511640867,-0.03402443717782115
search,raw,step2000-step50,outside_psnr,higher_is_better,32,8.125595161039524,7.892960132303745,2.558584064689306,14.648371859491466,1.0,7.052586509414063,9.173856153827415,1.0,1.0,7.915183009476558,8.305176164147596
search,raw,step2000-step50,outside_l1,lower_is_better,32,-12.020870363833954,-11.51672727721078,-20.912644975039424,-0.9999441419328949,1.0,-13.89090739027122,-10.101480346963722,0.0,1.0,-12.376384112927534,-11.734038924762807
search,raw,step2000-step50,ewarp_mask_region,lower_is_better,32,0.0019494790467848057,-0.030571107809388806,-0.37766556579299504,1.5160254958270043,0.71875,-0.07845272685629662,0.12089686490375584,0.28125,0.71875,-0.046891682784835166,0.014195125654519643
search,raw,step50-step0,full_psnr,higher_is_better,32,-0.6656536725562439,-1.3335075270073737,-8.623313182531486,12.544825947448711,0.4375,-2.302509511160189,1.2153454299057092,0.4375,0.4375,-1.0917981764273714,-0.4089549786860747
search,raw,step50-step0,full_ssim,higher_is_better,32,0.04796434940702598,0.033162825214819946,-0.06467056423287176,0.1882324285695618,0.6875,0.02196773554422749,0.07579480478142231,0.6875,0.6875,0.04343957265984741,0.051597733717990424
search,raw,step50-step0,full_lpips,lower_is_better,32,-0.020244497912151892,-0.005027676191256967,-0.15182841675622122,0.04267922252872769,0.53125,-0.03781965119172926,-0.005688998866775817,0.46875,0.53125,-0.022274295345728654,-0.01599985536879481
search,raw,step50-step0,mask_psnr,higher_is_better,32,8.430931951361925,7.247177142873949,-0.40716408747836397,26.404932858446855,0.96875,6.374001034417965,10.737252139787282,0.96875,0.96875,7.851125470488219,8.716031823582579
search,raw,step50-step0,mask_ssim,higher_is_better,32,0.249191482284232,0.16376169041973704,-0.038877159477469725,0.8877324757793087,0.84375,0.1705159597731005,0.32915469016587723,0.84375,0.84375,0.2285933857198747,0.25848401911525465
search,raw,step50-step0,mask_lpips,lower_is_better,32,-0.16333729451919982,-0.1379045729408972,-0.4563980256983389,0.040608050068840384,0.96875,-0.20800269636498947,-0.12274849860656711,0.03125,0.96875,-0.16991617660268502,-0.1538837225456792
search,raw,step50-step0,boundary_psnr,higher_is_better,32,8.777016192168993,7.796900179776414,-0.9405158076662055,20.58223075709099,0.96875,7.151658848999075,10.371919355086195,0.96875,0.96875,8.396202819106994,9.090484966357225
search,raw,step50-step0,boundary_ssim,higher_is_better,32,0.2532232809466165,0.17415859318165727,-0.034508316371260284,0.8711339480375826,0.875,0.17886286173329982,0.3351213066000457,0.875,0.875,0.2332906787823918,0.26250494537622543
search,raw,step50-step0,boundary_lpips,lower_is_better,32,-0.15853891745913037,-0.1332834295850868,-0.4347145827487111,0.03926196120058498,0.96875,-0.20103930516870605,-0.12162271736348582,0.03125,0.96875,-0.16491959096428246,-0.14963002503043418
search,raw,step50-step0,outside_psnr,higher_is_better,32,-8.810576581258934,-8.967817521114304,-14.932749005474765,-3.0174551483654994,0.0,-9.746971868954411,-7.8305994194084265,0.0,0.0,-8.99745146619098,-8.613087148219714
search,raw,step50-step0,outside_l1,lower_is_better,32,12.667104353558045,11.70319406840266,3.7114733287266315,20.603728197058853,0.0,10.923143426015288,14.459760191846561,1.0,0.0,12.411084229574147,12.955995676939702
search,raw,step50-step0,ewarp_mask_region,lower_is_better,32,-8.267243509199199,-4.844812659352253,-43.96552565625219,-0.9240468070856878,1.0,-12.044967477374573,-5.110466982919526,0.0,1.0,-8.504120822170602,-7.1156860205845875
search,comp,step2000-step0,full_psnr,higher_is_better,32,10.464001012802827,9.95938972757265,2.3189605407289946,22.877728916303653,1.0,8.845315675196998,12.117877646102501,1.0,1.0,10.063558177206028,10.726744253837468
search,comp,step2000-step0,full_ssim,higher_is_better,32,0.10483406256984806,0.08278642155898541,0.014443282206194619,0.3257482278442583,1.0,0.07776733359277961,0.13348895305788228,1.0,1.0,0.09770779917389932,0.10774989419448203
search,comp,step2000-step0,full_lpips,lower_is_better,32,-0.05489654001590976,-0.036879126638250076,-0.1823452020406115,-0.012422875767307624,1.0,-0.07097653386829604,-0.04060846950456947,0.0,1.0,-0.05626665821747758,-0.05078529285382262
search,comp,step2000-step0,mask_psnr,higher_is_better,32,10.464001012802829,9.959389727572656,2.318960540728991,22.877728916303656,1.0,8.846701949981902,12.111834581389687,1.0,1.0,10.063558177206028,10.72674425383747
search,comp,step2000-step0,mask_ssim,higher_is_better,32,0.3028793670824494,0.22272856471674346,0.033332804420070805,0.8968770397851935,1.0,0.23600371678743354,0.38161009285695735,1.0,1.0,0.2837181518339737,0.31157441749091325
search,comp,step2000-step0,mask_lpips,lower_is_better,32,-0.1901768940448771,-0.16946398162205395,-0.48320896574296057,-0.04863437148742378,1.0,-0.23108981856201657,-0.1543232727017312,0.0,1.0,-0.19474278186931107,-0.18072424657074534
search,comp,step2000-step0,boundary_psnr,higher_is_better,32,14.89832381792592,14.756513509940454,3.911350791247788,27.81802871308143,1.0,13.416758048418217,16.474398864095583,1.0,1.0,14.48155914388865,15.252742302657474
search,comp,step2000-step0,boundary_ssim,higher_is_better,32,0.30811632907870856,0.2353788684391933,0.03681953342820643,0.8815031017802744,1.0,0.24315114583629668,0.3845773627881105,1.0,1.0,0.2896199815722064,0.3168678386158215
search,comp,step2000-step0,boundary_lpips,lower_is_better,32,-0.1853064886672655,-0.1637675286231873,-0.4633970258679862,-0.04730738404517372,1.0,-0.2251038132241168,-0.14988156170171957,0.0,1.0,-0.18975807268733302,-0.17633582617691973
search,comp,step2000-step0,outside_l1,lower_is_better,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
search,comp,step2000-step0,ewarp_mask_region,lower_is_better,32,-8.75669983122614,-5.068511270868234,-44.57122504391009,-1.0232168863997988,1.0,-12.777289454650864,-5.576532061807112,0.0,1.0,-9.00616702299473,-7.601392566300853
search,comp,step2000-step50,full_psnr,higher_is_better,32,2.0330690614409006,1.9078827240921754,-8.792168458932768,9.085489944634961,0.84375,0.7735394609846022,3.206759345295906,0.84375,0.84375,1.8055716135959305,2.382270271775535
search,comp,step2000-step50,full_ssim,higher_is_better,32,0.007451297467945751,0.010938100969563103,-0.13584397391496572,0.030567190725258042,0.9375,-0.0039740222069318916,0.014269497684921651,0.9375,0.9375,0.006705623491903419,0.012073725577071927
search,comp,step2000-step50,full_lpips,lower_is_better,32,-0.008668086022894107,-0.00747937466283994,-0.03666133102865851,0.009772361560287525,0.9375,-0.011420344617096017,-0.00603559256401519,0.0625,0.9375,-0.009262939170738674,-0.007765078119482352
search,comp,step2000-step50,mask_psnr,higher_is_better,32,2.0330690614409033,1.9078827240921825,-8.792168458932764,9.085489944634954,0.84375,0.8103819174873762,3.223212023196471,0.84375,0.84375,1.805571613595934,2.3822702717755377
search,comp,step2000-step50,mask_ssim,higher_is_better,32,0.04611093618342399,0.040718141117693674,-0.3083099587210832,0.21744209672670434,0.9375,0.01659097822397431,0.07051103062798722,0.9375,0.9375,0.0405841245529956,0.05754386827711778
