sample_id,split,source,variant,frames,height,width,values_present,all_object,all_background,affected_excessive,visual_sheet,value0_frac,value63_frac,value127_frac,value255_frac,affected_union_frac,object_union_frac
BLENDER_CON001_00636,train,VOR-Train,q0_current,24,1080,1920,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00636/quadmask_ablation_sheet.jpg,0.014735705214763374,0.09856581950874485,0.07244204925411522,0.8142564260223766,0.1710078687628601,0.11330152472350823
BLENDER_CON001_00636,train,VOR-Train,q1_object_only,24,1080,1920,0;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00636/quadmask_ablation_sheet.jpg,0.11330152472350823,0.0,0.0,0.8866984752764918,0.0,0.11330152472350823
BLENDER_CON001_00636,train,VOR-Train,q2_strict_affected,24,1080,1920,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00636/quadmask_ablation_sheet.jpg,0.06013302147633745,0.05316850324717078,0.00046844859182098767,0.8862300266846708,0.05363695183899177,0.11330152472350823
BLENDER_CON001_00636,train,VOR-Train,q3_broad_affected,24,1080,1920,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00636/quadmask_ablation_sheet.jpg,0.06013302147633745,0.05316850324717078,0.05964148501800411,0.8270569902584877,0.1128099882651749,0.11330152472350823
BLENDER_CON001_00843,train,VOR-Train,q0_current,24,1080,1920,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00843/quadmask_ablation_sheet.jpg,0.006693592463991769,0.040064662101337446,0.0338720502186214,0.9193696952160494,0.07393671231995885,0.04675825456532922
BLENDER_CON001_00843,train,VOR-Train,q1_object_only,24,1080,1920,0;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00843/quadmask_ablation_sheet.jpg,0.04675825456532922,0.0,0.0,0.9532417454346708,0.0,0.04675825456532922
BLENDER_CON001_00843,train,VOR-Train,q2_strict_affected,24,1080,1920,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00843/quadmask_ablation_sheet.jpg,0.02436077353395062,0.0223974810313786,0.0016371688528806585,0.9516045765817901,0.024034649884259258,0.04675825456532922
BLENDER_CON001_00843,train,VOR-Train,q3_broad_affected,24,1080,1920,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00843/quadmask_ablation_sheet.jpg,0.02436077353395062,0.0223974810313786,0.02894452883873457,0.9242972165959362,0.05134200987011317,0.04675825456532922
REAL_ENV219_00001_003_05,train,VOR-Train,q0_current,24,720,1280,0;63;127;255,False,False,True,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV219_00001_003_05/quadmask_ablation_sheet.jpg,0.0012446650752314815,0.05617666739004629,0.44979352032696757,0.4927851472077546,0.5059701877170139,0.05742133246527778
REAL_ENV219_00001_003_05,train,VOR-Train,q1_object_only,24,720,1280,0;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV219_00001_003_05/quadmask_ablation_sheet.jpg,0.05742133246527778,0.0,0.0,0.9425786675347222,0.0,0.05742133246527778
REAL_ENV219_00001_003_05,train,VOR-Train,q2_strict_affected,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV219_00001_003_05/quadmask_ablation_sheet.jpg,0.0032393844039351853,0.05418194806134259,0.027608009620949073,0.9149706579137732,0.08178995768229166,0.05742133246527778
REAL_ENV219_00001_003_05,train,VOR-Train,q3_broad_affected,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV219_00001_003_05/quadmask_ablation_sheet.jpg,0.0032393844039351853,0.05418194806134259,0.10533808955439815,0.837240577980324,0.15952003761574074,0.05742133246527778
REAL_ENV259_00102_002_04,train,VOR-Train,q0_current,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV259_00102_002_04/quadmask_ablation_sheet.jpg,0.0007420066550925926,0.13925175419560185,0.3492194281684028,0.5107868109809027,0.4884711823640046,0.13999376085069445
REAL_ENV259_00102_002_04,train,VOR-Train,q1_object_only,24,720,1280,0;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV259_00102_002_04/quadmask_ablation_sheet.jpg,0.13999376085069445,0.0,0.0,0.8600062391493055,0.0,0.13999376085069445
REAL_ENV259_00102_002_04,train,VOR-Train,q2_strict_affected,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV259_00102_002_04/quadmask_ablation_sheet.jpg,0.005267695674189814,0.13472606517650462,0.0056001338252314814,0.8544061053240741,0.14032619900173612,0.13999376085069445
REAL_ENV259_00102_002_04,train,VOR-Train,q3_broad_affected,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV259_00102_002_04/quadmask_ablation_sheet.jpg,0.005267695674189814,0.13472606517650462,0.1342153591579861,0.7257908799913194,0.26894142433449075,0.13999376085069445
BLENDER_CON001_00742,heldout,VOR-Train,q0_current,24,1080,1920,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00742/quadmask_ablation_sheet.jpg,0.0015431495949074074,0.016311587737911522,0.0005346177340534979,0.9816106449331276,0.016846205471965022,0.01785473733281893
BLENDER_CON001_00742,heldout,VOR-Train,q1_object_only,24,1080,1920,0;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00742/quadmask_ablation_sheet.jpg,0.01785473733281893,0.0,0.0,0.982145262667181,0.0,0.01785473733281893
BLENDER_CON001_00742,heldout,VOR-Train,q2_strict_affected,24,1080,1920,0;63;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00742/quadmask_ablation_sheet.jpg,0.0076150173611111115,0.01023971997170782,0.0,0.982145262667181,0.01023971997170782,0.01785473733281893
BLENDER_CON001_00742,heldout,VOR-Train,q3_broad_affected,24,1080,1920,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00742/quadmask_ablation_sheet.jpg,0.0076150173611111115,0.01023971997170782,4.0087287808641974e-05,0.9821051753793725,0.01027980725951646,0.01785473733281893
BLENDER_CON001_00744,heldout,VOR-Train,q0_current,24,1080,1920,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00744/quadmask_ablation_sheet.jpg,0.006572124967849795,0.020867030767746913,0.003229267136059671,0.9693315771283436,0.024096297903806584,0.02743915573559671
BLENDER_CON001_00744,heldout,VOR-Train,q1_object_only,24,1080,1920,0;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00744/quadmask_ablation_sheet.jpg,0.02743915573559671,0.0,0.0,0.9725608442644033,0.0,0.02743915573559671
BLENDER_CON001_00744,heldout,VOR-Train,q2_strict_affected,24,1080,1920,0;63;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00744/quadmask_ablation_sheet.jpg,0.015586982381687244,0.011852173353909465,0.0,0.9725608442644033,0.011852173353909465,0.02743915573559671
BLENDER_CON001_00744,heldout,VOR-Train,q3_broad_affected,24,1080,1920,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/BLENDER_CON001_00744/quadmask_ablation_sheet.jpg,0.015586982381687244,0.011852173353909465,0.0007356368955761317,0.9718252073688272,0.012587810249485597,0.02743915573559671
REAL_ENV102_00001_002_02,heldout,VOR-Train,q0_current,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV102_00001_002_02/quadmask_ablation_sheet.jpg,0.004603452329282408,0.05956190321180556,0.03700389720775463,0.8988307472511574,0.09656580041956019,0.06416535554108796
REAL_ENV102_00001_002_02,heldout,VOR-Train,q1_object_only,24,720,1280,0;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV102_00001_002_02/quadmask_ablation_sheet.jpg,0.06416535554108796,0.0,0.0,0.9358346444589121,0.0,0.06416535554108796
REAL_ENV102_00001_002_02,heldout,VOR-Train,q2_strict_affected,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV102_00001_002_02/quadmask_ablation_sheet.jpg,0.012416540075231481,0.05174881546585648,0.0036081271701388887,0.9322265172887731,0.055356942635995374,0.06416535554108796
REAL_ENV102_00001_002_02,heldout,VOR-Train,q3_broad_affected,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV102_00001_002_02/quadmask_ablation_sheet.jpg,0.012416540075231481,0.05174881546585648,0.032036991825810185,0.9037976526331019,0.08378580729166667,0.06416535554108796
REAL_ENV200_00001_006_02,heldout,VOR-Train,q0_current,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV200_00001_006_02/quadmask_ablation_sheet.jpg,2.4594907407407408e-05,0.014157669632523148,0.29805912724247685,0.6877586082175926,0.312216796875,0.014182264539930555
REAL_ENV200_00001_006_02,heldout,VOR-Train,q1_object_only,24,720,1280,0;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV200_00001_006_02/quadmask_ablation_sheet.jpg,0.014182264539930555,0.0,0.0,0.9858177354600695,0.0,0.014182264539930555
REAL_ENV200_00001_006_02,heldout,VOR-Train,q2_strict_affected,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV200_00001_006_02/quadmask_ablation_sheet.jpg,0.00020164207175925927,0.013980622468171297,0.0006489167390046297,0.9851688187210648,0.014629539207175926,0.014182264539930555
REAL_ENV200_00001_006_02,heldout,VOR-Train,q3_broad_affected,24,720,1280,0;63;127;255,False,False,False,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp51_void_loser_dominant_rescue/quadmask_ablation/REAL_ENV200_00001_006_02/quadmask_ablation_sheet.jpg,0.00020164207175925927,0.013980622468171297,0.0027516004774305555,0.9830661349826388,0.016732222945601852,0.014182264539930555
