sample_id,model,profile_or_seed,classification_final,technical_valid,usable,source,mask_psnr,outside_psnr,temporal_ratio,evidence,visual_reason
BLENDER_FOREST021_00002,controlled_corruption_v3,CC-v3-B,TRIVIAL_BAD,yes,no,controlled_v3_primary,23.294792328151427,55.37876868532836,2.8495427357357137,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST021_00002/evidence/temporal_strip_16.jpg,temporal instability too high
BLENDER_FOREST021_00002,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,19.61877415350376,30.147254567563067,4.4553073243360775,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST021_00002_review.jpg,visual review: DiffuEraser shows systematic white/blur artifacts or outside damage; not usable
BLENDER_FOREST021_00002,minimax_official_v3,seed20260627,TRIVIAL_BAD,yes,no,minimax_v3_seed20260627,21.239791937890082,29.77092272050563,24.828799080127663,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_FOREST021_00002/seed_20260627/evidence/temporal_strip_16.jpg,temporal instability much higher than winner
BLENDER_FOREST021_00002,propainter,official_full16,MEDIUM_HARD_ELIGIBLE,yes,yes,verified_generator_full16,21.751491084558094,36.04885638338743,1.973484799625565,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_BLENDER_FOREST021_00002_review.jpg,visual review: bounded local residual/texture defect with acceptable outside preservation
BLENDER_FOREST022_00001,controlled_corruption_v3,CC-v3-B,TRIVIAL_BAD,yes,no,controlled_v3_primary,16.181162993892755,52.25175849227977,3.004052022351517,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST022_00001/evidence/temporal_strip_16.jpg,temporal instability too high
BLENDER_FOREST022_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,14.070947783456146,29.74127661899635,17.88982798231776,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST022_00001_review.jpg,visual review: DiffuEraser shows systematic white/blur artifacts or outside damage; not usable
BLENDER_FOREST022_00001,minimax_official_v3,seed20260627,TRIVIAL_BAD,yes,no,minimax_v3_seed20260627,12.60337091134629,29.171823697877947,69.74890420212836,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_FOREST022_00001/seed_20260627/evidence/temporal_strip_16.jpg,temporal instability much higher than winner
BLENDER_FOREST022_00001,propainter,official_full16,HARD_BUT_PLAUSIBLE,yes,yes,verified_generator_full16,13.996153838346558,37.758381760612046,2.214756670392605,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_BLENDER_FOREST022_00001_review.jpg,visual review: bounded local residual/texture defect with acceptable outside preservation
BLENDER_FOREST023_00001,controlled_corruption_v3,CC-v3-B,TRIVIAL_BAD,yes,no,controlled_v3_primary,27.73996540447595,56.178459404753525,8.95910648668433,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST023_00001/evidence/temporal_strip_16.jpg,temporal instability too high
BLENDER_FOREST023_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,27.83567912254823,32.74198499374107,4.788176884717021,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST023_00001_review.jpg,visual review: DiffuEraser shows systematic white/blur artifacts or outside damage; not usable
BLENDER_FOREST023_00001,minimax_official_v3,seed20260627,TRIVIAL_BAD,yes,no,minimax_v3_seed20260627,26.350392999595396,35.05162885959536,43.186781267511556,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_FOREST023_00001/seed_20260627/evidence/temporal_strip_16.jpg,temporal instability much higher than winner
BLENDER_FOREST023_00001,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,31.0532347779978,38.848909998728615,5.310921857700104,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_BLENDER_FOREST023_00001_review.jpg,"visual review: too strong, too clean, or visible artifact; not medium-hard"
BLENDER_FOREST024_00001,controlled_corruption_v3,CC-v3-B,TRIVIAL_BAD,yes,no,controlled_v3_primary,24.357550769110574,47.716823031818144,23.53375136249467,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST024_00001/evidence/temporal_strip_16.jpg,temporal instability too high
BLENDER_FOREST024_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,9.185740570613468,25.992274724198857,95.66458935595469,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST024_00001_review.jpg,visual review: DiffuEraser shows systematic white/blur artifacts or outside damage; not usable
BLENDER_FOREST024_00001,minimax_official_v3,seed20260627,TRIVIAL_BAD,yes,no,minimax_v3_seed20260627,8.67001925128627,21.65973885974211,497.2516468413819,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_FOREST024_00001/seed_20260627/evidence/temporal_strip_16.jpg,systematic outside damage
BLENDER_FOREST024_00001,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,9.408023669772282,30.74650784526379,45.34713106013933,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_BLENDER_FOREST024_00001_review.jpg,"visual review: too strong, too clean, or visible artifact; not medium-hard"
BLENDER_FOREST025_00001,controlled_corruption_v3,CC-v3-B,TRIVIAL_BAD,yes,no,controlled_v3_primary,16.95082594331466,52.59437015528688,2.600768363560741,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST025_00001/evidence/temporal_strip_16.jpg,temporal instability too high
BLENDER_FOREST025_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,24.492356987219654,20.60687205454757,16.39451692698357,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST025_00001_review.jpg,visual review: DiffuEraser shows systematic white/blur artifacts or outside damage; not usable
BLENDER_FOREST025_00001,minimax_official_v3,seed20260627,TRIVIAL_BAD,yes,no,minimax_v3_seed20260627,25.362647433808583,20.97880010842573,32.81862460733557,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_FOREST025_00001/seed_20260627/evidence/temporal_strip_16.jpg,systematic outside damage
BLENDER_FOREST025_00001,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,25.098943637777193,21.148199143774264,5.62912058218316,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_BLENDER_FOREST025_00001_review.jpg,"visual review: too strong, too clean, or visible artifact; not medium-hard"
BLENDER_FOREST028_00001,controlled_corruption_v3,CC-v3-B,MEDIUM_HARD_ELIGIBLE,yes,yes,controlled_v3_primary,29.80634865030187,60.09639501771892,1.8465684720260571,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST028_00001/evidence/temporal_strip_16.jpg,local residual with clean outside
BLENDER_FOREST028_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,33.771799144863195,33.412228740625984,10.025560511726669,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST028_00001_review.jpg,visual review: DiffuEraser shows systematic white/blur artifacts or outside damage; not usable
