timestamp,filename,group,size,status,hal_sha256,pai_sha256,pai_final_path,hal_cleanup_bytes,hal_free_after_cleanup,attempt,last_error
2026-06-22T03:34:18+0200,README.md,README,2769,VERIFIED,88f54f31b2c941b1db610932fbb5a968aa5899edcee194226c20ea3132b65822,88f54f31b2c941b1db610932fbb5a968aa5899edcee194226c20ea3132b65822,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/README.md,3136,571531591680,1,
2026-06-22T03:36:18+0200,VOR-Eval.tar.gz.part_000,VOR-Eval,237430605,VERIFIED,fca348aba1e082ca336117e766f23c43063637b59806a5c0d4ca538a14fc5614,fca348aba1e082ca336117e766f23c43063637b59806a5c0d4ca538a14fc5614,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Eval.tar.gz.part_000,237468746,571293958144,1,
2026-06-22T03:59:55+0200,VOR-Train-MASK.tar.gz.part_000,VOR-Train-MASK,10737418240,VERIFIED,98834f76581758ef43f4e07b239d60c5a2ea4a4cc558a6d94aaf62c24b9cb5c1,98834f76581758ef43f4e07b239d60c5a2ea4a4cc558a6d94aaf62c24b9cb5c1,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train-MASK.tar.gz.part_000,10737665133,560793780224,1,
2026-06-22T04:24:11+0200,VOR-Train-MASK.tar.gz.part_001,VOR-Train-MASK,10737418240,VERIFIED,cdc82163875c89a247369aa6f3b71a03971175283b58473d435827d2c8f6f0fb,cdc82163875c89a247369aa6f3b71a03971175283b58473d435827d2c8f6f0fb,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train-MASK.tar.gz.part_001,10737665885,560793518080,1,
2026-06-22T04:37:13+0200,VOR-Train-MASK.tar.gz.part_002,VOR-Train-MASK,5662130020,VERIFIED,132af81718d87d30aadb998f68f6054dddeeb24e888ac2c5fbafcd8d952f39fa,132af81718d87d30aadb998f68f6054dddeeb24e888ac2c5fbafcd8d952f39fa,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train-MASK.tar.gz.part_002,5662279286,565868756992,1,
2026-06-22T05:02:54+0200,VOR-Train.tar.gz.part_000,VOR-Train,10737418240,VERIFIED,a1800fe2f02aa66f1424cd5342a598a66ce605bf870bf3eae6a05fe7c9756837,a1800fe2f02aa66f1424cd5342a598a66ce605bf870bf3eae6a05fe7c9756837,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_000,10737895336,560801251328,1,
2026-06-22T08:07:00+0200,VOR-Train.tar.gz.part_001,VOR-Train,10737418240,VERIFIED,27d95e36699bc14215787209e0fd95948c968b8cddbdbb133aa3012e02358826,27d95e36699bc14215787209e0fd95948c968b8cddbdbb133aa3012e02358826,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_001,10737904160,560783032320,1,
2026-06-22T08:31:32+0200,VOR-Train.tar.gz.part_002,VOR-Train,10737418240,VERIFIED,0b7a9db441139e811b42342d5156c86e4432406f3e0d0df88963589b1c594f38,0b7a9db441139e811b42342d5156c86e4432406f3e0d0df88963589b1c594f38,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_002,10737870161,560781983744,1,
2026-06-22T08:56:51+0200,VOR-Train.tar.gz.part_003,VOR-Train,10737418240,VERIFIED,7f206d3eea0d50cca6e47f9b5e43bedf328f86821c3796ee5612063b0d468d2e,7f206d3eea0d50cca6e47f9b5e43bedf328f86821c3796ee5612063b0d468d2e,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_003,10737858972,560781328384,1,
2026-06-22T09:21:54+0200,VOR-Train.tar.gz.part_004,VOR-Train,10737418240,VERIFIED,9ee6a9bf00f41401cec43fb39d702babfa1753e232a7dcf2bf909673cb0c57f7,9ee6a9bf00f41401cec43fb39d702babfa1753e232a7dcf2bf909673cb0c57f7,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_004,10737802475,560777265152,1,
2026-06-22T09:46:36+0200,VOR-Train.tar.gz.part_005,VOR-Train,10737418240,VERIFIED,18ffd1dcfb912a918a33a91e7a1b12af67827a741abd6078235936cbebe13321,18ffd1dcfb912a918a33a91e7a1b12af67827a741abd6078235936cbebe13321,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_005,10737804735,560755507200,1,
2026-06-22T10:16:20+0200,VOR-Train.tar.gz.part_006,VOR-Train,10737418240,VERIFIED,7d45a07f98371657ebe565eef477ebf2c5657dff5e436095501e581beb257bc2,7d45a07f98371657ebe565eef477ebf2c5657dff5e436095501e581beb257bc2,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_006,10737834299,560754589696,1,
2026-06-22T10:40:02+0200,VOR-Train.tar.gz.part_007,VOR-Train,10737418240,VERIFIED,2f1ba265d31c71da76ac6cc5cc2fc05dcdb2b814d6a5d776f35f136b9bb7c643,2f1ba265d31c71da76ac6cc5cc2fc05dcdb2b814d6a5d776f35f136b9bb7c643,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_007,10737851002,560753803264,1,
2026-06-22T11:05:07+0200,VOR-Train.tar.gz.part_008,VOR-Train,10737418240,VERIFIED,049d37526af9d4b19e524db621ecb2ce255b47f08525cf074420dcc4c8b92f4f,049d37526af9d4b19e524db621ecb2ce255b47f08525cf074420dcc4c8b92f4f,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_008,10740395099,560788144128,1,
2026-06-22T11:34:49+0200,VOR-Train.tar.gz.part_009,VOR-Train,10737418240,VERIFIED,29e565b1f3d6ecda8dde923f9e00afaa57697bef4a827ef119243d34d866f734,29e565b1f3d6ecda8dde923f9e00afaa57697bef4a827ef119243d34d866f734,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_009,10743484108,560742793216,1,
2026-06-22T12:04:00+0200,VOR-Train.tar.gz.part_010,VOR-Train,10737418240,VERIFIED,e1709646d33fe53df12b648e33b35a694949361f1c8644b8e11102bbe9cd298b,e1709646d33fe53df12b648e33b35a694949361f1c8644b8e11102bbe9cd298b,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_010,10744185922,560741744640,1,
2026-06-22T12:26:28+0200,VOR-Train.tar.gz.part_011,VOR-Train,10737418240,VERIFIED,10f1697fb94882c44b7aa26890b082bdf6f8e692b8a14ab86027bb0842c8446d,10f1697fb94882c44b7aa26890b082bdf6f8e692b8a14ab86027bb0842c8446d,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_011,10741037111,560744628224,1,
2026-06-22T12:51:01+0200,VOR-Train.tar.gz.part_012,VOR-Train,10737418240,VERIFIED,dd1b8355c7da732a0aefa4358a1b484e496618335ac470bdd2d387de37ed139c,dd1b8355c7da732a0aefa4358a1b484e496618335ac470bdd2d387de37ed139c,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_012,10740757405,560744628224,1,
2026-06-22T13:16:24+0200,VOR-Train.tar.gz.part_013,VOR-Train,10737418240,VERIFIED,903255970373fadbdd58054eca41cc0505efb29ae742f782b2467257ddf306e5,903255970373fadbdd58054eca41cc0505efb29ae742f782b2467257ddf306e5,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_013,10744020454,560740696064,1,
2026-06-22T13:41:16+0200,VOR-Train.tar.gz.part_014,VOR-Train,10737418240,VERIFIED,432f60f452d74675286bbd10cc1a85eec6d368664a3c15047aefa58650469f13,432f60f452d74675286bbd10cc1a85eec6d368664a3c15047aefa58650469f13,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_014,10744062458,560740433920,1,
2026-06-22T14:07:13+0200,VOR-Train.tar.gz.part_015,VOR-Train,10737418240,VERIFIED,3f7fbf694cddcbb58068589c8380b67221715dd3665fa451e491da01855e4545,3f7fbf694cddcbb58068589c8380b67221715dd3665fa451e491da01855e4545,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_015,10743577906,560740696064,1,
2026-06-22T14:36:36+0200,VOR-Train.tar.gz.part_016,VOR-Train,10737418240,VERIFIED,04896b47c3e73ceba999902ac43b0787887e3a487cca8527a3bc86e45f3e5d3f,04896b47c3e73ceba999902ac43b0787887e3a487cca8527a3bc86e45f3e5d3f,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_016,10743961268,560757997568,1,
2026-06-22T15:04:35+0200,VOR-Train.tar.gz.part_017,VOR-Train,10737418240,VERIFIED,b5462d3ff249eaf6a555294a3719879fcc20aacb48703c79a17716ea2673cbbf,b5462d3ff249eaf6a555294a3719879fcc20aacb48703c79a17716ea2673cbbf,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_017,10744638744,560739123200,1,
2026-06-22T16:47:30+0200,VOR-Train.tar.gz.part_018,VOR-Train,10737418240,VERIFIED,5942e36b2bb8aac888c91d0069b3345ae33f9e20438cdc36edfa444d245a32b5,5942e36b2bb8aac888c91d0069b3345ae33f9e20438cdc36edfa444d245a32b5,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_018,10744741989,560738074624,1,
2026-06-22T18:42:43+0200,VOR-Train.tar.gz.part_019,VOR-Train,10737418240,VERIFIED,b4a13a0894a68ed100681f5e1c6799d0580a4c1c2dde7ef0112857418313f319,b4a13a0894a68ed100681f5e1c6799d0580a4c1c2dde7ef0112857418313f319,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_019,10739282943,560743841792,1,
2026-06-22T19:22:42+0200,VOR-Train.tar.gz.part_020,VOR-Train,10737418240,VERIFIED,c1f4fa85cba8f51c0a7a2965c4b0ece251c0e4378520ee26e54e8fd7fa9ae60d,c1f4fa85cba8f51c0a7a2965c4b0ece251c0e4378520ee26e54e8fd7fa9ae60d,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_020,10737418663,560743579648,1,
2026-06-22T19:51:29+0200,VOR-Train.tar.gz.part_021,VOR-Train,10737418240,VERIFIED,fe4bbb6627243a0864b744c201f0ef8b7e3c3af109ec86696ae4d3133f7574f6,fe4bbb6627243a0864b744c201f0ef8b7e3c3af109ec86696ae4d3133f7574f6,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_021,10737418663,560743055360,1,
2026-06-22T20:16:54+0200,VOR-Train.tar.gz.part_022,VOR-Train,10737418240,VERIFIED,632f01cee20728e22098c52f9f0631f57d4252807c56b2ba0c58ef09d90d827a,632f01cee20728e22098c52f9f0631f57d4252807c56b2ba0c58ef09d90d827a,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_022,10737418663,560742793216,1,
2026-06-22T20:42:27+0200,VOR-Train.tar.gz.part_023,VOR-Train,10737418240,VERIFIED,afbb66bef827ed2441f0aaffbb0ea58d3160b626ad21ed56c9226ebc2fdec17b,afbb66bef827ed2441f0aaffbb0ea58d3160b626ad21ed56c9226ebc2fdec17b,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_023,10737418663,560742662144,1,
2026-06-22T21:06:19+0200,VOR-Train.tar.gz.part_024,VOR-Train,10737418240,VERIFIED,d44a92afa0eba2b6bef77f31b83c598f3d1f534f54edecce1abbcfa17e05a300,d44a92afa0eba2b6bef77f31b83c598f3d1f534f54edecce1abbcfa17e05a300,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_024,10737418661,560742400000,1,
2026-06-22T21:41:44+0200,VOR-Train.tar.gz.part_025,VOR-Train,10737418240,VERIFIED,80dd962919b3459b463061520f0907a43cbfa9424fd8ca323f1d0e396d8e92ce,80dd962919b3459b463061520f0907a43cbfa9424fd8ca323f1d0e396d8e92ce,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_025,10737418769,561306009600,2,
2026-06-22T22:10:41+0200,VOR-Train.tar.gz.part_026,VOR-Train,10737418240,VERIFIED,44952fcce865146c75c7a364de7df9e73e0050ac3bf18a258ff054663bf4b2e8,44952fcce865146c75c7a364de7df9e73e0050ac3bf18a258ff054663bf4b2e8,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_026,10737418661,560759570432,1,
2026-06-22T22:42:00+0200,VOR-Train.tar.gz.part_027,VOR-Train,10737418240,VERIFIED,9849eca15af84d7aaaa14d41e5e184f596f4bdbd7c86304e45a20b7b2f7f1d6c,9849eca15af84d7aaaa14d41e5e184f596f4bdbd7c86304e45a20b7b2f7f1d6c,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_027,10737418663,560759439360,1,
2026-06-22T23:10:32+0200,VOR-Train.tar.gz.part_028,VOR-Train,10737418240,VERIFIED,30a2cc6bfc7aa0b27f617052ff621a96bb54e45e4fac9111818005f21d062602,30a2cc6bfc7aa0b27f617052ff621a96bb54e45e4fac9111818005f21d062602,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_028,10737418663,560759046144,1,
2026-06-22T23:33:45+0200,VOR-Train.tar.gz.part_029,VOR-Train,10737418240,VERIFIED,672b7e3976bae1347cc64fdce1c86cf7bad5cc6594aed212c04f628c6c60845e,672b7e3976bae1347cc64fdce1c86cf7bad5cc6594aed212c04f628c6c60845e,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_029,10737419996,560758915072,1,
2026-06-22T23:57:35+0200,VOR-Train.tar.gz.part_030,VOR-Train,10737418240,VERIFIED,5454daab9a5c17c62f7fd5bec1948f0789b5288515a82b6586e703744aadff21,5454daab9a5c17c62f7fd5bec1948f0789b5288515a82b6586e703744aadff21,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_030,10737418661,560758915072,1,
2026-06-23T00:07:45+0200,VOR-Train.tar.gz.part_031,VOR-Train,3496579072,VERIFIED,6c8ed5c76b47050d099219062bded9331cf60f90f16e2685a856dc9b471c2e16,6c8ed5c76b47050d099219062bded9331cf60f90f16e2685a856dc9b471c2e16,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/downloads/fa09dc61128ca0418a4a13364d97a08018ea9cc7/VOR-Train.tar.gz.part_031,3496579495,567999332352,1,
