recipe,sample_id,source_group,condition_path,winner_path,loser_path,mask_path,step0_output,step10_output,step0_vs_step10_strip,frames_reviewed,pixel_diff_mean,mask_diff_mean,affected_diff_mean,outside_diff_mean,object_removed,effect_removed,mask_region_quality,boundary_quality,affected_region_quality,outside_damage,temporal_flicker,ghosting,color_shift,artifact,classification,reason
R1,BLENDER_RIVER016_00001,BLENDER_RIVER016,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_RIVER016_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_RIVER016_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/BLENDER_RIVER016_00001/L2_object_medium/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_RIVER016_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/BLENDER_RIVER016_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/BLENDER_RIVER016_00001/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/BLENDER_RIVER016_00001/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,3.7961961428324384,,,1.3424609408659096,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
R1,BLENDER_STREET006_00002,BLENDER_STREET006,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_STREET006_00002/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_STREET006_00002/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/BLENDER_STREET006_00002/L3_object_affected_soft/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_STREET006_00002/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/BLENDER_STREET006_00002/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/BLENDER_STREET006_00002/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/BLENDER_STREET006_00002/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,1.8856581846872964,,,1.11910080909729,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
R1,REAL_ENV087_00002_001_01,REAL_ENV087_00002,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV087_00002_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV087_00002_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV087_00002_001_01/L1_object_mild/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV087_00002_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV087_00002_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV087_00002_001_01/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV087_00002_001_01/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,4.3815852006276454,,,0.06978719374712661,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
R1,REAL_ENV103_00001_001_01,REAL_ENV103_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00001_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00001_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00001_001_01/L3_object_affected_soft/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00001_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00001_001_01/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00001_001_01/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,2.048910220464071,,,0.19271976807538227,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
R1,REAL_ENV089_00001_001_01,REAL_ENV089_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV089_00001_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV089_00001_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV089_00001_001_01/L2_object_medium/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV089_00001_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV089_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV089_00001_001_01/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV089_00001_001_01/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,5.316028515497843,,,-0.6055127873140229,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
R1,REAL_ENV103_00002_001_02,REAL_ENV103_00002,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00002_001_02/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00002_001_02/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00002_001_02/L3_object_affected_soft/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00002_001_02/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00002_001_02/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00002_001_02/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00002_001_02/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,3.3768813610076904,,,0.3741535298964562,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
R1,REAL_ENV091_00001_001_01,REAL_ENV091_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV091_00001_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV091_00001_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV091_00001_001_01/L1_object_mild/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV091_00001_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV091_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV091_00001_001_01/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV091_00001_001_01/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,3.6352447668711343,,,-1.095592779271744,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
R1,REAL_ENV103_00003_001_01,REAL_ENV103_00003,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00003_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00003_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00003_001_01/L3_object_affected_soft/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00003_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00003_001_01/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00003_001_01/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,2.713075319925944,,,0.14502620697021484,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
R1,REAL_ENV093_00001_001_01,REAL_ENV093_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV093_00001_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV093_00001_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV093_00001_001_01/L2_object_medium/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV093_00001_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV093_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV093_00001_001_01/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV093_00001_001_01/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,4.8039923508962,,,-0.07848257177016293,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
R1,REAL_ENV103_00004_001_01,REAL_ENV103_00004,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00004_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00004_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV103_00004_001_01/L3_object_affected_soft/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV103_00004_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00004_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00004_001_01/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV103_00004_001_01/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,3.090794801712036,,,-0.7503309810862815,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
R1,REAL_ENV095_00001_001_01,REAL_ENV095_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV095_00001_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV095_00001_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/heldout16/REAL_ENV095_00001_001_01/L1_object_mild/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/REAL_ENV095_00001_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV095_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV095_00001_001_01/step10/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_badnoise_10step_20260628/outputs/R1/heldout_outputs/REAL_ENV095_00001_001_01/step0_vs_step10_strip.jpg,17_uniform_frames_f00_f16_step0_step10_diff_strip,3.7773315111796064,,,-0.06701850891113281,no_visible_gain,no_visible_gain,tie,tie,tie,none_visible,none_visible_in_strip,none_new_visible,none_visible,none_new_visible,TIE_NO_VISIBLE_IMPROVEMENT,Step10 differs only by low-amplitude texture/color changes in the diff column; no clear local OR-quality improvement over Step0.
