winner_policy_loss,loser_policy_loss,winner_reference_loss,loser_reference_loss,winner_policy_mask,loser_policy_mask,winner_policy_outside,loser_policy_outside,win_gap,lose_gap,preference_margin,linear_utility,winner_anchor_loss,outside_loss,loss,noise_seed,t,grad_norm,grad_max_abs,grad_tensors,recipe,recipe_name,step,sample_id,source_group,finite
0.4404680132865906,0.5035971999168396,0.4404680132865906,0.5035971999168396,0.057081375271081924,0.21355096995830536,0.598253607749939,0.6145222187042236,0.0,0.0,0.0,0.5,0.0,0.0,0.6931471824645996,20269800,0.35,16.212367259962804,0.546875,461,R1,LoVI-Linear-Frozen-HardNoise,1,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,True
0.016599131748080254,0.04956584796309471,0.01694025844335556,0.04977528750896454,0.10086380690336227,0.36887064576148987,0.003181783016771078,0.0019593429751694202,0.0003411266952753067,0.00020943954586982727,0.00013168714940547943,0.5002633929252625,0.0,0.0,0.6926205158233643,20279982,0.75,4.147837052974237,0.0986328125,461,R1,LoVI-Linear-Frozen-HardNoise,2,BLENDER_FOREST049_00001,BLENDER_FOREST049,True
0.06696844846010208,0.07131393998861313,0.06378807127475739,0.06916429102420807,0.06069566309452057,0.05971086025238037,0.023833995684981346,0.011883966624736786,-0.003180377185344696,-0.00214964896440506,-0.0010307282209396362,0.4979385435581207,0.0,0.0,0.697278618812561,20271818,0.75,7.582062096327343,0.5703125,461,R1,LoVI-Linear-Frozen-HardNoise,3,BLENDER_OFFICE002_00001,BLENDER_OFFICE002,True
0.08269520103931427,0.3716183304786682,0.07880622893571854,0.3597542941570282,0.09919760376214981,0.7176425457000732,0.04166717454791069,0.042700424790382385,-0.0038889721035957336,-0.011864036321640015,0.007975064218044281,0.5159501433372498,0.0,0.0,0.6617451310157776,20272827,0.75,22.086002754557143,2.40625,461,R1,LoVI-Linear-Frozen-HardNoise,4,BLENDER_RIVER005_00001,BLENDER_RIVER005,True
0.0414576455950737,0.02297844924032688,0.04023389518260956,0.021252578124403954,0.19670407474040985,0.1526642143726349,0.02800961397588253,0.004779985640197992,-0.0012237504124641418,-0.0017258711159229279,0.000502120703458786,0.5010042190551758,0.0,0.0,0.6911407709121704,20283009,0.35,2.0806182363990375,0.169921875,461,R1,LoVI-Linear-Frozen-HardNoise,5,BLENDER_GRASS001_00001,BLENDER_GRASS001,True
0.2173328846693039,0.14265625178813934,0.20789000391960144,0.12972410023212433,0.27588900923728943,0.19111871719360352,0.08795605599880219,0.039750538766384125,-0.009442880749702454,-0.012932151556015015,0.003489270806312561,0.5069785118103027,0.0,0.0,0.6792866587638855,20284018,0.35,7.2457177639650805,0.70703125,461,R1,LoVI-Linear-Frozen-HardNoise,6,BLENDER_RIVER002_00001,BLENDER_RIVER002,True
0.19731257855892181,0.2046532779932022,0.19456417858600616,0.19984403252601624,0.13121162354946136,1.1110332012176514,0.19789928197860718,0.20071475207805634,-0.0027483999729156494,-0.004809245467185974,0.0020608454942703247,0.5041216611862183,0.0,0.0,0.6849376559257507,20285027,0.35,1.7706144771686405,0.0625,461,R1,LoVI-Linear-Frozen-HardNoise,7,BLENDER_MOUNTAIN008_00001,BLENDER_MOUNTAIN008,True
0.05786437168717384,0.046123214066028595,0.05602169781923294,0.03975642845034599,0.14135508239269257,0.17306017875671387,0.034377571195364,0.004658027086406946,-0.0018426738679409027,-0.006366785615682602,0.004524111747741699,0.5090482234954834,0.0,0.0,0.6752125024795532,20286036,0.35,3.0725951561842546,0.1826171875,461,R1,LoVI-Linear-Frozen-HardNoise,8,BLENDER_MOUNTAIN001_00001,BLENDER_MOUNTAIN001,True
0.2696354389190674,0.1136443242430687,0.2578084170818329,0.10143441706895828,0.29834526777267456,0.17104728519916534,0.18201254308223724,0.04290644824504852,-0.011827021837234497,-0.012209907174110413,0.00038288533687591553,0.5007658004760742,0.0,0.0,0.6916167736053467,20277872,0.35,14.326326379196134,1.03125,461,R1,LoVI-Linear-Frozen-HardNoise,9,BLENDER_RIVER004_00001,BLENDER_RIVER004,True
0.05052970349788666,0.14490342140197754,0.04716872051358223,0.1099519357085228,0.08586693555116653,0.33313649892807007,0.012967061251401901,0.013017340563237667,-0.003360982984304428,-0.03495148569345474,0.031590502709150314,0.5631809830665588,0.0,0.0,0.574154257774353,20288054,0.75,12.27663780808294,0.578125,461,R1,LoVI-Linear-Frozen-HardNoise,10,BLENDER_MOUNTAIN011_00001,BLENDER_MOUNTAIN011,True
0.4404680132865906,0.5035971999168396,0.4404680132865906,0.5035971999168396,0.057081375271081924,0.21355096995830536,0.598253607749939,0.6145222187042236,0.0,0.0,0.0,0.5,0.0,0.0,0.6931471824645996,20269800,0.35,16.22089981210769,0.546875,461,R2,LoVI-Linear-EMA-HardNoise,1,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,True
0.016482457518577576,0.04941220581531525,0.01668468676507473,0.049659233540296555,0.10025870054960251,0.367548406124115,0.0031796477269381285,0.0019586829002946615,0.00020222924649715424,0.000247027724981308,-4.479847848415375e-05,0.4999104142189026,0.0,0.0,0.6933263540267944,20279982,0.75,4.329310773665418,0.09987160563468933,461,R2,LoVI-Linear-EMA-HardNoise,2,BLENDER_FOREST049_00001,BLENDER_FOREST049,True
0.06728657335042953,0.07101578265428543,0.06394028663635254,0.06950429081916809,0.061213549226522446,0.05921052768826485,0.023977288976311684,0.01175642292946577,-0.003346286714076996,-0.00151149183511734,-0.0018347948789596558,0.4963304102420807,0.0,0.0,0.7005134224891663,20271818,0.75,7.2623179597144425,0.52734375,461,R2,LoVI-Linear-EMA-HardNoise,3,BLENDER_OFFICE002_00001,BLENDER_OFFICE002,True
0.0826263427734375,0.3701443672180176,0.0789002776145935,0.3601735830307007,0.099240742623806,0.7143102884292603,0.041605524718761444,0.042625680565834045,-0.003726065158843994,-0.009970784187316895,0.0062447190284729,0.5124894380569458,0.0,0.0,0.6684751510620117,20272827,0.75,22.138448072085303,2.40625,461,R2,LoVI-Linear-EMA-HardNoise,4,BLENDER_RIVER005_00001,BLENDER_RIVER005,True
0.04141281545162201,0.022874638438224792,0.040236394852399826,0.0212475024163723,0.19763284921646118,0.15309730172157288,0.027954844757914543,0.004724317695945501,-0.0011764205992221832,-0.0016271360218524933,0.00045071542263031006,0.500901460647583,0.0,0.0,0.6913458704948425,20283009,0.35,2.064759504470025,0.1689453125,461,R2,LoVI-Linear-EMA-HardNoise,5,BLENDER_GRASS001_00001,BLENDER_GRASS001,True
0.21682852506637573,0.14227955043315887,0.20798490941524506,0.12979283928871155,0.2752752900123596,0.1907104104757309,0.08787604421377182,0.03981700912117958,-0.008843615651130676,-0.012486711144447327,0.0036430954933166504,0.5072861909866333,0.0,0.0,0.6786799430847168,20284018,0.35,7.216754261927443,0.71484375,461,R2,LoVI-Linear-EMA-HardNoise,6,BLENDER_RIVER002_00001,BLENDER_RIVER002,True
0.1968669444322586,0.20417018234729767,0.194599911570549,0.1999550461769104,0.12917707860469818,1.105919599533081,0.19745159149169922,0.2002662569284439,-0.0022670328617095947,-0.004215136170387268,0.0019481033086776733,0.5038962364196777,0.0,0.0,0.6853849291801453,20285027,0.35,1.7549016523697547,0.0625,461,R2,LoVI-Linear-EMA-HardNoise,7,BLENDER_MOUNTAIN008_00001,BLENDER_MOUNTAIN008,True
0.057761531323194504,0.04580885171890259,0.05604280158877373,0.039722394198179245,0.1412050873041153,0.17212948203086853,0.03431343287229538,0.004580528475344181,-0.0017187297344207764,-0.006086457520723343,0.0043677277863025665,0.5087354779243469,0.0,0.0,0.6758270859718323,20286036,0.35,3.0511968322064105,0.2001953125,461,R2,LoVI-Linear-EMA-HardNoise,8,BLENDER_MOUNTAIN001_00001,BLENDER_MOUNTAIN001,True
0.2686587870121002,0.11333926767110825,0.2578369975090027,0.10144174098968506,0.29625439643859863,0.1704794466495514,0.1819673478603363,0.04290161281824112,-0.010821789503097534,-0.011897526681423187,0.001075737178325653,0.5021514892578125,0.0,0.0,0.6888534426689148,20277872,0.35,14.082478145002398,1.078125,461,R2,LoVI-Linear-EMA-HardNoise,9,BLENDER_RIVER004_00001,BLENDER_RIVER004,True
0.050443507730960846,0.14450128376483917,0.04721249267458916,0.1099504828453064,0.08584413677453995,0.33227646350860596,0.012994879856705666,0.013054069131612778,-0.003231015056371689,-0.034550800919532776,0.03131978586316109,0.562639594078064,0.0,0.0,0.5751160383224487,20288054,0.75,12.245409897441869,0.578125,461,R2,LoVI-Linear-EMA-HardNoise,10,BLENDER_MOUNTAIN011_00001,BLENDER_MOUNTAIN011,True
0.4404680132865906,0.5035971999168396,0.4404680132865906,0.5035971999168396,0.057081375271081924,0.21355096995830536,0.598253607749939,0.6145222187042236,0.0,0.0,0.0,0.5,0.0220234002918005,0.01196507178246975,0.7271356582641602,20269800,0.35,16.15021711135977,0.515625,461,R3,WinnerAnchor-Linear-Hybrid,1,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,True
