affected_mean,affected_nonempty_verified,affected_outside_mean,cache_root,condition_frames,condition_path,condition_role,decode_verified,eligible_for_generation,eligible_for_training,height,mask_area_max,mask_area_mean,mask_bucket,mask_frames,mask_nonempty_verified,mask_path,mask_role,preview_generated,sample_id,scene_group,selection_rank,selection_rule,source_dataset,source_type,split,vor_eval_used,width,winner_frames,winner_path,winner_role
0.07874489016830921,True,0.05417752731591463,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV096_00002_001_05.mp4,V_obj,True,True,False,720,0.22882595486111112,0.19925311053240743,medium,240,True,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV096_00002_001_05.mp4,foreground_object_mask,True,REAL_ENV096_00002_001_05,REAL_ENV096_00002,0,existing_exact_cache_scene_unique_balanced_source_type,VOR-Train,REAL,source_pool128,False,1280,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV096_00002_001_05.mp4,V_bg
0.1535703589518865,True,0.03166861552745104,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV105_00001_001_03.mp4,V_obj,True,True,False,720,0.27243272569444443,0.24177779586226852,large,240,True,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV105_00001_001_03.mp4,foreground_object_mask,True,REAL_ENV105_00001_001_03,REAL_ENV105_00001,1,existing_exact_cache_scene_unique_balanced_source_type,VOR-Train,REAL,source_pool128,False,1280,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV105_00001_001_03.mp4,V_bg
0.05183789972215891,True,0.05136256820211808,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV114_00004_004_02.mp4,V_obj,True,True,False,720,0.004734157986111111,0.004311342592592592,small,240,True,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV114_00004_004_02.mp4,foreground_object_mask,True,REAL_ENV114_00004_004_02,REAL_ENV114_00004,2,existing_exact_cache_scene_unique_balanced_source_type,VOR-Train,REAL,source_pool128,False,1280,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV114_00004_004_02.mp4,V_bg
0.11854052233199279,True,0.11043886840343475,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV115_00002_006_03.mp4,V_obj,True,True,False,720,0.06593858506944444,0.0625699417679398,medium,240,True,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV115_00002_006_03.mp4,foreground_object_mask,True,REAL_ENV115_00002_006_03,REAL_ENV115_00002,3,existing_exact_cache_scene_unique_balanced_source_type,VOR-Train,REAL,source_pool128,False,1280,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV115_00002_006_03.mp4,V_bg
0.1335966351131598,True,0.07939611685772736,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV134_00005_006_01.mp4,V_obj,True,True,False,720,0.5637760416666666,0.5358139377170139,large,240,True,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV134_00005_006_01.mp4,foreground_object_mask,True,REAL_ENV134_00005_006_01,REAL_ENV134_00005,4,existing_exact_cache_scene_unique_balanced_source_type,VOR-Train,REAL,source_pool128,False,1280,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV134_00005_006_01.mp4,V_bg
0.07127602336307366,True,0.031887061738719545,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV151_00014_002_02.mp4,V_obj,True,True,False,720,0.31880859375,0.2700084092881944,large,240,True,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV151_00014_002_02.mp4,foreground_object_mask,True,REAL_ENV151_00014_002_02,REAL_ENV151_00014,5,existing_exact_cache_scene_unique_balanced_source_type,VOR-Train,REAL,source_pool128,False,1280,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV151_00014_002_02.mp4,V_bg
0.09557800057033698,True,0.05150988511741161,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV152_00006_005_05.mp4,V_obj,True,True,False,720,0.2210329861111111,0.2118552879050926,large,240,True,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV152_00006_005_05.mp4,foreground_object_mask,True,REAL_ENV152_00006_005_05,REAL_ENV152_00006,6,existing_exact_cache_scene_unique_balanced_source_type,VOR-Train,REAL,source_pool128,False,1280,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV152_00006_005_05.mp4,V_bg
0.08933448108534019,True,0.06179613620042801,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV155_00010_006_04.mp4,V_obj,True,True,False,720,0.19805989583333333,0.1717731843171296,medium,240,True,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV155_00010_006_04.mp4,foreground_object_mask,True,REAL_ENV155_00010_006_04,REAL_ENV155_00010,7,existing_exact_cache_scene_unique_balanced_source_type,VOR-Train,REAL,source_pool128,False,1280,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV155_00010_006_04.mp4,V_bg
0.07988131170471509,True,0.06119557780524095,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV156_00012_004_05.mp4,V_obj,True,True,False,720,0.16315104166666666,0.160262134693287,medium,240,True,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV156_00012_004_05.mp4,foreground_object_mask,True,REAL_ENV156_00012_004_05,REAL_ENV156_00012,8,existing_exact_cache_scene_unique_balanced_source_type,VOR-Train,REAL,source_pool128,False,1280,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV156_00012_004_05.mp4,V_bg
0.06784984096884727,True,0.043543899742265545,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV157_00014_001_01.mp4,V_obj,True,True,False,720,0.15189453125,0.1507921459056713,medium,240,True,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV157_00014_001_01.mp4,foreground_object_mask,True,REAL_ENV157_00014_001_01,REAL_ENV157_00014,9,existing_exact_cache_scene_unique_balanced_source_type,VOR-Train,REAL,source_pool128,False,1280,240,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV157_00014_001_01.mp4,V_bg
