model,sample_id,source_type,classification,reason,technical_valid,usable,full_psnr,mask_psnr,boundary_psnr,outside_psnr,outside_mae,temporal_ratio,raw_output_mp4,side_by_side_mp4,temporal_strip_16,review_status,human_visual_note
controlled_corruption,BLENDER_FOREST006_00001,,TRIVIAL_BAD,temporal instability too high,yes,no,33.918340671225444,15.62976618546069,15.62976618546069,99.0,0.0,49.939733453903344,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST006_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST006_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST006_00001/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,BLENDER_FOREST007_00001,,HARD_BUT_PLAUSIBLE,strong local residual with clean outside,yes,yes,17.68498039174977,12.368531918393998,12.368531918393998,99.0,0.0,2.177971600347512,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST007_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST007_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST007_00001/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,BLENDER_FOREST008_00001,,TRIVIAL_BAD,temporal instability too high,yes,no,29.705383906003387,17.05128528596228,17.05128528596228,99.0,0.0,39.626981062821756,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST008_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST008_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST008_00001/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,BLENDER_FOREST015_00001,,TRIVIAL_BAD,temporal instability too high,yes,no,31.076179275985137,18.562395218697382,18.562395218697382,99.0,0.0,25.901714026064063,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST015_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST015_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST015_00001/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,BLENDER_FOREST016_00001,,TRIVIAL_BAD,temporal instability too high,yes,no,30.637453524785837,18.515826513004015,18.515826513004015,99.0,0.0,153.81051880735833,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST016_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST016_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST016_00001/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,BLENDER_FOREST017_00001,,TRIVIAL_BAD,temporal instability too high,yes,no,35.40866608184908,14.891791814676823,14.891791814676823,99.0,0.0,3.697936355116348,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST017_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST017_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST017_00001/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,BLENDER_FOREST018_00001,,TRIVIAL_BAD,temporal instability too high,yes,no,40.32640533324083,23.643601039248164,23.643601039248164,99.0,0.0,10.814428840226332,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST018_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST018_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST018_00001/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,BLENDER_FOREST019_00001,,TRIVIAL_BAD,temporal instability too high,yes,no,36.774469364472374,17.92490164665756,17.92490164665756,99.0,0.0,5.4487901649187975,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST019_00001/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST019_00001/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/BLENDER_FOREST019_00001/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,REAL_ENV044_00005_001_01,,HARD_BUT_PLAUSIBLE,strong local residual with clean outside,yes,yes,25.185583324764366,12.18131865713468,12.18131865713468,99.0,0.0,1.402734311203013,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV044_00005_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV044_00005_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV044_00005_001_01/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,REAL_ENV045_00001_001_01,,TRIVIAL_BAD,temporal instability too high,yes,no,25.461158442890067,17.825985594425816,17.825985594425816,99.0,0.0,4.462490702675249,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00001_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00001_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00001_001_01/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,REAL_ENV045_00002_001_01,,TRIVIAL_BAD,temporal instability too high,yes,no,22.270008270522432,15.250231100825363,15.250231100825363,99.0,0.0,2.726912427734237,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00002_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00002_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00002_001_01/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,REAL_ENV045_00003_001_01,,TRIVIAL_BAD,temporal instability too high,yes,no,16.52586976361516,14.233609686568595,14.233609686568595,99.0,0.0,8.226358705180733,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00003_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00003_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00003_001_01/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,REAL_ENV046_00002_001_01,,TRIVIAL_BAD,temporal instability too high,yes,no,23.767371452578168,17.693283039024717,17.693283039024717,99.0,0.0,2.9825372489623603,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00002_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00002_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00002_001_01/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,REAL_ENV046_00003_001_01,,MEDIUM_HARD_ELIGIBLE,local residual with clean outside,yes,yes,28.341838285515887,16.550347702085745,16.550347702085745,99.0,0.0,1.751981369889662,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00003_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00003_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00003_001_01/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
controlled_corruption,REAL_ENV046_00004_001_01,,MEDIUM_HARD_ELIGIBLE,local residual with clean outside,yes,yes,28.385724151686148,17.042830091298516,17.042830091298516,99.0,0.0,1.4610778222012824,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00004_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00004_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00004_001_01/evidence/temporal_strip_16.jpg,codex_opened_temporal_strip,"outside preserved; many candidates have hard local residual/temporal artifact, only a few are medium-hard usable"
