split,vpdata_id,source_kind,source_index,source_video_id,path,start_frame,end_frame,fps,native_mask_id,planned_video_path,download_status,decode_status,file_size_bytes,sha256
train,train_pexels_000000313328_19938506_mask2,pexels,313328,19938506,000000313328_19938506.mp4,0,353,59.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000313/000000313328_19938506.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000101061_6498231_mask5,pexels,101061,6498231,000000101061_6498231.mp4,400,549,25.0,5,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000101/000000101061_6498231.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000167017_7804347_mask5,pexels,167017,7804347,000000167017_7804347.mp4,0,149,25.0,5,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000167/000000167017_7804347.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000073467_5856461_mask2,pexels,73467,5856461,000000073467_5856461.mp4,0,229,23.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000073/000000073467_5856461.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000059663_5495041_mask3,pexels,59663,5495041,000000059663_5495041.mp4,600,749,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000059/000000059663_5495041.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000115333_6767682_mask6,pexels,115333,6767682,000000115333_6767682.mp4,0,137,23.0,6,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000115/000000115333_6767682.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000147389_7426700_mask2,pexels,147389,7426700,000000147389_7426700.mp4,750,999,25.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000147/000000147389_7426700.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000171536_7934654_mask1,pexels,171536,7934654,000000171536_7934654.mp4,250,499,25.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000171/000000171536_7934654.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000224553_8995473_mask2,pexels,224553,8995473,000000224553_8995473.mp4,58,347,29.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000224/000000224553_8995473.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000294080_16577325_mask1,pexels,294080,16577325,000000294080_16577325.mp4,60,359,30.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000294/000000294080_16577325.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000150399_7504266_mask3,pexels,150399,7504266,000000150399_7504266.mp4,0,199,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000150/000000150399_7504266.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000023814_4281278_mask7,pexels,23814,4281278,000000023814_4281278.mp4,96,239,24.0,7,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000023/000000023814_4281278.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000078385_5945831_mask1,pexels,78385,5945831,000000078385_5945831.mp4,0,187,25.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000078/000000078385_5945831.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000011150_3627321_mask1,pexels,11150,3627321,000000011150_3627321.mp4,0,249,25.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000011/000000011150_3627321.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000171201_7924420_mask12,pexels,171201,7924420,000000171201_7924420.mp4,50,279,25.0,12,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000171/000000171201_7924420.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000233160_9391660_mask1,pexels,233160,9391660,000000233160_9391660.mp4,250,499,25.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000233/000000233160_9391660.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000017167_4041712_mask2,pexels,17167,4041712,000000017167_4041712.mp4,0,289,29.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000017/000000017167_4041712.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000282682_14032369_mask1,pexels,282682,14032369,000000282682_14032369.mp4,0,359,60.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000282/000000282682_14032369.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000137811_7226223_mask2,pexels,137811,7226223,000000137811_7226223.mp4,58,231,29.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000137/000000137811_7226223.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000030125_4568933_mask9,pexels,30125,4568933,000000030125_4568933.mp4,50,299,25.0,9,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000030/000000030125_4568933.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000260973_11073693_mask3,pexels,260973,11073693,000000260973_11073693.mp4,500,880,50.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000260/000000260973_11073693.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000137807_7225749_mask3,pexels,137807,7225749,000000137807_7225749.mp4,0,249,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000137/000000137807_7225749.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000274220_12767206_mask2,pexels,274220,12767206,000000274220_12767206.mp4,0,599,60.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000274/000000274220_12767206.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000114569_6760659_mask4,pexels,114569,6760659,000000114569_6760659.mp4,0,249,25.0,4,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000114/000000114569_6760659.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000108630_6636748_mask3,pexels,108630,6636748,000000108630_6636748.mp4,0,249,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000108/000000108630_6636748.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000147815_7437508_mask3,pexels,147815,7437508,000000147815_7437508.mp4,250,499,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000147/000000147815_7437508.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000226108_9047399_mask3,pexels,226108,9047399,000000226108_9047399.mp4,0,229,23.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000226/000000226108_9047399.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000014045_3859476_mask11,pexels,14045,3859476,000000014045_3859476.mp4,432,593,24.0,11,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000014/000000014045_3859476.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000092647_6264162_mask8,pexels,92647,6264162,000000092647_6264162.mp4,0,149,25.0,8,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000092/000000092647_6264162.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000015730_3981950_mask2,pexels,15730,3981950,000000015730_3981950.mp4,0,173,29.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000015/000000015730_3981950.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000240110_9699997_mask3,pexels,240110,9699997,000000240110_9699997.mp4,276,505,23.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000240/000000240110_9699997.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000314427_20087585_mask6,pexels,314427,20087585,000000314427_20087585.mp4,480,779,30.0,6,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000314/000000314427_20087585.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000127218_6982390_mask2,pexels,127218,6982390,000000127218_6982390.mp4,50,249,25.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000127/000000127218_6982390.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000157507_7626487_mask2,pexels,157507,7626487,000000157507_7626487.mp4,200,349,25.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000157/000000157507_7626487.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000247556_10045664_mask37,pexels,247556,10045664,000000247556_10045664.mp4,1000,1181,25.0,37,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000247/000000247556_10045664.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000040610_4916813_mask1,pexels,40610,4916813,000000040610_4916813.mp4,58,347,29.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000040/000000040610_4916813.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000127195_6981805_mask3,pexels,127195,6981805,000000127195_6981805.mp4,500,725,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000127/000000127195_6981805.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000148799_7470525_mask1,pexels,148799,7470525,000000148799_7470525.mp4,0,249,25.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000148/000000148799_7470525.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000207008_8612313_mask68,pexels,207008,8612313,000000207008_8612313.mp4,500,649,25.0,68,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000207/000000207008_8612313.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000048940_5158541_mask5,pexels,48940,5158541,000000048940_5158541.mp4,50,299,25.0,5,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000048/000000048940_5158541.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000114854_6764372_mask4,pexels,114854,6764372,000000114854_6764372.mp4,0,149,25.0,4,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000114/000000114854_6764372.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000220613_8927244_mask3,pexels,220613,8927244,000000220613_8927244.mp4,0,199,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000220/000000220613_8927244.mp4,PLANNED,NOT_CHECKED,,
train,train_pexels_000000221434_8939663_mask5,pexels,221434,8939663,000000221434_8939663.mp4,150,368,25.0,5,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000221/000000221434_8939663.mp4,PLANNED,NOT_CHECKED,,
