path,status,opened,first_frame_ok,fps,frames_reported,width,height,size_bytes
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000000/000000000275_853994.mp4,OK,True,True,23.976023976023978,295.0,1920.0,1080.0,6879194
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000000/000000000430_854212.mp4,OK,True,True,23.976023976023978,754.0,1920.0,1080.0,18571385
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000000/000000000437_854222.mp4,OK,True,True,23.976023976023978,2414.0,1920.0,1080.0,56353544
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000000/000000000656_854666.mp4,OK,True,True,23.976023976023978,824.0,1920.0,1012.0,18673544
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000000/000000000818_854929.mp4,OK,True,True,29.97002997002997,997.0,1920.0,1080.0,19759489
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000000/000000000891_855084.mp4,OK,True,True,25.0,315.0,1920.0,1080.0,7445291
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000000/000000000899_855101.mp4,OK,True,True,30.0,304.0,1280.0,720.0,3058296
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000000/000000000950_855220.mp4,OK,True,True,25.0,326.0,1920.0,1080.0,7339893
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000001/000000001126_855467.mp4,OK,True,True,25.0,1537.0,1920.0,1080.0,36267273
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000001/000000001307_855770.mp4,OK,True,True,29.97002997002997,916.0,1920.0,1080.0,17308691
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000001/000000001337_855849.mp4,OK,True,True,25.0,951.0,1920.0,1080.0,22599342
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000001/000000001405_855985.mp4,OK,True,True,25.0,1889.0,1920.0,1080.0,45021551
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000001/000000001427_856017.mp4,OK,True,True,25.0,531.0,1920.0,1080.0,11953795
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000001/000000001601_856386.mp4,OK,True,True,30.0,569.0,1922.0,1080.0,10608373
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000001/000000001805_856986.mp4,OK,True,True,25.0,345.0,1920.0,1080.0,9070254
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000002/000000002366_1182756.mp4,OK,True,True,25.0,601.0,1920.0,1080.0,15277043
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000002/000000002627_1258859.mp4,OK,True,True,25.0,487.0,1920.0,1080.0,12494176
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000003/000000003258_1494311.mp4,OK,True,True,23.976023976023978,553.0,1280.0,720.0,2603734
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000003/000000003889_1907066.mp4,DECODE_FAIL,False,False,,,,,615861
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000004/000000004237_2209965.mp4,OK,True,True,29.97002997002997,361.0,1920.0,1080.0,7425719
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000004/000000004522_2307504.mp4,OK,True,True,29.97002997002997,1042.0,1920.0,1080.0,22290197
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000004/000000004923_2516157.mp4,OK,True,True,23.976023976023978,241.0,1920.0,1080.0,5957956
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000005/000000005347_2711275.mp4,OK,True,True,24.0,325.0,1920.0,1080.0,9694362
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000005/000000005564_2795164.mp4,OK,True,True,25.0,393.0,1920.0,1080.0,8030586
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000005/000000005733_2818537.mp4,OK,True,True,23.976023976023978,406.0,1920.0,1080.0,12087709
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000005/000000005820_2836024.mp4,OK,True,True,23.976023976023978,392.0,1920.0,1080.0,11891682
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000006/000000006032_2867865.mp4,OK,True,True,24.0,738.0,1920.0,1080.0,22411348
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000006/000000006219_2894890.mp4,OK,True,True,24.0,469.0,1920.0,1080.0,13740037
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000006/000000006463_2941116.mp4,OK,True,True,23.976023976023978,437.0,2048.0,1080.0,10029771
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000006/000000006713_3002399.mp4,OK,True,True,25.0,2213.0,1920.0,1080.0,58075200
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000007/000000007421_3048932.mp4,OK,True,True,24.0,572.0,1920.0,1080.0,13944348
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000007/000000007869_3109516.mp4,OK,True,True,23.976023976023978,293.0,1080.0,1920.0,6191163
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000007/000000007933_3115351.mp4,OK,True,True,25.0,648.0,1280.0,720.0,10088732
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000008/000000008019_3120159.mp4,OK,True,True,25.0,560.0,1920.0,1080.0,13182613
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000008/000000008033_3120784.mp4,OK,True,True,25.0,722.0,1920.0,1080.0,15007080
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000008/000000008113_3129110.mp4,OK,True,True,25.0,464.0,1920.0,1080.0,5053276
/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000008/000000008167_3134900.mp4,OK,True,True,23.976023976023978,487.0,1920.0,1080.0,14619057
