index,sample_id,scene_group,condition_path,gt_path,mask_path,rose_output_path,decode_ok,frames,height,width,black_frame_ratio,full_psnr,full_ssim_approx,full_l1,cond_full_psnr,cond_full_l1,temporal_flicker,mask_area_frac,mask_psnr,mask_l1,boundary_area_frac,boundary_psnr,boundary_l1,affected_area_frac,affected_psnr,affected_l1,outside_area_frac,outside_psnr,outside_l1,metric_delta_full_psnr_vs_condition,metric_delta_full_l1_vs_condition,auto_label,visual_label,visual_notes,review_sheet_path,temporal_strip_path
1,BLENDER_BEACH030_00003,BLENDER_BEACH030,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_BEACH030_00003.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_BEACH030_00003.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_BEACH030_00003.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp49_pai_rose_adapter_feasibility/vor_or_gate16_20260630_085042/example-1.mp4,True,17,480,720,0.0,22.24771921686511,0.9123403395015975,11.719917297363281,16.934705952096035,18.24215316772461,3.0657711029052734,0.12194223175381264,17.23824018759967,26.436119079589844,0.04123570261437909,18.527852691936893,22.280855178833008,0.3474865536492375,17.929418669205774,25.35335350036621,0.8572354983660131,23.985151100905053,9.434379577636719,5.313013264769076,6.522235870361328,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE,Codex-inspected,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/01_BLENDER_BEACH030_00003_review.jpg,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/01_BLENDER_BEACH030_00003_temporal_strip.jpg
2,BLENDER_FOREST009_00013,BLENDER_FOREST009,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_FOREST009_00013.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST009_00013.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_FOREST009_00013.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp49_pai_rose_adapter_feasibility/vor_or_gate16_20260630_085042/example-2.mp4,True,17,480,720,0.0,33.525561877246986,0.9280354610171019,3.831547260284424,37.388005140168204,1.1465321779251099,0.41362321376800537,0.016308551198257082,25.778527673429213,8.663619041442871,0.012210648148148148,26.493056020732595,8.4598970413208,0.021240298202614378,25.231539668656353,10.026847839355469,0.9774077478213508,34.01887992388335,3.7213938236236572,-3.862443262921218,-2.685015082359314,ROSE_OUTPUT_USABLE,ROSE_OUTPUT_USABLE,Codex-inspected,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/02_BLENDER_FOREST009_00013_review.jpg,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/02_BLENDER_FOREST009_00013_temporal_strip.jpg
3,BLENDER_LAVA001_00001,BLENDER_LAVA001,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_LAVA001_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_LAVA001_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_LAVA001_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp49_pai_rose_adapter_feasibility/vor_or_gate16_20260630_085042/example-3.mp4,True,17,480,720,0.08895969498910676,23.012083777574695,0.6660163142187411,7.00386381149292,18.014692420606334,8.839491844177246,1.3361808061599731,0.015430623638344227,10.502852359023326,57.155189514160156,0.007631910403050109,12.13365475774175,45.51972579956055,0.18641203703703704,15.956053167490083,25.03428840637207,0.9805628744553377,24.612377690096746,6.064403057098389,4.997391356968361,1.8356280326843262,TRIVIAL_BAD,MEDIUM_HARD_ELIGIBLE,Codex-inspected,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/03_BLENDER_LAVA001_00001_review.jpg,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/03_BLENDER_LAVA001_00001_temporal_strip.jpg
4,BLENDER_RIVER001_00002,BLENDER_RIVER001,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_RIVER001_00002.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_RIVER001_00002.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_RIVER001_00002.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp49_pai_rose_adapter_feasibility/vor_or_gate16_20260630_085042/example-4.mp4,True,17,480,720,0.14652352260348583,26.954130032218906,0.9904116069212962,5.181031227111816,23.578961548921733,3.657033920288086,0.6356296539306641,0.03014654820261438,13.048591723493377,41.91496276855469,0.014325129357298474,19.728401038526147,17.57624626159668,0.03937193627450981,14.064040273731742,35.62654113769531,0.962406045751634,32.99459261866315,3.970261812210083,3.3751684832971733,-1.5239973068237305,TRIVIAL_BAD,ROSE_OUTPUT_USABLE,Codex-inspected,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/04_BLENDER_RIVER001_00002_review.jpg,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/04_BLENDER_RIVER001_00002_temporal_strip.jpg
5,BLENDER_STREET008_00006,BLENDER_STREET008,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_STREET008_00006.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_STREET008_00006.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_STREET008_00006.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp49_pai_rose_adapter_feasibility/vor_or_gate16_20260630_085042/example-5.mp4,True,17,480,720,0.0,33.77310505494607,0.9744269453477886,3.878096342086792,33.7961790967245,1.169537901878357,0.37957122921943665,0.009443252995642701,21.53904267426541,15.611699104309082,0.005984817538126362,24.0096700721169,12.48989486694336,0.01148999183006536,21.821708738622767,15.490682601928711,0.9874249387254902,34.605021817187925,3.7408974170684814,-0.023074041778428978,-2.708558440208435,ROSE_OUTPUT_USABLE,ROSE_OUTPUT_USABLE,Codex-inspected,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/05_BLENDER_STREET008_00006_review.jpg,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/05_BLENDER_STREET008_00006_temporal_strip.jpg
6,BLENDER_WAREHOUSE001_00004,BLENDER_WAREHOUSE001,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_WAREHOUSE001_00004.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_WAREHOUSE001_00004.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_WAREHOUSE001_00004.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp49_pai_rose_adapter_feasibility/vor_or_gate16_20260630_085042/example-6.mp4,True,17,480,720,0.024889535675381262,32.44065197212634,0.9874622442006489,2.683401346206665,30.170448534345795,2.308607816696167,0.1947622448205948,0.07557836328976035,31.16205896886061,5.470844268798828,0.01875357434640523,19.072741411563975,11.89155387878418,0.03960375816993464,25.097829020470556,8.254974365234375,0.9150154888344226,34.818205664297196,2.305840015411377,2.2702034377805447,-0.37479352951049805,ROSE_OUTPUT_USABLE,ROSE_OUTPUT_USABLE,Codex-inspected,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/06_BLENDER_WAREHOUSE001_00004_review.jpg,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/06_BLENDER_WAREHOUSE001_00004_temporal_strip.jpg
7,BLENDER_DESERT004_00001,BLENDER_DESERT004,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_DESERT004_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_DESERT004_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_DESERT004_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp49_pai_rose_adapter_feasibility/vor_or_gate16_20260630_085042/example-7.mp4,True,17,480,720,0.0,31.249293336578102,0.9879720859992718,5.402748107910156,25.094518640888815,3.6898834705352783,0.4946819543838501,0.032244178921568625,22.85231928647075,13.569350242614746,0.04152284177559913,24.804181574247302,10.57741641998291,0.06437670206971678,23.20314517010957,13.283616065979004,0.9453986247276689,32.52132458632035,5.037353992462158,6.154774695689287,-1.712864637374878,ROSE_OUTPUT_USABLE,ROSE_OUTPUT_USABLE,Codex-inspected,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/07_BLENDER_DESERT004_00001_review.jpg,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/07_BLENDER_DESERT004_00001_temporal_strip.jpg
8,BLENDER_BEDROOM009_00083,BLENDER_BEDROOM009,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_BEDROOM009_00083.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_BEDROOM009_00083.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_BEDROOM009_00083.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp49_pai_rose_adapter_feasibility/vor_or_gate16_20260630_085042/example-8.mp4,True,17,480,720,0.0007683142701525055,27.625054615232287,0.9848931325665254,6.920570373535156,20.223491421524532,8.616087913513184,0.3881837725639343,0.09957856753812636,21.776693923188105,16.367725372314453,0.025733592047930284,19.540078050167015,17.08723258972168,0.112411322167756,20.384690930940074,18.057628631591797,0.8872569444444445,29.77665010017936,5.728452205657959,7.401563193707755,1.6955175399780273,ROSE_OUTPUT_USABLE,SIDE_EFFECT_LEFT,Codex-inspected,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/08_BLENDER_BEDROOM009_00083_review.jpg,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/08_BLENDER_BEDROOM009_00083_temporal_strip.jpg
9,REAL_ENV005_00003_003_05,REAL_ENV005_00003_003,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV005_00003_003_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV005_00003_003_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV005_00003_003_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp49_pai_rose_adapter_feasibility/vor_or_gate16_20260630_085042/example-9.mp4,True,17,480,720,0.0007671228213507625,21.0394352594294,0.8955238080803474,14.71446704864502,20.26705704029024,15.793558120727539,10.403156280517578,0.02893144063180828,20.089393056438638,18.173288345336914,0.022692163671023967,19.791820433843633,17.449626922607422,0.544150667211329,18.691483639653388,21.779521942138672,0.9594978894335512,21.089248412098627,14.578841209411621,0.7723782191391599,1.0790910720825195,MEDIUM_HARD_ELIGIBLE,ROSE_OUTPUT_USABLE,Codex-inspected,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/09_REAL_ENV005_00003_003_05_review.jpg,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/09_REAL_ENV005_00003_003_05_temporal_strip.jpg
10,REAL_ENV026_00001_002_02,REAL_ENV026_00001_002,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV026_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV026_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV026_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/experiments/dpo/exp49_pai_rose_adapter_feasibility/vor_or_gate16_20260630_085042/example-10.mp4,True,17,480,720,0.0,22.096397173253347,0.9392749530489,10.625779151916504,18.68625492078988,13.658469200134277,0.4637184739112854,0.12450912309368192,14.81331685787367,30.219646453857422,0.030002042483660132,18.384919360525625,18.77910614013672,0.3210117102396514,17.548071506049297,22.67659568786621,0.8602146309912854,26.514866944844844,7.7026190757751465,3.4101422524634657,3.0326900482177734,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE,Codex-inspected,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/10_REAL_ENV026_00001_002_02_review.jpg,/mnt/workspace/hj/nas_hj/H20_Video_inpainting_DPO_exp49_rose_adapter/reports/exp49_rose_vor_or_gate16_evidence/10_REAL_ENV026_00001_002_02_temporal_strip.jpg
