sample_id,model,classification_final,full_psnr,mask_psnr,boundary_psnr,outside_psnr,mask_mae,outside_mae,temporal_ratio
BLENDER_FOREST049_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,47.60046327709807,24.231624006479638,24.231624006479638,58.963320454892255,11.670844246359433,0.01685242491829045,1.788392729115437
BLENDER_FOREST049_00001,diffueraser,TRIVIAL_BAD,30.88175756485237,18.458416336734423,,31.202729714054584,23.417322607601392,5.330305884866154,15.641841275704255
BLENDER_FOREST049_00001,minimax_official_v3,TRIVIAL_BAD,27.59709017584435,20.800498566794204,,27.668388288248273,16.793309772715848,6.907784854664522,89.85203495205364
BLENDER_FOREST049_00001,propainter,MEDIUM_HARD_ELIGIBLE,38.86041612924502,20.41591722078209,,40.42710346207011,16.347081577076633,1.3376945537679337,1.9675681750665603
BLENDER_GRASS001_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,41.52871320147883,15.157369886469255,15.157369886469255,57.009369282674534,39.96140244427849,0.010438707876293099,1.3012721715491116
BLENDER_GRASS001_00001,diffueraser,TRIVIAL_BAD,31.285008502930427,29.283447364962512,,31.290735839311264,7.134173898135915,5.4125040559207696,27.09022124507299
BLENDER_GRASS001_00001,minimax_official_v3,TRIVIAL_BAD,29.588214313298344,28.693597632765776,,29.59048035765722,5.518894924837,4.795298660502715,132.41990017232158
BLENDER_GRASS001_00001,propainter,MEDIUM_HARD_ELIGIBLE,42.52533913839079,25.887767354681984,,42.98997523039634,7.039157895480885,1.0459138856214636,1.119707331837899
BLENDER_GRASS002_00001,controlled_corruption_v3,TRIVIAL_BAD,23.802701756125632,14.424667306831928,14.424667306831928,49.69637971192897,42.864905189065375,0.07803806881694232,24.560690692413612
BLENDER_GRASS002_00001,diffueraser,TRIVIAL_BAD,25.357690426080307,18.995844721681543,,27.820448279475432,16.845283452202292,6.929428353029139,20.970608484689528
BLENDER_GRASS002_00001,minimax_official_v3,TRIVIAL_BAD,27.539559700194257,23.945736240284283,,28.334327289495345,8.618882964639102,5.156527098487405,98.11241885777982
BLENDER_GRASS002_00001,propainter,TRIVIAL_BAD,27.197483866632894,20.293514575223988,,30.2826361352204,12.725606469547047,3.298106319764081,15.719762228706314
BLENDER_GRASS003_00002,controlled_corruption_v3,TRIVIAL_BAD,35.92465061578625,18.95423562606182,18.95423562606182,53.05756617790032,21.3307923709645,0.03146568302284269,2.8142502300446273
BLENDER_GRASS003_00002,diffueraser,TRIVIAL_BAD,19.07173099911965,16.509060350842987,,19.142517878574985,28.797705818625058,15.73360544092515,23.107285503641762
BLENDER_GRASS003_00002,minimax_official_v3,TRIVIAL_BAD,19.260018820817624,16.783853519047476,,19.327650429548502,25.389329461490405,14.908658869126263,109.91793022749913
BLENDER_GRASS003_00002,propainter,TRIVIAL_BAD,19.79193983928081,18.309075508612207,,19.82762166948703,21.40275540071375,12.103302899528952,2.4674232023697833
BLENDER_MOUNTAIN001_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,36.33207154126239,16.845021496854997,16.845021496854997,56.66075247680522,33.889605802648205,0.016233770943739834,2.167843353481463
BLENDER_MOUNTAIN001_00001,diffueraser,TRIVIAL_BAD,31.106214420172645,17.39148763531718,,32.380741703435056,22.49765901004567,4.603005212896011,19.620143096463416
BLENDER_MOUNTAIN001_00001,minimax_official_v3,TRIVIAL_BAD,28.55046093103966,18.858693609541522,,28.982837399342714,17.45801757363712,4.519703837002025,115.63847324926884
BLENDER_MOUNTAIN001_00001,propainter,MEDIUM_HARD_ELIGIBLE,35.90641138009762,18.423575982178768,,40.11699379695517,20.502795163322897,0.9915664862183964,1.8990177729219475
BLENDER_MOUNTAIN006_00001,controlled_corruption_v3,TRIVIAL_BAD,26.70047405510541,20.168695003994337,20.168695003994337,52.445390737981654,20.70582816180061,0.08230626802234088,3.0904645969588764
BLENDER_MOUNTAIN006_00001,diffueraser,TRIVIAL_BAD,23.535554858990334,18.2073329419785,,28.579966136539156,24.39706577974207,7.082907985238468,3.0885214451861374
BLENDER_MOUNTAIN006_00001,minimax_official_v3,TRIVIAL_BAD,19.279226874475462,13.015776785048411,,30.27716276322031,45.622870950137866,4.535045146942139,13.697677570100465
BLENDER_MOUNTAIN006_00001,propainter,TRIVIAL_BAD,24.391528164565983,18.306435909173686,,33.31976972760262,22.21290341545554,2.7167406923630657,4.329644492368696
BLENDER_MOUNTAIN007_00001,controlled_corruption_v3,TRIVIAL_BAD,19.31112579869428,12.485504004388849,12.485504004388849,45.477104445835494,56.80103750789867,0.1351153394755195,18.673322918439002
BLENDER_MOUNTAIN007_00001,diffueraser,TRIVIAL_BAD,23.868978522708506,17.580741851005982,,32.14479199808643,16.703172908109778,4.619999997756061,15.374723515490865
BLENDER_MOUNTAIN007_00001,minimax_official_v3,TRIVIAL_BAD,20.97523642496217,14.451821988280207,,31.577387070555975,21.070210288552676,2.0698110706665935,35.2626022799338
BLENDER_MOUNTAIN007_00001,propainter,TRIVIAL_BAD,23.280594869500682,16.669461617491315,,35.28333629556494,17.547981598797968,0.9528500823413625,12.752847017060834
BLENDER_MOUNTAIN008_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,51.345197369115,22.42878672850671,22.42878672850671,62.24428738769178,18.85994894364301,0.004987480721491224,1.288715191848386
BLENDER_MOUNTAIN008_00001,diffueraser,TRIVIAL_BAD,21.97077367006347,35.20041102817725,,21.965793062483513,4.199626025031595,11.949167588177849,20.814854187774866
BLENDER_MOUNTAIN008_00001,minimax_official_v3,TRIVIAL_BAD,22.58643452912249,44.93656809779673,,22.58123090387855,1.1679961926796858,10.09347926869112,111.24851372172277
