label,split,sample_id,checkpoint,protocol,condition_path,winner_path,mask_path,raw_step0,side_by_side,temporal_strip_16,review_sheet,opened_midframe_review_sheet,opened_temporal_strip_16,opened_side_by_side_mp4_decode,side_by_side_frames,side_by_side_width,side_by_side_height,mask_polarity,gt_leakage,hidden_comp,raw_output_primary,visual_classification,quality_positive,reason
official_readme_test,train4,BLENDER_BEACH030_00003,step0_official_minimax,official_readme_test_12steps_6iterations,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH030_00003/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH030_00003/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH030_00003/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEACH030_00003/step0/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEACH030_00003/step0/evidence/side_by_side.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEACH030_00003/step0/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEACH030_00003/step0/evidence/midframe_review_sheet.jpg,True,True,True,17,2048,512,PASS,NOT_OBSERVED,NOT_USED,True,PROTOCOL_VALID_QUALITY_TRADEOFF,False,island-scale mask yields sandbar/shore hallucination versus clean winner; over-erasure risk
official_readme_test,train4,BLENDER_BEACH036_00001,step0_official_minimax,official_readme_test_12steps_6iterations,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH036_00001/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH036_00001/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH036_00001/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEACH036_00001/step0/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEACH036_00001/step0/evidence/side_by_side.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEACH036_00001/step0/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEACH036_00001/step0/evidence/midframe_review_sheet.jpg,True,True,True,17,2048,512,PASS,NOT_OBSERVED,NOT_USED,True,PROTOCOL_VALID_BASELINE_OK,False,submarine-like mask aligns in dark scene; raw removal is temporally readable
official_readme_test,train4,BLENDER_BEDROOM009_00083,step0_official_minimax,official_readme_test_12steps_6iterations,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEDROOM009_00083/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEDROOM009_00083/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEDROOM009_00083/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEDROOM009_00083/step0/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEDROOM009_00083/step0/evidence/side_by_side.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEDROOM009_00083/step0/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_BEDROOM009_00083/step0/evidence/midframe_review_sheet.jpg,True,True,True,17,2048,512,PASS,NOT_OBSERVED,NOT_USED,True,PROTOCOL_VALID_BASELINE_OK,False,room mask aligns; raw stays room-like; no polarity issue
official_readme_test,train4,BLENDER_CARTOON002_00001,step0_official_minimax,official_readme_test_12steps_6iterations,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_CARTOON002_00001/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_CARTOON002_00001/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_CARTOON002_00001/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_CARTOON002_00001/step0/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_CARTOON002_00001/step0/evidence/side_by_side.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_CARTOON002_00001/step0/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/train4/BLENDER_CARTOON002_00001/step0/evidence/midframe_review_sheet.jpg,True,True,True,17,2048,512,PASS,NOT_OBSERVED,NOT_USED,True,PROTOCOL_VALID_QUALITY_FAIL,False,raw output has dark blob/artifact in masked board area; protocol valid but quality fail
official_readme_test,search4,BLENDER_MOUNTAIN001_00001,step0_official_minimax,official_readme_test_12steps_6iterations,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN001_00001/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN001_00001/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN001_00001/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN001_00001/step0/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN001_00001/step0/evidence/side_by_side.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN001_00001/step0/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN001_00001/step0/evidence/midframe_review_sheet.jpg,True,True,True,17,2048,512,PASS,NOT_OBSERVED,NOT_USED,True,PROTOCOL_VALID_BASELINE_OK,False,mask aligns; raw fills small corner removal without polarity flip; no GT leakage seen
official_readme_test,search4,BLENDER_MOUNTAIN002_00001,step0_official_minimax,official_readme_test_12steps_6iterations,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN002_00001/step0/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN002_00001/step0/evidence/side_by_side.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN002_00001/step0/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN002_00001/step0/evidence/midframe_review_sheet.jpg,True,True,True,17,2048,512,PASS,NOT_OBSERVED,NOT_USED,True,PROTOCOL_VALID_BASELINE_OK,False,person removal mask aligns; raw resembles clean mountain target; no hidden comp seen
official_readme_test,search4,BLENDER_MOUNTAIN006_00001,step0_official_minimax,official_readme_test_12steps_6iterations,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN006_00001/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN006_00001/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN006_00001/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN006_00001/step0/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN006_00001/step0/evidence/side_by_side.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN006_00001/step0/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN006_00001/step0/evidence/midframe_review_sheet.jpg,True,True,True,17,2048,512,PASS,NOT_OBSERVED,NOT_USED,True,PROTOCOL_VALID_QUALITY_TRADEOFF,False,large foreground removal creates changed terrain/fog-like structure; protocol valid but not quality positive
official_readme_test,search4,BLENDER_MOUNTAIN007_00001,step0_official_minimax,official_readme_test_12steps_6iterations,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN007_00001/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN007_00001/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_MOUNTAIN007_00001/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN007_00001/step0/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN007_00001/step0/evidence/side_by_side.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN007_00001/step0/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/official_readme_test/search4/BLENDER_MOUNTAIN007_00001/step0/evidence/midframe_review_sheet.jpg,True,True,True,17,2048,512,PASS,NOT_OBSERVED,NOT_USED,True,PROTOCOL_VALID_BASELINE_OK,False,drone mask aligns; raw removes object with plausible haze; no leakage
feature_6step_probe,train4,BLENDER_BEACH030_00003,step0_6step_diagnostic,feature_text_6step_probe_diagnostic_only,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH030_00003/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH030_00003/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH030_00003/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/feature_6step_probe/train4/BLENDER_BEACH030_00003/step0/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/feature_6step_probe/train4/BLENDER_BEACH030_00003/step0/evidence/side_by_side.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/feature_6step_probe/train4/BLENDER_BEACH030_00003/step0/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/feature_6step_probe/train4/BLENDER_BEACH030_00003/step0/evidence/midframe_review_sheet.jpg,True,True,True,17,2048,512,PASS,NOT_OBSERVED,NOT_USED,True,PROTOCOL_VALID_QUALITY_TRADEOFF,False,large island removal remains over-erased/sandbar-like
feature_6step_probe,train4,BLENDER_BEACH036_00001,step0_6step_diagnostic,feature_text_6step_probe_diagnostic_only,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH036_00001/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH036_00001/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_BEACH036_00001/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/feature_6step_probe/train4/BLENDER_BEACH036_00001/step0/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/feature_6step_probe/train4/BLENDER_BEACH036_00001/step0/evidence/side_by_side.mp4,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/feature_6step_probe/train4/BLENDER_BEACH036_00001/step0/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/experiments/dpo/exp41_h20_minimax_parallel_bf16/protocol_audit_20260629_070149/outputs/feature_6step_probe/train4/BLENDER_BEACH036_00001/step0/evidence/midframe_review_sheet.jpg,True,True,True,17,2048,512,PASS,NOT_OBSERVED,NOT_USED,True,PROTOCOL_VALID_BASELINE_OK,False,dark-scene removal remains readable
