accepted,condition_frame_count,condition_member_path,condition_source_path,effect_type,fps,mask_area_max,mask_area_median,mask_area_min,mask_area_total,mask_bucket,mask_frame_count,mask_member_path,mask_source_path,masked_absdiff_mean,non_empty_mask_frames,outside_absdiff_mean,reject_reason,rejected_from_manifest,resolution,sample_id,scene_group,selected_end_frame,selected_frame_count,selected_start_frame,source_type,winner_frame_count,winner_member_path,winner_source_path
True,240,VOR-Train/FG_BG/BLENDER_BEDROOM009_00083.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_BEDROOM009_00083.mp4,unknown,24.0,0.10082368827160494,0.10067756558641976,0.09815393518518518,8.09854118441358,large,240,MASK/BLENDER_BEDROOM009_00083.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_BEDROOM009_00083.mp4,72.77882470024957,81,1.843440416418476,,True,1920x1080,BLENDER_BEDROOM009_00083,BLENDER_BEDROOM009,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_BEDROOM009_00083.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_BEDROOM009_00083.mp4
True,240,VOR-Train/FG_BG/REAL_ENV096_00002_001_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV096_00002_001_05.mp4,unknown,30.0,0.22881293402777778,0.1250412326388889,0.042146267361111114,9.95115451388889,large,240,MASK/REAL_ENV096_00002_001_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV096_00002_001_05.mp4,59.83590472186053,81,13.408463795979818,,True,1280x720,REAL_ENV096_00002_001_05,REAL_ENV096_00002,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV096_00002_001_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV096_00002_001_05.mp4
True,240,VOR-Train/FG_BG/BLENDER_CARTOON002_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CARTOON002_00001.mp4,unknown,24.0,0.04021074459876543,0.0398779899691358,0.0393774112654321,3.2243928433641975,medium,240,MASK/BLENDER_CARTOON002_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CARTOON002_00001.mp4,72.44718433898173,81,4.055219556078499,,True,1920x1080,BLENDER_CARTOON002_00001,BLENDER_CARTOON002,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CARTOON002_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CARTOON002_00001.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00115.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00115.mp4,unknown,24.0,0.04396653163580247,0.04385657793209877,0.04360050154320988,3.5529721257716047,medium,240,MASK/BLENDER_CON001_00115.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00115.mp4,40.691984906608674,81,2.7065434573609153,,True,1920x1080,BLENDER_CON001_00115,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00115.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00115.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00131.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00131.mp4,unknown,24.0,0.0497632137345679,0.0495703125,0.049233217592592596,4.015768711419753,medium,240,MASK/BLENDER_CON001_00131.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00131.mp4,38.71910278885453,81,2.403124423674595,,True,1920x1080,BLENDER_CON001_00131,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00131.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00131.mp4
True,240,VOR-Train/FG_BG/REAL_ENV102_00001_003_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV102_00001_003_01.mp4,unknown,30.0,0.09329427083333333,0.07695963541666667,0.04935438368055556,6.011152343750001,medium,240,MASK/REAL_ENV102_00001_003_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV102_00001_003_01.mp4,60.36523748327185,81,4.476425053160868,,True,1280x720,REAL_ENV102_00001_003_01,REAL_ENV102_00001,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV102_00001_003_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV102_00001_003_01.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00171.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00171.mp4,unknown,24.0,0.21255208333333334,0.21248167438271606,0.2120799575617284,17.210294656635803,large,240,MASK/BLENDER_CON001_00171.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00171.mp4,36.200866181173446,81,3.4114202776072937,,True,1920x1080,BLENDER_CON001_00171,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00171.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00171.mp4
True,240,VOR-Train/FG_BG/REAL_ENV105_00001_001_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV105_00001_001_03.mp4,unknown,30.0,0.2724262152777778,0.16264865451388888,0.10781032986111111,14.056423611111112,large,240,MASK/REAL_ENV105_00001_001_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV105_00001_001_03.mp4,114.39221521071445,81,7.878317591584759,,True,1280x720,REAL_ENV105_00001_001_03,REAL_ENV105_00001,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV105_00001_001_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV105_00001_001_03.mp4
True,240,VOR-Train/FG_BG/REAL_ENV114_00004_004_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV114_00004_004_02.mp4,unknown,30.0,0.00986328125,0.005837673611111111,0.0036436631944444446,0.5004720052083333,small,240,MASK/REAL_ENV114_00004_004_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV114_00004_004_02.mp4,46.81670558599778,81,12.487802587909464,,True,1280x720,REAL_ENV114_00004_004_02,REAL_ENV114_00004,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV114_00004_004_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV114_00004_004_02.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00263.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00263.mp4,unknown,24.0,0.035188078703703704,0.03484567901234568,0.03478491512345679,2.829299286265432,small,240,MASK/BLENDER_CON001_00263.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00263.mp4,26.465283334991078,81,1.4078360825409124,,True,1920x1080,BLENDER_CON001_00263,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00263.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00263.mp4
