sample_id,model,video_path,review_method,reviewed_frames,blind_class,informed_class,final_class,classification,temporal_artifact,spatial_artifact,object_residual,effect_residual,boundary_seam,flicker,ghosting,outside_damage,reason,reviewer_pass,visual_review_status,source_type,scene_group,full_psnr,mask_psnr,outside_psnr,masked_mae_to_bg,temporal_diff_mean,temporal_diff_max,black_frame_ratio,contact_sheet,animated_gif,candidate_dir,winner_mp4,condition_mp4,mask_mp4,hard_comp,comp_mode
BLENDER_FOREST039_00117,diffueraser,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/mp4/BLENDER_FOREST039_00117_diffueraser.mp4,dense_temporal_review_fallback,0 1 2 3 4 6 7 9 10 12 13 15 16 18 19 20 21 23,TRIVIAL_BAD,TRIVIAL_BAD,TRIVIAL_BAD,trivial-bad,temporal_diff_checked,large_mask_region_mismatch_in_raw_frames,unknown_requires_root_cause_matrix,unknown_requires_root_cause_matrix,checked_in_dense_pack,checked_by_temporal_diff,checked_in_dense_pack,possible,mask_psnr=17.0684; masked_mae=28.3864; outside_psnr=25.3385; black_ratio=0.0000,true,DENSE_TEMPORAL_REVIEW_FALLBACK_COMPLETE,BLENDER,BLENDER_FOREST039,25.233326,17.068378,25.338497,28.386427,0.400526,3.956896,0.000000,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/sample_contact_sheets/BLENDER_FOREST039_00117.jpg,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/animated_gifs/BLENDER_FOREST039_00117.gif,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/preference_candidates/gate32_canonical_raw6_d0/diffueraser/raw_frames/BLENDER_FOREST039_00117,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00117.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_FOREST039_00117.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_FOREST039_00117.mp4,False,none
BLENDER_CON001_00332,diffueraser,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/mp4/BLENDER_CON001_00332_diffueraser.mp4,dense_temporal_review_fallback,0 1 2 3 4 6 7 9 10 12 13 15 16 18 19 21 23,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE,medium-hard,temporal_diff_checked,none,unknown_requires_root_cause_matrix,unknown_requires_root_cause_matrix,checked_in_dense_pack,checked_by_temporal_diff,checked_in_dense_pack,low,mask_psnr=26.5656; masked_mae=7.9114; outside_psnr=32.8797; black_ratio=0.0000,true,DENSE_TEMPORAL_REVIEW_FALLBACK_COMPLETE,BLENDER,BLENDER_CON001,32.530022,26.565585,32.879717,7.911440,0.013858,0.204126,0.000000,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/sample_contact_sheets/BLENDER_CON001_00332.jpg,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/animated_gifs/BLENDER_CON001_00332.gif,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/preference_candidates/gate32_canonical_raw6_d0/diffueraser/raw_frames/BLENDER_CON001_00332,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00332.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00332.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00332.mp4,False,none
REAL_ENV114_00004_004_02,diffueraser,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/mp4/REAL_ENV114_00004_004_02_diffueraser.mp4,dense_temporal_review_fallback,0 1 3 4 5 6 7 9 10 12 13 15 16 18 19 20 21 22 23,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE,medium-hard,temporal_diff_checked,none,unknown_requires_root_cause_matrix,unknown_requires_root_cause_matrix,checked_in_dense_pack,checked_by_temporal_diff,checked_in_dense_pack,possible,mask_psnr=23.6786; masked_mae=12.4766; outside_psnr=22.5812; black_ratio=0.0000,true,DENSE_TEMPORAL_REVIEW_FALLBACK_COMPLETE,REAL,REAL_ENV114_00004,22.585350,23.678628,22.581226,12.476642,4.648612,10.207686,0.000000,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/sample_contact_sheets/REAL_ENV114_00004_004_02.jpg,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/animated_gifs/REAL_ENV114_00004_004_02.gif,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/preference_candidates/gate32_canonical_raw6_d0/diffueraser/raw_frames/REAL_ENV114_00004_004_02,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV114_00004_004_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV114_00004_004_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV114_00004_004_02.mp4,False,none
REAL_ENV024_00002_008_01,diffueraser,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/mp4/REAL_ENV024_00002_008_01_diffueraser.mp4,dense_temporal_review_fallback,0 1 3 4 6 7 9 10 12 13 15 16 18 19 21 22 23,TRIVIAL_BAD,TRIVIAL_BAD,TRIVIAL_BAD,trivial-bad,temporal_diff_checked,large_mask_region_mismatch_in_raw_frames,unknown_requires_root_cause_matrix,unknown_requires_root_cause_matrix,checked_in_dense_pack,checked_by_temporal_diff,checked_in_dense_pack,possible,mask_psnr=17.9610; masked_mae=24.8481; outside_psnr=24.5483; black_ratio=0.0000,true,DENSE_TEMPORAL_REVIEW_FALLBACK_COMPLETE,REAL,REAL_ENV024_00002,23.545624,17.960985,24.548289,24.848060,5.393465,9.296267,0.000000,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/sample_contact_sheets/REAL_ENV024_00002_008_01.jpg,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/animated_gifs/REAL_ENV024_00002_008_01.gif,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/preference_candidates/gate32_canonical_raw6_d0/diffueraser/raw_frames/REAL_ENV024_00002_008_01,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV024_00002_008_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV024_00002_008_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV024_00002_008_01.mp4,False,none
REAL_ENV159_00010_003_05,diffueraser,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/mp4/REAL_ENV159_00010_003_05_diffueraser.mp4,dense_temporal_review_fallback,0 1 3 4 6 7 9 10 12 13 15 16 18 19 21 22 23,TRIVIAL_BAD,TRIVIAL_BAD,TRIVIAL_BAD,trivial-bad,temporal_diff_checked,large_mask_region_mismatch_in_raw_frames,unknown_requires_root_cause_matrix,unknown_requires_root_cause_matrix,checked_in_dense_pack,checked_by_temporal_diff,checked_in_dense_pack,low,mask_psnr=16.4934; masked_mae=32.0210; outside_psnr=28.3707; black_ratio=0.0000,true,DENSE_TEMPORAL_REVIEW_FALLBACK_COMPLETE,REAL,REAL_ENV159_00010,22.586521,16.493388,28.370670,32.021014,4.363674,6.550291,0.000000,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/sample_contact_sheets/REAL_ENV159_00010_003_05.jpg,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/animated_gifs/REAL_ENV159_00010_003_05.gif,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/preference_candidates/gate32_canonical_raw6_d0/diffueraser/raw_frames/REAL_ENV159_00010_003_05,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV159_00010_003_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV159_00010_003_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV159_00010_003_05.mp4,False,none
REAL_ENV212_00003_003_01,diffueraser,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/mp4/REAL_ENV212_00003_003_01_diffueraser.mp4,dense_temporal_review_fallback,0 1 2 3 4 6 7 8 9 10 12 13 15 16 18 19 21 23,TRIVIAL_BAD,TRIVIAL_BAD,TRIVIAL_BAD,trivial-bad,temporal_diff_checked,large_mask_region_mismatch_in_raw_frames,unknown_requires_root_cause_matrix,unknown_requires_root_cause_matrix,checked_in_dense_pack,checked_by_temporal_diff,checked_in_dense_pack,possible,mask_psnr=13.2932; masked_mae=29.9737; outside_psnr=25.6877; black_ratio=0.0000,true,DENSE_TEMPORAL_REVIEW_FALLBACK_COMPLETE,REAL,REAL_ENV212_00003,21.911468,13.293240,25.687747,29.973718,1.411978,2.630421,0.000000,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/sample_contact_sheets/REAL_ENV212_00003_003_01.jpg,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/animated_gifs/REAL_ENV212_00003_003_01.gif,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/preference_candidates/gate32_canonical_raw6_d0/diffueraser/raw_frames/REAL_ENV212_00003_003_01,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV212_00003_003_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV212_00003_003_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV212_00003_003_01.mp4,False,none
REAL_ENV202_00003_007_04,diffueraser,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/mp4/REAL_ENV202_00003_007_04_diffueraser.mp4,dense_temporal_review_fallback,0 1 3 4 6 7 9 10 12 13 15 16 18 19 21 22 23,TRIVIAL_BAD,TRIVIAL_BAD,TRIVIAL_BAD,trivial-bad,temporal_diff_checked,large_mask_region_mismatch_in_raw_frames,unknown_requires_root_cause_matrix,unknown_requires_root_cause_matrix,checked_in_dense_pack,checked_by_temporal_diff,checked_in_dense_pack,possible,mask_psnr=15.3880; masked_mae=27.1484; outside_psnr=18.9216; black_ratio=0.0000,true,DENSE_TEMPORAL_REVIEW_FALLBACK_COMPLETE,REAL,REAL_ENV202_00003,18.477927,15.387963,18.921623,27.148418,6.718862,12.778233,0.000000,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/sample_contact_sheets/REAL_ENV202_00003_007_04.jpg,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/animated_gifs/REAL_ENV202_00003_007_04.gif,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/preference_candidates/gate32_canonical_raw6_d0/diffueraser/raw_frames/REAL_ENV202_00003_007_04,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV202_00003_007_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV202_00003_007_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV202_00003_007_04.mp4,False,none
REAL_ENV171_00016_007_01,diffueraser,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/mp4/REAL_ENV171_00016_007_01_diffueraser.mp4,dense_temporal_review_fallback,0 1 3 4 6 7 9 10 12 13 15 16 17 18 19 21 22 23,TRIVIAL_BAD,TRIVIAL_BAD,TRIVIAL_BAD,trivial-bad,temporal_diff_checked,large_mask_region_mismatch_in_raw_frames,unknown_requires_root_cause_matrix,unknown_requires_root_cause_matrix,checked_in_dense_pack,checked_by_temporal_diff,checked_in_dense_pack,possible,mask_psnr=11.4332; masked_mae=58.1448; outside_psnr=24.0553; black_ratio=0.0000,true,DENSE_TEMPORAL_REVIEW_FALLBACK_COMPLETE,REAL,REAL_ENV171_00016,17.151654,11.433178,24.055261,58.144818,3.587214,4.960608,0.000000,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/sample_contact_sheets/REAL_ENV171_00016_007_01.jpg,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/animated_gifs/REAL_ENV171_00016_007_01.gif,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/preference_candidates/gate32_canonical_raw6_d0/diffueraser/raw_frames/REAL_ENV171_00016_007_01,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV171_00016_007_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV171_00016_007_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV171_00016_007_01.mp4,False,none
REAL_ENV219_00001_001_05,diffueraser,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/mp4/REAL_ENV219_00001_001_05_diffueraser.mp4,dense_temporal_review_fallback,0 1 3 4 6 7 9 10 12 13 15 16 18 19 21 22 23,TRIVIAL_BAD,TRIVIAL_BAD,TRIVIAL_BAD,trivial-bad,temporal_diff_checked,large_mask_region_mismatch_in_raw_frames,unknown_requires_root_cause_matrix,unknown_requires_root_cause_matrix,checked_in_dense_pack,checked_by_temporal_diff,checked_in_dense_pack,possible,mask_psnr=12.7774; masked_mae=48.8489; outside_psnr=16.7256; black_ratio=0.0000,true,DENSE_TEMPORAL_REVIEW_FALLBACK_COMPLETE,REAL,REAL_ENV219_00001,16.148929,12.777355,16.725592,48.848916,10.520368,18.765133,0.000000,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/sample_contact_sheets/REAL_ENV219_00001_001_05.jpg,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/animated_gifs/REAL_ENV219_00001_001_05.gif,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/preference_candidates/gate32_canonical_raw6_d0/diffueraser/raw_frames/REAL_ENV219_00001_001_05,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV219_00001_001_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV219_00001_001_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV219_00001_001_05.mp4,False,none
BLENDER_FOREST039_00530,diffueraser,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/mp4/BLENDER_FOREST039_00530_diffueraser.mp4,dense_temporal_review_fallback,0 1 2 3 4 6 7 8 9 10 12 13 15 16 18 19 21 23,TRIVIAL_BAD,TRIVIAL_BAD,TRIVIAL_BAD,trivial-bad,temporal_diff_checked,large_mask_region_mismatch_in_raw_frames,unknown_requires_root_cause_matrix,unknown_requires_root_cause_matrix,checked_in_dense_pack,checked_by_temporal_diff,checked_in_dense_pack,possible,mask_psnr=16.1052; masked_mae=31.1196; outside_psnr=26.9193; black_ratio=0.0000,true,DENSE_TEMPORAL_REVIEW_FALLBACK_COMPLETE,BLENDER,BLENDER_FOREST039,26.605123,16.105206,26.919305,31.119614,0.336578,3.165466,0.000000,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/sample_contact_sheets/BLENDER_FOREST039_00530.jpg,/home/hj/exp25_gate32_dense_review_runs/gate32_dense_54507fd_20260625_031604/animated_gifs/BLENDER_FOREST039_00530.gif,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/preference_candidates/gate32_canonical_raw6_d0/diffueraser/raw_frames/BLENDER_FOREST039_00530,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00530.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_FOREST039_00530.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_FOREST039_00530.mp4,False,none
