experiment,step_range,l_dpo,implicit_acc,win_gap,lose_gap,mse_w,ref_mse_w,mse_l,ref_mse_l,loser_dominant_ratio
VideoDPO_open_source,0-299,1.2063159933333332,0.49765623,0.00014500333333333331,9.996666666666667e-05,0.061526769999999995,0.061381809999999995,0.051424743333333335,0.05132473333333334,0.6599787699999999
VideoDPO_open_source,300-599,1.12657954,0.5210937533333333,0.00016664000000000002,0.0002469566666666667,0.05414132,0.053974699999999994,0.060885753333333334,0.06063879666666666,0.6816253
VideoDPO_open_source,600-899,1.29504587,0.5243489533333333,0.00017059666666666669,0.00016033,0.05958981666666666,0.05941920333333333,0.0526166,0.05245626666666667,0.6772285733333334
VideoDPO_open_source,900-1199,1.2307124066666668,0.5383072999999999,0.00021621333333333336,0.00035923666666666667,0.06657211,0.06635587999999999,0.05663295,0.056273743333333334,0.7396759966666666
VideoDPO_open_source,1200-1499,1.1172099100000001,0.5413541766666666,0.0002776633333333333,0.00037266999999999997,0.04500034666666667,0.04472267,0.05299198,0.052619273333333334,0.7791345533333334
VideoDPO_open_source,1500-1799,1.3240934733333334,0.5348958433333333,0.00041145,0.0005061999999999999,0.05903165,0.0586202,0.06355525333333334,0.06304901333333333,0.8207037033333333
VideoDPO_open_source,1800-2099,1.2308401500000001,0.5415104566666666,0.00038815999999999997,0.00050525,0.054248479999999995,0.053860316666666665,0.061222160000000005,0.06071694999999999,0.83048507
VideoDPO_open_source,2100-2399,1.1567030033333332,0.5618749966666666,0.0005506733333333333,0.00072966,0.05074041,0.05018973333333333,0.05060542,0.04987576666666667,0.8829550066666667
VideoDPO_open_source,2400-2699,1.2281159866666667,0.5461718966666667,0.00074814,0.0008633,0.05688352333333333,0.0561354,0.052841563333333334,0.05197822666666667,0.9108590266666666
VideoDPO_open_source,2700-2999,1.24877806,0.5698177166666667,0.0008661833333333333,0.0010276533333333333,0.05611111333333334,0.05524494333333333,0.06530949999999999,0.06428186666666666,0.9314382966666667
VideoDPO_open_source,3000-3299,1.1760919033333332,0.57101561,0.00109485,0.0014056366666666666,0.06299913666666666,0.06190430333333333,0.06166509,0.06025948999999999,0.9525136933333332
VideoDPO_open_source,3300-3599,1.2612223833333334,0.58132808,0.0010639233333333332,0.0013292,0.06032200666666667,0.05925809333333334,0.05457732333333334,0.05324814666666667,0.9395040299999999
VideoDPO_open_source,3600-3899,1.3213204966666665,0.5714583233333334,0.00111532,0.00136586,0.06282623999999999,0.06171094333333334,0.059920136666666665,0.05855427666666666,0.9544832566666666
VideoDPO_open_source,3900-4199,1.2581989933333333,0.5830729,0.0015435733333333333,0.0018211066666666668,0.06028129,0.05873770666666667,0.056017410000000004,0.054196360000000006,0.9662413666666667
VideoDPO_open_source,4200-4499,1.1031880166666668,0.6056510333333334,0.00153534,0.0019619566666666667,0.04422696666666667,0.04269160333333333,0.06006958666666667,0.05810761666666667,0.97442126
VideoDPO_open_source,4500-4799,1.3695768733333333,0.6162759833333333,0.0018766633333333334,0.0022953833333333334,0.07228314,0.07040645,0.06345051,0.06115511333333333,0.9759018233333334
VideoDPO_open_source,4800-5099,1.18641135,0.61468751,0.0016968000000000003,0.0022049733333333334,0.05837142,0.05667464,0.056769919999999995,0.05456493,0.98056564
VideoDPO_open_source,5100-5399,1.2139981966666666,0.64401045,0.00187437,0.0023866866666666666,0.060435466666666667,0.05856106333333333,0.05847751666666666,0.05609081,0.9776579
VideoDPO_open_source,5400-5699,0.9989736800000001,0.6462760366666667,0.0017166899999999999,0.00233435,0.054008643333333335,0.05229196,0.0546766,0.05234224666666667,0.9799456433333333
VideoDPO_open_source,5700-5999,1.09362299,0.6314322866666667,0.0016008866666666667,0.0021570966666666666,0.06054351,0.05894261,0.05940048999999999,0.057243449999999994,0.98185195
VideoDPO_open_source,6000-6299,1.19495554,0.6438801866666666,0.0020147,0.0026240699999999996,0.06247369666666666,0.06045896,0.06238853666666666,0.05976445666666667,0.98439502
VideoDPO_open_source,6300-6599,1.2026820433333334,0.6465104066666667,0.0018627933333333331,0.002387086666666667,0.05573578,0.053872986666666664,0.055176076666666664,0.05278897333333333,0.9757788366666666
VideoDPO_open_source,6600-6899,1.03127797,0.6652603899999999,0.00206872,0.0029199633333333334,0.05050212666666667,0.04843339666666666,0.06906327999999999,0.06614330333333333,0.9881044033333334
VideoDPO_open_source,6900-7199,1.2286875866666667,0.63937501,0.0020290566666666663,0.0026271266666666668,0.05576577666666666,0.05373676333333333,0.06462848666666667,0.06200135666666667,0.9903047233333333
VideoDPO_open_source,7200-7499,1.1245693866666666,0.6492448133333334,0.0019076266666666667,0.0026313133333333333,0.05838457333333333,0.05647695,0.06166155666666667,0.05903024,0.9821957099999999
VideoDPO_open_source,7500-7799,1.0374323866666666,0.6599218633333334,0.002049786666666667,0.002765926666666667,0.05502866666666667,0.052978913333333336,0.05685195333333333,0.054086050000000004,0.98929732
VideoDPO_open_source,7800-8099,1.2813460766666667,0.6569791933333333,0.002162583333333333,0.00278599,0.05673474,0.054572173333333335,0.06092645333333333,0.05814045,0.9879156633333334
VideoDPO_open_source,8100-8399,1.0145414233333332,0.70489581,0.0022597566666666667,0.0031017433333333333,0.06443082666666666,0.06217106,0.06001923,0.05691744333333334,0.9910953333333333
VideoDPO_open_source,8400-8699,1.2494600900000001,0.68497394,0.002483846666666667,0.0032036933333333332,0.06000785333333333,0.05752400666666666,0.061672033333333334,0.05846829,0.9918641866666666
VideoDPO_open_source,8700-8999,1.13797494,0.69442709,0.002798126666666667,0.003699603333333333,0.06983327666666667,0.0670352,0.06808061,0.06438101666666667,0.9939205999999999
VideoDPO_open_source,9000-9299,1.0907714033333333,0.6769010666666667,0.002798133333333333,0.0037270100000000002,0.060293473333333326,0.057495319999999996,0.04887648333333334,0.04514943333333333,0.99212636
VideoDPO_open_source,9300-9599,1.1822242266666665,0.6932812433333333,0.0030231866666666665,0.003706953333333333,0.056217696666666664,0.05319454333333334,0.055183409999999995,0.05147644333333334,0.99500895
VideoDPO_open_source,9600-9899,0.9888044133333334,0.6965104133333333,0.0024705333333333336,0.0033572566666666666,0.058933066666666666,0.05646254666666666,0.049648323333333334,0.04629108333333334,0.98823489
VideoDPO_open_source,9900-9999,1.27323203,0.64937508,0.0028541300000000003,0.0033577200000000002,0.04945347,0.0465994,0.05937233,0.05601465,0.99346625
VideoDPO_on_VideoInpainting_data,0-299,0.37039371535891735,0.86662,0.00010229666666666667,0.0012990329,0.01559,0.015586,0.029767,0.029772,0.666667
VideoDPO_on_VideoInpainting_data,300-599,0.19490711127781915,0.9155244433333333,0.0008375957333333334,0.0033230433333333335,0.082075,0.081651,0.341015,0.337515,1.0
VideoDPO_on_VideoInpainting_data,600-899,0.14290541411273514,0.9283066666666667,0.0014007481346666668,0.004295416666666666,0.079115,0.07853,0.07888,0.076729,1.0
VideoDPO_on_VideoInpainting_data,900-1199,0.21455094690065002,0.9077433333333332,0.0036491120000000004,0.007893416666666667,0.041541,0.040519,0.041232,0.038807,1.0
VideoDPO_on_VideoInpainting_data,1200-1499,0.1961453115466672,0.9310677766666667,0.005121586666666666,0.010162383333333334,0.086792,0.082328,0.013563,0.006318,1.0
VideoDPO_on_VideoInpainting_data,1500-1799,0.09741761290102624,0.9444066666666667,0.004812721,0.01052164,0.021182,0.011998,0.061778,0.042346,1.0
VideoDPO_on_VideoInpainting_data,1800-2099,0.1228432569696357,0.9544144433333334,0.0056586100000000005,0.011095253333333333,0.026534,0.020604,0.019344,0.012689,1.0
VideoDPO_on_VideoInpainting_data,2100-2399,0.08772579627493461,0.95663889,0.006867713333333333,0.014824606666666667,0.021577,0.014989,0.012566,0.003264,1.0
VideoDPO_on_VideoInpainting_data,2400-2699,0.1024628444057703,0.9627477766666668,0.006277496666666667,0.012720486666666666,0.034246,0.025455,0.014674,0.006279,1.0
VideoDPO_on_VideoInpainting_data,2700-2999,0.08611043519443796,0.9671933333333333,0.0058724933333333335,0.012985406666666666,0.024846,0.01853,0.114834,0.106243,1.0
VideoDPO_on_VideoInpainting_data,3000-3299,0.07556162486440492,0.9688566666666666,0.0061156477,0.01203688,0.273561,0.267682,0.02219,0.013975,1.0
VideoDPO_on_VideoInpainting_data,3300-3599,0.18213682006969995,0.9494,0.008588323333333333,0.01649652,0.049261,0.041996,0.017304,0.010007,1.0
VideoDPO_on_VideoInpainting_data,3600-3899,0.11410050507198337,0.9605166666666666,0.009279433333333333,0.018660693333333332,0.046181,0.033531,0.092927,0.077909,1.0
VideoDPO_on_VideoInpainting_data,3900-4199,0.11681314602741164,0.9566299999999999,0.012102193333333334,0.022556926666666664,0.016136,0.008138,0.057907,0.031499,1.0
VideoDPO_on_VideoInpainting_data,4200-4499,0.14394457457815613,0.9571811100000001,0.01014593,0.01979447,0.175611,0.167033,0.232719,0.215578,1.0
VideoDPO_on_VideoInpainting_data,4500-4799,0.048252050858006,0.9716366666666666,0.012022030000000001,0.022498046666666667,0.038502,0.026792,0.071888,0.055144,1.0
VideoDPO_on_VideoInpainting_data,4800-5099,0.10868771432156511,0.9655233333333333,0.011733756666666666,0.022079783333333335,0.138662,0.127555,0.174029,0.147194,1.0
VideoDPO_on_VideoInpainting_data,5100-5399,0.1820865992499546,0.96608,0.011235423333333333,0.021407476666666668,0.014709,0.001962,0.019323,0.00618,1.0
VideoDPO_on_VideoInpainting_data,5400-5699,0.07498753068342114,0.9705233333333333,0.011769166666666666,0.022875623333333334,0.016723,0.001763,0.333939,0.295152,1.0
VideoDPO_on_VideoInpainting_data,5700-5999,0.3301763919187561,0.9388622233333332,0.015589233333333334,0.027609373333333333,0.016729,0.00298,0.01759,0.002378,1.0
VideoDPO_on_VideoInpainting_data,6000-6101,0.07196836587082837,0.9640326764705882,0.014944558823529413,0.02536048039215686,0.023744,0.004359,0.028337,0.009168,1.0
