model_label,video,frames,whole_video_psnr,whole_video_ssim,mask_region_psnr,mask_region_ssim,mask_bbox_psnr,mask_bbox_ssim,strict_mask_pixel_psnr,boundary_pixel_psnr,outside_diff_mean,outside_diff_max,outside_region_diff_mean,whole_video_lpips,ewarp
candidate_s2_1000,bear,24,34.172409473435216,0.9923577857427985,23.411151274729047,0.8566326197219697,23.411151274729047,0.8566326197219697,20.393357881792323,24.508914557953315,0.0,0.0,0.0,0.007842461423327526,3.1290028811148978
candidate_s2_1000,blackswan,24,32.535738402934676,0.96258560371017,24.13158670209334,0.7307067044287088,24.13158670209334,0.7307067044287088,21.49675442204202,27.450028200991373,0.0,0.0,0.0,0.016678463900461793,4.846119048559795
candidate_s2_1000,bmx-bumps,24,33.04851288869882,0.9836715564163866,25.90620373486664,0.8967187978320333,25.90620373486664,0.8967187978320333,23.03256621862985,27.110476990096377,0.0,0.0,0.0,0.015347569986867407,6.640204552399076
candidate_s2_1000,bmx-trees,24,39.85014110895032,0.9965626388316206,29.09935204705921,0.8853947189529866,29.09935204705921,0.8853947189529866,25.813608670137825,29.366097811723524,0.0,0.0,0.0,0.00560078932903707,3.7282898050287496
candidate_s2_1000,boat,24,26.61479474438595,0.9318931930582534,20.483897278319915,0.7476202960775572,20.483897278319915,0.7476202960775572,18.739537754519272,26.02939960759655,0.0,0.0,0.0,0.040470062755048275,3.0389803198530623
candidate_s2_1000,breakdance,24,25.97401375805381,0.9604190714974313,16.722113287029064,0.6408200978306783,16.722113287029064,0.6408200978306783,13.26468624344441,18.203617125425396,0.0,0.0,0.0,0.019227805935467284,7.283225027925294
candidate_s2_1000,breakdance-flare,24,30.774115935310647,0.9694887716338001,22.60923084166204,0.8085669702019599,22.60923084166204,0.8085669702019599,18.60298199733094,26.054910616195105,0.0,0.0,0.0,0.017499683618855972,2.5608714254896925
candidate_s2_1000,bus,24,31.343329243487258,0.9934726485029838,19.46394798800824,0.9334073701522622,19.46394798800824,0.9334073701522622,16.689886081238228,21.275374609159623,0.0,0.0,0.0,0.005255401328516503,3.035655366661756
candidate_s2_1000,camel,24,26.22214014970434,0.942178838107373,20.82843343864143,0.7517087824193291,20.82843343864143,0.7517087824193291,18.402510358099615,23.278498369546835,0.0,0.0,0.0,0.03328684903681278,12.906625299997952
candidate_s2_1000,car-roundabout,24,33.968288384273016,0.9951943983451382,21.62745632393933,0.9028875832987895,21.62745632393933,0.9028875832987895,19.678336515248326,23.037435661284103,0.0,0.0,0.0,0.005437147958825032,15.041450524459714
candidate_s2_1000,car-shadow,24,46.37498491880232,0.9934795475199664,38.0751560322372,0.9412372900258678,38.0751560322372,0.9412372900258678,35.158425041583236,39.280359651599674,0.0,0.0,0.0,0.0061601433747758465,2.6322170818710457
candidate_s2_1000,car-turn,24,31.589234081945303,0.9570131434372855,23.33504076224973,0.76511684162938,23.33504076224973,0.76511684162938,20.76816929864665,27.9443344714261,0.0,0.0,0.0,0.019283897553881008,2.246066310402492
candidate_s2_1000,cows,24,28.3449095228862,0.9793012781475497,19.56498130909064,0.7750735954769475,19.56498130909064,0.7750735954769475,16.8785158246401,22.48001742709593,0.0,0.0,0.0,0.01441896342051526,8.319024543237427
candidate_s2_1000,dance-jump,24,34.42261548969793,0.9810324528215898,26.325283835029087,0.8767112112154676,26.325283835029087,0.8767112112154676,22.695500305654917,26.569960870544065,0.0,0.0,0.0,0.011603066814132035,4.07139739305105
candidate_s2_1000,dance-twirl,24,31.292566578274016,0.982751102307112,19.61873972928168,0.8684764152612351,19.61873972928168,0.8684764152612351,16.435050709595526,20.486647915163285,0.0,0.0,0.0,0.009191656562810143,6.49703255571101
candidate_s2_1000,dog,24,34.06949826327334,0.9684862074326342,26.736276752251957,0.824955620355456,26.736276752251957,0.824955620355456,22.92604163216458,27.241143185878638,0.0,0.0,0.0,0.014530885421360532,3.0163090230654115
candidate_s2_1000,dog-agility,24,24.00734371385576,0.9318901475460984,17.33733573124599,0.5654435277959486,17.33733573124599,0.5654435277959486,14.306361547266372,26.586121234715517,0.0,0.0,0.0,0.03050848376005888,22.369469637456145
candidate_s2_1000,drift-chicane,24,33.31181423052083,0.9415411957341743,27.07091885411747,0.7133856458123787,27.07091885411747,0.7133856458123787,24.591256698001075,29.233546365687175,0.0,0.0,0.0,0.02989174557539324,2.2094244258883204
candidate_s2_1000,drift-straight,24,30.799452648706023,0.9783684672795682,24.785047734580207,0.8962193990823116,24.785047734580207,0.8962193990823116,21.671982443494574,25.77809988682647,0.0,0.0,0.0,0.017946688885179658,16.373274280973103
candidate_s2_1000,drift-turn,24,32.224786407077396,0.9795641199793521,21.419380993973903,0.7544829891850444,21.419380993973903,0.7544829891850444,19.46751348940731,23.590454967007947,0.0,0.0,0.0,0.013425284530967474,9.357105373688366
candidate_s2_1000,elephant,24,32.10444982380261,0.9838350494036998,21.913492165539093,0.790727493053451,21.913492165539093,0.790727493053451,18.572244976040526,24.6272903566615,0.0,0.0,0.0,0.01354089006781578,5.702857839186554
candidate_s2_1000,flamingo,24,33.806985033859576,0.9876405341325971,22.492889771991145,0.8200041372176624,22.492889771991145,0.8200041372176624,19.956347588799392,24.19065430169609,0.0,0.0,0.0,0.00906253670109436,3.637511090820898
candidate_s2_1000,goat,24,32.527122041867024,0.9799003252067932,22.70440971147134,0.8219955640171864,22.70440971147134,0.8219955640171864,19.48655753892533,25.53747554306572,0.0,0.0,0.0,0.010646342416293919,12.8368247381371
candidate_s2_1000,hike,24,34.935536904903266,0.9853793993615824,26.08706885066667,0.8450228939923609,26.08706885066667,0.8450228939923609,23.484966651746145,31.500270167286132,0.0,0.0,0.0,0.014602070131028691,5.218144303754619
candidate_s2_1000,hockey,24,46.5042650612227,0.9951862013457223,37.25412722053142,0.9449631125411302,37.25412722053142,0.9449631125411302,34.83105401440354,37.355805547157225,0.0,0.0,0.0,0.006911656353622675,3.123998085198843
candidate_s2_1000,horsejump-high,24,24.061999343629655,0.9365023557593616,17.71150265027372,0.7488997748518661,17.71150265027372,0.7488997748518661,14.926984538761912,23.662964451011437,0.0,0.0,0.0,0.039719080397238336,9.02861091510757
candidate_s2_1000,horsejump-low,24,28.017094263097963,0.9536433645498277,19.448290845075046,0.684827164860566,19.448290845075046,0.684827164860566,16.64651110809795,22.20577469720023,0.0,0.0,0.0,0.02024533599615097,4.92791577404284
candidate_s2_1000,kite-surf,24,35.04392165194395,0.9850951616874983,26.42694863360676,0.8681578211685813,26.42694863360676,0.8681578211685813,23.250845959942875,29.056548551522894,0.0,0.0,0.0,0.010999571318582943,3.683932176183747
candidate_s2_1000,kite-walk,24,39.392868562953765,0.9905376168967809,26.685885418074182,0.5135704584861233,26.685885418074182,0.5135704584861233,25.046308165410263,32.688263171663266,0.0,0.0,0.0,0.005289128273337458,3.0157633287751153
candidate_s2_1000,libby,24,42.800674012991095,0.9954021932810132,32.58689565442228,0.9387773818298406,32.58689565442228,0.9387773818298406,27.903237540206035,31.56719346693301,0.0,0.0,0.0,0.004766694929761191,5.655615165343751
candidate_s2_1000,lucia,24,34.62005574120985,0.9890858843252309,23.277523075358612,0.8582050962081865,23.277523075358612,0.8582050962081865,19.971501906602526,24.88495084738614,0.0,0.0,0.0,0.00751568468209977,5.950904309587634
candidate_s2_1000,mallard-fly,24,27.425136917279456,0.8785941912845869,20.70227297005285,0.4253608110099007,20.70227297005285,0.4253608110099007,18.940178464991796,24.591124682114934,0.0,0.0,0.0,0.02821278867001335,3.9196712896227837
candidate_s2_1000,mallard-water,24,33.4834919997742,0.958945207424736,23.397188678292338,0.5882770064087457,23.397188678292338,0.5882770064087457,20.590553735538247,25.15451930947008,0.0,0.0,0.0,0.01099454037224253,11.972048684306767
candidate_s2_1000,motocross-bumps,24,36.42080925506857,0.9769082191300636,28.928763452914833,0.8742577058245579,28.928763452914833,0.8742577058245579,26.2755695192174,31.403486080491138,0.0,0.0,0.0,0.013167866777318219,1.4453569842178535
candidate_s2_1000,motocross-jump,24,30.874517260306657,0.9577748004617277,24.948059052481586,0.8428635246133624,24.948059052481586,0.8428635246133624,21.66053134909517,27.436033161460568,0.0,0.0,0.0,0.026764385518617928,16.462471042557254
candidate_s2_1000,motorbike,24,40.92633742730488,0.9940648990032354,29.731893166656075,0.9070628149253842,29.731893166656075,0.9070628149253842,27.777289755783162,29.743166590091363,0.0,0.0,0.0,0.004914655437460169,3.0848253366496903
candidate_s2_1000,paragliding,24,37.41957563257035,0.9771882654573009,28.56596343225523,0.7942351535344837,28.56596343225523,0.7942351535344837,25.45872307482102,29.93174065445308,0.0,0.0,0.0,0.016891677863895893,1.526127409939047
