loss,t,weight_mean,target_norm,pred_norm,mask_latent_ratio,boundary_latent_ratio,affected_outside_latent_ratio,near_outside_latent_ratio,grad_norm,grad_max_abs,grad_tensors,worker,recipe,recipe_family,step,lr,scope,sample_id,finite,mask_weight,boundary_weight,affected_weight,outside_weight,far_outside_weight,hard_noise_schedule
0.9802449941635132,0.19,0.3566896319389343,800.0230102539062,850.2124633789062,0.12045898288488388,0.07973632961511612,0.25458985567092896,0.04160156473517418,17.386266583691658,1.8203125,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,1,3e-05,S0,BLENDER_BEACH030_00003,True,1.0,1.25,0.75,0.1,0.02,False
0.17011432349681854,0.29,0.08384060859680176,863.6253051757812,820.5297241210938,0.03896484524011612,0.03666992112994194,0.0042480467818677425,0.01933593861758709,1.789619750209725,0.09765625,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,2,3e-05,S0,BLENDER_BEACH036_00001,True,1.0,1.25,0.75,0.1,0.02,False
0.07486829906702042,0.39,0.16007450222969055,718.5333862304688,664.0984497070312,0.09995117038488388,0.06069336086511612,0.01860351674258709,0.03188476711511612,0.6121563406248267,0.05078125,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,3,3e-05,S0,BLENDER_BEDROOM009_00083,True,1.0,1.25,0.75,0.1,0.02,False
0.29392102360725403,0.49,0.13786020874977112,806.4203491210938,773.4981689453125,0.041259765625,0.04018554836511612,0.07646484673023224,0.02143554762005806,3.3541177056096223,0.2412109375,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,4,3e-05,S0,BLENDER_CARTOON002_00001,True,1.0,1.25,0.75,0.1,0.02,False
0.09533185511827469,0.59,0.12598732113838196,680.5733032226562,639.793701171875,0.03110351599752903,0.080322265625,0.04638671875,0.05117187649011612,0.8717923207348055,0.035660069435834885,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,5,3e-05,S0,BLENDER_DESERT004_00001,True,1.0,1.25,0.75,0.1,0.02,False
0.20405012369155884,0.19,0.028245950117707253,870.5834350585938,802.0714721679688,0.0023925781715661287,0.006884765811264515,0.0009765625,0.0044921874068677425,2.340796675283438,0.10595703125,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,6,3e-05,S0,BLENDER_DESERT005_00006,True,1.0,1.25,0.75,0.1,0.02,False
0.1987675577402115,0.29,0.10523819923400879,699.4227294921875,631.8740234375,0.0146484375,0.01958007924258709,0.08598633110523224,0.010986328125,1.4423820521098585,0.078125,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,7,3e-05,S0,BLENDER_FOREST006_00001,True,1.0,1.25,0.75,0.1,0.02,False
0.17348487675189972,0.39,0.40853652358055115,681.5193481445312,652.5044555664062,0.2916503846645355,0.07998047024011612,0.093017578125,0.04038086161017418,0.7933836183606532,0.140625,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,8,3e-05,S0,BLENDER_FOREST007_00001,True,1.0,1.25,0.75,0.1,0.02,False
0.09879723191261292,0.49,0.2419380396604538,726.6250610351562,693.4751586914062,0.05375976487994194,0.03696289286017418,0.209228515625,0.01953125,0.869225536400216,0.048583984375,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,9,3e-05,S0,BLENDER_FOREST008_00001,True,1.0,1.25,0.75,0.1,0.02,False
0.09089674055576324,0.59,0.05701589584350586,765.300048828125,745.5743408203125,0.01699218712747097,0.02280273474752903,0.009423828683793545,0.012744140811264515,0.7165391796192112,0.04375487565994263,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,10,3e-05,S0,BLENDER_FOREST009_00013,True,1.0,1.25,0.75,0.1,0.02,False
0.25120222568511963,0.19,0.5361347794532776,738.1221313476562,695.7457885742188,0.154296875,0.07968749850988388,0.47099611163139343,0.04096679762005806,1.4863109690645377,0.1083984375,461,gpu0_ab,SFTmA_S0_lr3em05,SFT-A,11,3e-05,S0,BLENDER_FOREST010_00004,True,1.0,1.25,0.75,0.1,0.02,False
